""	"V1"
"Zm00001eb018440"	7.81606542998108e-05
"Zm00001eb334170"	7.82067972431665e-05
"Zm00001eb137890"	7.84252518961846e-05
"Zm00001eb164570"	7.84859408643663e-05
"Zm00001eb378920"	7.85098337033945e-05
"Zm00001eb178310"	7.87774819152899e-05
"Zm00001eb188320"	7.92053307341704e-05
"Zm00001eb186530"	7.93608536394278e-05
"Zm00001eb161730"	7.97997222164097e-05
"Zm00001eb234840"	8.0079968022167e-05
"Zm00001eb018590"	8.02130408514394e-05
"Zm00001eb232750"	8.0256360319241e-05
"Zm00001eb253360"	8.03794709834845e-05
"Zm00001eb129090"	8.04898140299854e-05
"Zm00001eb003570"	8.09857637906572e-05
"Zm00001eb367130"	8.10588745815112e-05
"Zm00001eb082710"	8.10877168632529e-05
"Zm00001eb224790"	8.12913251272631e-05
"Zm00001eb190200"	8.13420084680975e-05
"Zm00001eb400520"	8.16555367310251e-05
"Zm00001eb205630"	8.20307277298938e-05
"Zm00001eb339600"	8.23009108306697e-05
"Zm00001eb269380"	8.28041988445644e-05
"Zm00001eb007540"	8.29066746227381e-05
"Zm00001eb175750"	8.29379565382736e-05
"Zm00001eb266690"	8.33106479614797e-05
"Zm00001eb219330"	8.3352232457086e-05
"Zm00001eb228030"	8.35339169154775e-05
"Zm00001eb034350"	8.35937726764813e-05
"Zm00001eb019160"	8.36574029004973e-05
"Zm00001eb202810"	8.37372996422832e-05
"Zm00001eb150720"	8.4163967992457e-05
"Zm00001eb161380"	8.4276484088151e-05
"Zm00001eb368040"	8.45257087114125e-05
"Zm00001eb333720"	8.45425046507507e-05
"Zm00001eb037190"	8.5144084991597e-05
"Zm00001eb070150"	8.54003886658589e-05
"Zm00001eb085260"	8.57643854381865e-05
"Zm00001eb063600"	8.63271811174074e-05
"Zm00001eb068160"	8.66008201805498e-05
"Zm00001eb159520"	8.72097369839957e-05
"Zm00001eb408210"	8.73682990437718e-05
"Zm00001eb171250"	8.75768330164322e-05
"Zm00001eb166760"	8.76452246138773e-05
"Zm00001eb123230"	8.78520520261648e-05
"Zm00001eb418760"	8.79610797429225e-05
"Zm00001eb067600"	8.80456329073465e-05
"Zm00001eb368870"	8.81910212383533e-05
"Zm00001eb215970"	8.90349760574746e-05
"Zm00001eb018570"	8.94496850361835e-05
"Zm00001eb210320"	8.94807350087329e-05
"Zm00001eb358260"	8.963593928259e-05
"Zm00001eb060940"	9.1014689262497e-05
"Zm00001eb179400"	9.13377615758317e-05
"Zm00001eb365500"	9.18019021473004e-05
"Zm00001eb141640"	9.18370842901607e-05
"Zm00001eb226480"	9.20848153904608e-05
"Zm00001eb312320"	9.30859328710433e-05
"Zm00001eb300020"	9.33842470443733e-05
"Zm00001eb184500"	9.39202119989258e-05
"Zm00001eb310380"	9.41368660617267e-05
"Zm00001eb428590"	9.44356378849013e-05
"Zm00001eb281930"	9.56385010280729e-05
"Zm00001eb259720"	9.57254042822977e-05
"Zm00001eb374130"	9.57678528518068e-05
"Zm00001eb283750"	9.58257634118116e-05
"Zm00001eb284460"	9.60291251364003e-05
"Zm00001eb380160"	9.62379099575673e-05
"Zm00001eb403710"	9.69623285022639e-05
"Zm00001eb110830"	9.7312973268264e-05
"Zm00001eb410800"	9.78070943788566e-05
"Zm00001eb093570"	9.80583822768038e-05
"Zm00001eb172350"	9.81662155235657e-05
"Zm00001eb022880"	9.82676738763615e-05
"Zm00001eb004960"	9.83424152346469e-05
"Zm00001eb384610"	9.83899268737573e-05
"Zm00001eb096730"	9.86690034418873e-05
"Zm00001eb121740"	9.87460219601087e-05
"Zm00001eb117200"	9.89095342204597e-05
"Zm00001eb044510"	9.9020958784591e-05
"Zm00001eb110410"	9.9042769850813e-05
"Zm00001eb274410"	9.90914012828144e-05
"Zm00001eb040520"	9.92140242846293e-05
"Zm00001eb061140"	9.94458899111388e-05
"Zm00001eb135900"	9.95872672104128e-05
"Zm00001eb152140"	0.000100015580370444
"Zm00001eb081280"	0.000100292106009335
"Zm00001eb318740"	0.000100439476551079
"Zm00001eb385790"	0.000101211839124214
"Zm00001eb105710"	0.000101891339414757
"Zm00001eb208730"	0.000101936430031672
"Zm00001eb352040"	0.000102596230729233
"Zm00001eb312750"	0.000102861602754541
"Zm00001eb418880"	0.000102919929776531
"Zm00001eb237320"	0.000102983577218166
"Zm00001eb358610"	0.000103143816668802
"Zm00001eb091390"	0.000103641433238295
"Zm00001eb120280"	0.000103685574527237
"Zm00001eb071760"	0.000105087754778
"Zm00001eb418550"	0.000106429736052525
"Zm00001eb171580"	0.000106869031165708
"Zm00001eb179040"	0.00010719802747042
"Zm00001eb084850"	0.000107467907626503
"Zm00001eb138080"	0.000107851788070191
"Zm00001eb002260"	0.000108234984414387
"Zm00001eb409720"	0.000109175523135457
"Zm00001eb292440"	0.000109548891346265
"Zm00001eb124510"	0.000109796772008009
"Zm00001eb244450"	0.000109856260626235
"Zm00001eb192940"	0.00010994490888108
"Zm00001eb290180"	0.000110561806889065
"Zm00001eb425900"	0.000110885504469283
"Zm00001eb033900"	0.000111483836940209
"Zm00001eb168210"	0.000111682563199041
"Zm00001eb069500"	0.000112319624435305
"Zm00001eb413610"	0.000112624213090469
"Zm00001eb410960"	0.000112696729695743
"Zm00001eb301810"	0.000114118329384948
"Zm00001eb184160"	0.000114647221912676
"Zm00001eb392450"	0.000114962466371694
"Zm00001eb047410"	0.000115076194223104
"Zm00001eb018870"	0.000115907883592095
"Zm00001eb369730"	0.00011610920237036
"Zm00001eb134900"	0.000116532721382721
"Zm00001eb000270"	0.000116610433067579
"Zm00001eb221380"	0.000116648145377315
"Zm00001eb053740"	0.000116685734357704
"Zm00001eb318460"	0.000116849132608679
"Zm00001eb248250"	0.000117094059843191
"Zm00001eb200500"	0.000118215360485152
"Zm00001eb423310"	0.000118498669149679
"Zm00001eb115920"	0.00011923146544717
"Zm00001eb224060"	0.000119263316250345
"Zm00001eb158070"	0.000119783311969903
"Zm00001eb372960"	0.000119798653363501
"Zm00001eb419670"	0.000120807872365314
"Zm00001eb147310"	0.000121804577915898
"Zm00001eb289940"	0.000121952114995821
"Zm00001eb273350"	0.000121981196153684
"Zm00001eb361140"	0.000122036528055646
"Zm00001eb012960"	0.00012216882084321
"Zm00001eb237290"	0.000122181068159222
"Zm00001eb399480"	0.000122287737749006
"Zm00001eb071910"	0.000122611570339164
"Zm00001eb118600"	0.000122876639231749
"Zm00001eb339960"	0.000123512919955722
"Zm00001eb037290"	0.000124078301198774
"Zm00001eb305490"	0.000124301199177583
"Zm00001eb071630"	0.000124890615037792
"Zm00001eb427390"	0.000125469015103124
"Zm00001eb070920"	0.00012615194109082
"Zm00001eb313900"	0.000126715899963765
"Zm00001eb393510"	0.000126734941798008
"Zm00001eb140540"	0.00012707745216141
"Zm00001eb233600"	0.000128266264227406
"Zm00001eb161880"	0.000128783382365045
"Zm00001eb388670"	0.000128826366685884
"Zm00001eb132840"	0.000128907035387628
"Zm00001eb210240"	0.000129136397209492
"Zm00001eb012870"	0.000129137129197726
"Zm00001eb118770"	0.00012915064381412
"Zm00001eb395860"	0.000129688464962551
"Zm00001eb353220"	0.00012998353462638
"Zm00001eb369380"	0.000130440646922296
"Zm00001eb266670"	0.000131125650518256
"Zm00001eb264960"	0.000131179011953863
"Zm00001eb269920"	0.000131390394194177
"Zm00001eb186140"	0.000131470442502981
"Zm00001eb157390"	0.000131495953258539
"Zm00001eb036840"	0.000131632405352599
"Zm00001eb078360"	0.000131935153877146
"Zm00001eb140010"	0.00013219517650736
"Zm00001eb171180"	0.000132199988789633
"Zm00001eb072720"	0.000133222389294961
"Zm00001eb196030"	0.000133482939091636
"Zm00001eb158360"	0.000134285025361679
"Zm00001eb122900"	0.000134613433284678
"Zm00001eb026240"	0.000134846015234682
"Zm00001eb396610"	0.000135201545923133
"Zm00001eb217540"	0.000135373313278242
"Zm00001eb305980"	0.000135410127928503
"Zm00001eb042160"	0.000135480989906326
"Zm00001eb141650"	0.000135658343521808
"Zm00001eb375640"	0.000135842016072408
"Zm00001eb369960"	0.000135997640806781
"Zm00001eb299040"	0.000137015074884895
"Zm00001eb129560"	0.000137029579219896
"Zm00001eb120240"	0.000137089492676093
"Zm00001eb109670"	0.000137277960957486
"Zm00001eb283010"	0.000137479142215656
"Zm00001eb427290"	0.000138215079861187
"Zm00001eb294870"	0.000138337440273233
"Zm00001eb432260"	0.000138845871074413
"Zm00001eb216380"	0.000139015109209246
"Zm00001eb038230"	0.000139057929575929
"Zm00001eb298420"	0.00014019617801943
"Zm00001eb227270"	0.000140370464389139
"Zm00001eb107290"	0.000141702779379144
"Zm00001eb072170"	0.000142307682652735
"Zm00001eb056030"	0.000142355805525882
"Zm00001eb296610"	0.00014259592252287
"Zm00001eb336010"	0.000142791235273085
"Zm00001eb218900"	0.000142800750011928
"Zm00001eb381410"	0.000142859589800395
"Zm00001eb433490"	0.000142892076480014
"Zm00001eb206410"	0.000143641132768874
"Zm00001eb072050"	0.000144191950492621
"Zm00001eb412570"	0.000144264743158729
"Zm00001eb322080"	0.000144789317836696
"Zm00001eb169120"	0.000146584399409374
"Zm00001eb194590"	0.000146654821147315
"Zm00001eb392680"	0.000146945513659046
"Zm00001eb425460"	0.000147215306377293
"Zm00001eb001740"	0.000147931011420532
"Zm00001eb073180"	0.000148147982431437
"Zm00001eb063860"	0.000148246885153365
"Zm00001eb158860"	0.00014880022301049
"Zm00001eb261830"	0.000149407272198689
"Zm00001eb096480"	0.000149741772052787
"Zm00001eb156160"	0.000149885719997848
"Zm00001eb000170"	0.000150483110073044
"Zm00001eb286130"	0.000150584135893977
"Zm00001eb342230"	0.000151539619790834
"Zm00001eb184490"	0.000152419747004671
"Zm00001eb343980"	0.00015294868189954
"Zm00001eb011990"	0.000153078561212206
"Zm00001eb286290"	0.000153671441536134
"Zm00001eb241670"	0.000154134882915864
"Zm00001eb100530"	0.000154521044538136
"Zm00001eb350940"	0.000155188618174836
"Zm00001eb193990"	0.000156245416939151
"Zm00001eb080480"	0.000157092830212384
"Zm00001eb177010"	0.000157540043216661
"Zm00001eb111480"	0.000158873320226449
"Zm00001eb359470"	0.000159084775518479
"Zm00001eb410830"	0.000160529280885239
"Zm00001eb108190"	0.000160791839157676
"Zm00001eb158490"	0.000160913694221024
"Zm00001eb147720"	0.000160928477172057
"Zm00001eb267850"	0.000161502769486616
"Zm00001eb380370"	0.000161657170788141
"Zm00001eb398040"	0.000161659817571345
"Zm00001eb058550"	0.000161827136824799
"Zm00001eb410410"	0.000162507358560865
"Zm00001eb430470"	0.000162566082837242
"Zm00001eb274610"	0.000164500115313122
"Zm00001eb044160"	0.00016479878665872
"Zm00001eb218560"	0.000164989408254925
"Zm00001eb348840"	0.000165486555593216
"Zm00001eb011860"	0.000166248891436417
"Zm00001eb353100"	0.000167471959752773
"Zm00001eb195780"	0.000167656809190431
"Zm00001eb433790"	0.000167657333985527
"Zm00001eb349890"	0.000167967372442101
"Zm00001eb156770"	0.000168370578518459
"Zm00001eb027600"	0.000168670205478439
"Zm00001eb208920"	0.000168901513968699
"Zm00001eb095020"	0.000169287063235492
"Zm00001eb296110"	0.00016957239192812
"Zm00001eb093090"	0.000169580086241129
"Zm00001eb240820"	0.000169808928178702
"Zm00001eb248860"	0.000170079683198286
"Zm00001eb298890"	0.000170163329170239
"Zm00001eb298370"	0.000171971693063608
"Zm00001eb239180"	0.000172329548927415
"Zm00001eb303120"	0.000172749583267155
"Zm00001eb248850"	0.000172995124213041
"Zm00001eb147040"	0.000173869495561518
"Zm00001eb195630"	0.000175532808092148
"Zm00001eb347820"	0.000176454957802876
"Zm00001eb400610"	0.000177587367817736
"Zm00001eb331950"	0.000178855401518615
"Zm00001eb407850"	0.000179123470343697
"Zm00001eb290460"	0.000179504641715342
"Zm00001eb414040"	0.000180320512713569
"Zm00001eb203910"	0.000180551753946921
"Zm00001eb084470"	0.000181833833232272
"Zm00001eb135670"	0.00018260574552671
"Zm00001eb072110"	0.000182736333493269
"Zm00001eb404910"	0.000182818365767725
"Zm00001eb040430"	0.000182970922138412
"Zm00001eb280770"	0.000183274083033808
"Zm00001eb227030"	0.00018350903378722
"Zm00001eb145100"	0.000184734836907957
"Zm00001eb151620"	0.000184783440248141
"Zm00001eb385580"	0.000184844317106059
"Zm00001eb102070"	0.000185083736739997
"Zm00001eb157380"	0.000185360042360608
"Zm00001eb060900"	0.000186003176166588
"Zm00001eb200250"	0.000186116410995729
"Zm00001eb066730"	0.000187420660896066
"Zm00001eb397440"	0.000187974084031678
"Zm00001eb188840"	0.000188202687076929
"Zm00001eb121640"	0.000188293417565636
"Zm00001eb058380"	0.000189440440973556
"Zm00001eb255530"	0.00018973496580614
"Zm00001eb092260"	0.000190773401350053
"Zm00001eb076590"	0.000191192043056494
"Zm00001eb203400"	0.000191242737903243
"Zm00001eb012020"	0.000191409030396656
"Zm00001eb427440"	0.000192431759543971
"Zm00001eb385100"	0.000192566695881607
"Zm00001eb378900"	0.000192995548962898
"Zm00001eb076500"	0.000193728227296486
"Zm00001eb017910"	0.000194742254619157
"Zm00001eb376230"	0.000195716386106075
"Zm00001eb117860"	0.000196315782281611
"Zm00001eb363880"	0.00019688403742712
"Zm00001eb228750"	0.000197212426691219
"Zm00001eb223370"	0.000197240499010024
"Zm00001eb133080"	0.000197299232105434
"Zm00001eb292880"	0.000197829879458116
"Zm00001eb229450"	0.000199570137909494
"Zm00001eb383700"	0.000199811015625087
"Zm00001eb249530"	0.000199874887128625
"Zm00001eb007550"	0.000199954139465905
"Zm00001eb273320"	0.000200630417744798
"Zm00001eb087450"	0.000201100581818171
"Zm00001eb266260"	0.000201902747802677
"Zm00001eb390700"	0.000202634912473943
"Zm00001eb222140"	0.000202663316224196
"Zm00001eb396190"	0.000202810768039374
"Zm00001eb256300"	0.000204886652091755
"Zm00001eb022870"	0.000204919990296129
"Zm00001eb390630"	0.000205039802742146
"Zm00001eb333910"	0.000205078863342511
"Zm00001eb191820"	0.000205131164191322
"Zm00001eb070780"	0.000206241553933393
"Zm00001eb270960"	0.000206443863041329
"Zm00001eb285390"	0.000206488355159651
"Zm00001eb067410"	0.000206629567226861
"Zm00001eb221740"	0.000206777205601795
"Zm00001eb083590"	0.000208124792344371
"Zm00001eb370950"	0.000208473164255594
"Zm00001eb072690"	0.000209020963917336
"Zm00001eb237830"	0.000210020633379377
"Zm00001eb114260"	0.000210348624413869
"Zm00001eb015360"	0.00021037271525345
"Zm00001eb020800"	0.000210488100790166
"Zm00001eb285500"	0.000210921943902223
"Zm00001eb163990"	0.000211590294694054
"Zm00001eb016230"	0.000211973848431837
"Zm00001eb276310"	0.000212223227704344
"Zm00001eb144540"	0.000212723884105469
"Zm00001eb120380"	0.000212993685831386
"Zm00001eb405910"	0.000213006457260132
"Zm00001eb122020"	0.000213806500808183
"Zm00001eb169050"	0.000214338099204154
"Zm00001eb032430"	0.000215294884112972
"Zm00001eb357080"	0.000216802475432869
"Zm00001eb058170"	0.000217190324283278
"Zm00001eb349440"	0.000218167794049654
"Zm00001eb267190"	0.000218579386271657
"Zm00001eb233980"	0.000218751960122515
"Zm00001eb108360"	0.000219109108543269
"Zm00001eb076140"	0.000219144819217801
"Zm00001eb238830"	0.0002197518095371
"Zm00001eb076510"	0.000219973523907169
"Zm00001eb405270"	0.000220377901997022
"Zm00001eb395840"	0.000220439543256162
"Zm00001eb024710"	0.000221037608446926
"Zm00001eb403880"	0.000221548116810424
"Zm00001eb337400"	0.000222125674199704
"Zm00001eb389860"	0.000222271652528806
"Zm00001eb413740"	0.000222648860647197
"Zm00001eb142300"	0.000222661800277935
"Zm00001eb172250"	0.000224346225402857
"Zm00001eb159120"	0.000224717038512196
"Zm00001eb037080"	0.000226771350867814
"Zm00001eb144720"	0.000227016994895465
"Zm00001eb130700"	0.000227067143670674
"Zm00001eb163290"	0.000227430533445477
"Zm00001eb119180"	0.000229458230361967
"Zm00001eb090060"	0.000229578403395591
"Zm00001eb038690"	0.000229623372218588
"Zm00001eb269730"	0.00023001696204495
"Zm00001eb266830"	0.000230933412288038
"Zm00001eb149150"	0.000231599169351511
"Zm00001eb026540"	0.000232825970110872
"Zm00001eb431590"	0.000233328693630798
"Zm00001eb367250"	0.000236303622495939
"Zm00001eb022180"	0.000236524443835251
"Zm00001eb216730"	0.000238584092187277
"Zm00001eb116160"	0.000238589408622975
"Zm00001eb409540"	0.000238654196822733
"Zm00001eb356570"	0.000239422194596899
"Zm00001eb319160"	0.000240139152654973
"Zm00001eb254750"	0.000241006225729156
"Zm00001eb335160"	0.000242159489386277
"Zm00001eb155640"	0.000242936345964265
"Zm00001eb102450"	0.000243650450486215
"Zm00001eb174710"	0.000244404794258993
"Zm00001eb189710"	0.000244409401502709
"Zm00001eb332000"	0.000245037047626456
"Zm00001eb111440"	0.000245190473130035
"Zm00001eb124580"	0.000245684601323311
"Zm00001eb427840"	0.000245751210738773
"Zm00001eb031500"	0.000246242467560516
"Zm00001eb286800"	0.000246296360031141
"Zm00001eb141980"	0.000246348188712974
"Zm00001eb022640"	0.000246693480292513
"Zm00001eb040440"	0.00024714620921332
"Zm00001eb293610"	0.000247880922523918
"Zm00001eb299950"	0.000248093007570518
"Zm00001eb377220"	0.000248291707717967
"Zm00001eb363850"	0.000248462068674717
"Zm00001eb288710"	0.000248762722047298
"Zm00001eb302390"	0.000249075523476044
"Zm00001eb270330"	0.000249261813867269
"Zm00001eb327460"	0.000249605965605794
"Zm00001eb059270"	0.000250242393308397
"Zm00001eb134120"	0.000250669639438114
"Zm00001eb354260"	0.000252184304443569
"Zm00001eb058080"	0.000253548793504608
"Zm00001eb004750"	0.000253819310118618
"Zm00001eb276680"	0.000254142263511558
"Zm00001eb163800"	0.00025470197172161
"Zm00001eb011870"	0.000254709553021093
"Zm00001eb170810"	0.000255824712847362
"Zm00001eb140050"	0.00025639253525813
"Zm00001eb242170"	0.000257379371828379
"Zm00001eb039010"	0.000257692338466323
"Zm00001eb114520"	0.000258179281173736
"Zm00001eb231550"	0.000258569130645455
"Zm00001eb241080"	0.000260261334630407
"Zm00001eb032040"	0.000261225793947428
"Zm00001eb009010"	0.000262689550402917
"Zm00001eb421000"	0.000263613785537706
"Zm00001eb214340"	0.000264532286595707
"Zm00001eb010720"	0.000265759373903887
"Zm00001eb385420"	0.000265815074150811
"Zm00001eb031200"	0.000265978837949279
"Zm00001eb089130"	0.000266412442469383
"Zm00001eb165330"	0.000266590018293546
"Zm00001eb434200"	0.000266688114606221
"Zm00001eb344690"	0.000268363475763956
"Zm00001eb117530"	0.000268595647762764
"Zm00001eb368010"	0.000268680467036705
"Zm00001eb134430"	0.000269027385056033
"Zm00001eb071240"	0.000269158643977114
"Zm00001eb354110"	0.000269631902174991
"Zm00001eb058040"	0.000270118341097723
"Zm00001eb109270"	0.000270255384083396
"Zm00001eb183450"	0.000270734661924185
"Zm00001eb121580"	0.000272287087961514
"Zm00001eb400700"	0.000272293763173322
"Zm00001eb154410"	0.000272721784913973
"Zm00001eb399290"	0.000273004062105497
"Zm00001eb072460"	0.000273142242850206
"Zm00001eb357130"	0.000273770667420339
"Zm00001eb104320"	0.000273938346920245
"Zm00001eb296150"	0.000274268955926109
"Zm00001eb038510"	0.000274535883304087
"Zm00001eb173840"	0.000277474299987045
"Zm00001eb103760"	0.000277525403231509
"Zm00001eb333860"	0.000277997239757321
"Zm00001eb250040"	0.000278511836604759
"Zm00001eb289520"	0.00027870550382104
"Zm00001eb257550"	0.000278827052115422
"Zm00001eb198150"	0.000279834458400587
"Zm00001eb293030"	0.000280163592227422
"Zm00001eb053010"	0.000280927044885029
"Zm00001eb198080"	0.000281730605992545
"Zm00001eb341570"	0.0002818205724189
"Zm00001eb008170"	0.000282048982076193
"Zm00001eb156640"	0.000283085223453715
"Zm00001eb144670"	0.000283105659421942
"Zm00001eb211770"	0.00028313541865103
"Zm00001eb387250"	0.000284380859364466
"Zm00001eb161770"	0.000284488413522354
"Zm00001eb116200"	0.00028473720223393
"Zm00001eb346450"	0.000285078443040111
"Zm00001eb252220"	0.000285333946381626
"Zm00001eb420260"	0.000285839729017781
"Zm00001eb065080"	0.00028989222205905
"Zm00001eb087460"	0.000290189930932052
"Zm00001eb246960"	0.000290803461845488
"Zm00001eb284400"	0.000291223572621885
"Zm00001eb246950"	0.000291950130359222
"Zm00001eb412250"	0.000292596318378253
"Zm00001eb374690"	0.00029272359342112
"Zm00001eb393890"	0.000294182252695918
"Zm00001eb269560"	0.00029538703579493
"Zm00001eb017600"	0.000295666788494443
"Zm00001eb416480"	0.000295718645962745
"Zm00001eb354800"	0.00029696562189286
"Zm00001eb360380"	0.000297400293357702
"Zm00001eb405820"	0.000297500949633402
"Zm00001eb103170"	0.000297859501874591
"Zm00001eb069620"	0.000298521553111568
"Zm00001eb259130"	0.000298890245120993
"Zm00001eb318360"	0.000299053580865742
"Zm00001eb188280"	0.000299365363713606
"Zm00001eb076210"	0.00030037200056451
"Zm00001eb204600"	0.000300723105800729
"Zm00001eb131480"	0.000301376989266215
"Zm00001eb349520"	0.000302094623253114
"Zm00001eb379370"	0.000303400205775499
"Zm00001eb430720"	0.000303425101162944
"Zm00001eb337790"	0.000303514726764096
"Zm00001eb432550"	0.000303580945788941
"Zm00001eb319670"	0.000303634137071562
"Zm00001eb408730"	0.000304207135933605
"Zm00001eb104920"	0.000305366482638063
"Zm00001eb206560"	0.000306246595029881
"Zm00001eb011850"	0.000307177158543103
"Zm00001eb143390"	0.000307559061208543
"Zm00001eb165320"	0.000307685329583001
"Zm00001eb376490"	0.000309013338925337
"Zm00001eb137320"	0.000309363889119676
"Zm00001eb022820"	0.000309680080978328
"Zm00001eb247900"	0.000310181571929834
"Zm00001eb369980"	0.00031062329431194
"Zm00001eb220520"	0.00031104358846863
"Zm00001eb416290"	0.000311052394063365
"Zm00001eb014540"	0.00031189718199952
"Zm00001eb060640"	0.000312345709655854
"Zm00001eb383150"	0.000314465216138741
"Zm00001eb265650"	0.000314935058393527
"Zm00001eb417940"	0.000315187074528692
