""	"bwnet_30$colors"
"Zm00001eb271060"	"tan"
"Zm00001eb175030"	"blue"
"Zm00001eb196980"	"green"
"Zm00001eb204020"	"green"
"Zm00001eb250620"	"black"
"Zm00001eb275810"	"sienna3"
"Zm00001eb028360"	"blue"
"Zm00001eb046560"	"yellow"
"Zm00001eb159220"	"darkmagenta"
"Zm00001eb344910"	"blue"
"Zm00001eb271120"	"yellow"
"Zm00001eb273390"	"lightsteelblue1"
"Zm00001eb314380"	"magenta"
"Zm00001eb187400"	"yellow"
"Zm00001eb114140"	"green"
"Zm00001eb314780"	"black"
"Zm00001eb326860"	"blue"
"Zm00001eb430070"	"steelblue"
"Zm00001eb374870"	"magenta"
"Zm00001eb306790"	"skyblue3"
"Zm00001eb405630"	"blue"
"Zm00001eb406660"	"yellow"
"Zm00001eb162480"	"grey"
"Zm00001eb174710"	"turquoise"
"Zm00001eb295860"	"salmon"
"Zm00001eb165200"	"red"
"Zm00001eb192280"	"black"
"Zm00001eb251590"	"pink"
"Zm00001eb354150"	"pink"
"Zm00001eb095800"	"yellow"
"Zm00001eb102640"	"cyan"
"Zm00001eb312620"	"brown"
"Zm00001eb320450"	"darkolivegreen"
"Zm00001eb370300"	"black"
"Zm00001eb372200"	"lightgreen"
"Zm00001eb013730"	"black"
"Zm00001eb257880"	"lightcyan"
"Zm00001eb235000"	"brown"
"Zm00001eb151590"	"pink"
"Zm00001eb323550"	"plum2"
"Zm00001eb329440"	"tan"
"Zm00001eb377990"	"grey"
"Zm00001eb387280"	"brown"
"Zm00001eb413130"	"brown"
"Zm00001eb264830"	"brown"
"Zm00001eb265280"	"saddlebrown"
"Zm00001eb323500"	"blue"
"Zm00001eb043340"	"cyan"
"Zm00001eb242940"	"lightgreen"
"Zm00001eb337340"	"darkmagenta"
"Zm00001eb068330"	"brown"
"Zm00001eb158820"	"brown"
"Zm00001eb181420"	"black"
"Zm00001eb194870"	"lightyellow"
"Zm00001eb240730"	"brown"
"Zm00001eb248340"	"brown"
"Zm00001eb306510"	"black"
"Zm00001eb364010"	"tan"
"Zm00001eb389670"	"yellow"
"Zm00001eb040140"	"purple"
"Zm00001eb123460"	"brown"
"Zm00001eb258010"	"brown"
"Zm00001eb052080"	"lightgreen"
"Zm00001eb109420"	"brown"
"Zm00001eb119000"	"blue"
"Zm00001eb235420"	"brown"
"Zm00001eb023090"	"green"
"Zm00001eb043380"	"cyan"
"Zm00001eb057570"	"yellow"
"Zm00001eb121510"	"turquoise"
"Zm00001eb312640"	"blue"
"Zm00001eb189950"	"salmon"
"Zm00001eb426920"	"brown"
"Zm00001eb128570"	"green"
"Zm00001eb358090"	"yellow"
"Zm00001eb248210"	"turquoise"
"Zm00001eb291270"	"midnightblue"
"Zm00001eb404290"	"black"
"Zm00001eb104900"	"brown"
"Zm00001eb256530"	"turquoise"
"Zm00001eb410550"	"darkred"
"Zm00001eb028550"	"purple"
"Zm00001eb245110"	"turquoise"
"Zm00001eb275400"	"red"
"Zm00001eb281290"	"darkred"
"Zm00001eb164650"	"turquoise"
"Zm00001eb378330"	"black"
"Zm00001eb159310"	"red"
"Zm00001eb362140"	"blue"
"Zm00001eb037000"	"blue"
"Zm00001eb236440"	"brown"
"Zm00001eb253230"	"turquoise"
"Zm00001eb152190"	"turquoise"
"Zm00001eb061460"	"black"
"Zm00001eb001220"	"yellow"
"Zm00001eb371300"	"turquoise"
"Zm00001eb423930"	"brown"
"Zm00001eb167910"	"grey"
"Zm00001eb412960"	"blue"
"Zm00001eb167380"	"turquoise"
"Zm00001eb255940"	"yellow"
"Zm00001eb085840"	"salmon"
"Zm00001eb181800"	"black"
"Zm00001eb379280"	"magenta"
"Zm00001eb019930"	"red"
"Zm00001eb177070"	"red"
"Zm00001eb210380"	"red"
"Zm00001eb405340"	"yellow"
"Zm00001eb138690"	"brown"
"Zm00001eb174160"	"pink"
"Zm00001eb323830"	"brown"
"Zm00001eb011480"	"yellow"
"Zm00001eb013540"	"turquoise"
"Zm00001eb391360"	"turquoise"
"Zm00001eb103180"	"yellow"
"Zm00001eb200570"	"cyan"
"Zm00001eb102230"	"royalblue"
"Zm00001eb151800"	"red"
"Zm00001eb222960"	"black"
"Zm00001eb424620"	"darkturquoise"
"Zm00001eb073120"	"grey60"
"Zm00001eb104360"	"turquoise"
"Zm00001eb109040"	"blue"
"Zm00001eb212870"	"yellow"
"Zm00001eb138050"	"turquoise"
"Zm00001eb272180"	"yellow"
"Zm00001eb360620"	"brown"
"Zm00001eb368530"	"black"
"Zm00001eb309420"	"cyan"
"Zm00001eb337300"	"black"
"Zm00001eb396610"	"turquoise"
"Zm00001eb430490"	"lightgreen"
"Zm00001eb433470"	"red"
"Zm00001eb020100"	"thistle1"
"Zm00001eb147040"	"blue"
"Zm00001eb228330"	"midnightblue"
"Zm00001eb239020"	"red"
"Zm00001eb295700"	"brown"
"Zm00001eb392370"	"turquoise"
"Zm00001eb393810"	"grey"
"Zm00001eb401200"	"darkgrey"
"Zm00001eb308280"	"royalblue"
"Zm00001eb312330"	"pink"
"Zm00001eb404490"	"blue"
"Zm00001eb166820"	"orange"
"Zm00001eb273860"	"brown"
"Zm00001eb370490"	"pink"
"Zm00001eb404390"	"brown"
"Zm00001eb130260"	"blue"
"Zm00001eb146450"	"red"
"Zm00001eb379120"	"darkolivegreen"
"Zm00001eb101660"	"purple"
"Zm00001eb332090"	"darkred"
"Zm00001eb333580"	"grey"
"Zm00001eb363080"	"pink"
"Zm00001eb364970"	"black"
"Zm00001eb163330"	"red"
"Zm00001eb170150"	"red"
"Zm00001eb311850"	"darkgrey"
"Zm00001eb366280"	"turquoise"
"Zm00001eb106510"	"cyan"
"Zm00001eb131870"	"blue"
"Zm00001eb281850"	"green"
"Zm00001eb283600"	"red"
"Zm00001eb032030"	"yellow"
"Zm00001eb410420"	"magenta"
"Zm00001eb419770"	"green"
"Zm00001eb431700"	"blue"
"Zm00001eb138940"	"red"
"Zm00001eb244030"	"lightgreen"
"Zm00001eb361170"	"green"
"Zm00001eb034970"	"darkslateblue"
"Zm00001eb213430"	"blue"
"Zm00001eb347360"	"salmon"
"Zm00001eb290970"	"blue"
"Zm00001eb012560"	"yellow"
"Zm00001eb161580"	"green"
"Zm00001eb177230"	"green"
"Zm00001eb082300"	"black"
"Zm00001eb388690"	"tan"
"Zm00001eb413560"	"green"
"Zm00001eb065310"	"grey"
"Zm00001eb195800"	"lightsteelblue1"
"Zm00001eb327130"	"darkgreen"
"Zm00001eb353930"	"darkorange"
"Zm00001eb405800"	"cyan"
"Zm00001eb208170"	"green"
"Zm00001eb243500"	"brown"
"Zm00001eb362300"	"blue"
"Zm00001eb394760"	"green"
"Zm00001eb155340"	"blue"
"Zm00001eb412420"	"purple"
"Zm00001eb085270"	"turquoise"
"Zm00001eb124570"	"magenta"
"Zm00001eb147390"	"blue"
"Zm00001eb169320"	"turquoise"
"Zm00001eb315060"	"turquoise"
"Zm00001eb367500"	"blue"
"Zm00001eb022870"	"turquoise"
"Zm00001eb078190"	"turquoise"
"Zm00001eb227800"	"turquoise"
"Zm00001eb389700"	"purple"
"Zm00001eb395020"	"darkturquoise"
"Zm00001eb098840"	"brown"
"Zm00001eb264940"	"red"
"Zm00001eb375390"	"red"
"Zm00001eb179590"	"darkgreen"
"Zm00001eb238770"	"lightyellow"
"Zm00001eb051750"	"brown"
"Zm00001eb072940"	"yellow"
"Zm00001eb182740"	"cyan"
"Zm00001eb384320"	"magenta"
"Zm00001eb396140"	"grey"
"Zm00001eb227070"	"blue"
"Zm00001eb340650"	"yellow"
"Zm00001eb142580"	"grey"
"Zm00001eb323120"	"yellow"
"Zm00001eb401000"	"green"
"Zm00001eb348300"	"yellow"
"Zm00001eb383860"	"brown"
"Zm00001eb191270"	"blue"
"Zm00001eb067570"	"orange"
"Zm00001eb165960"	"yellow"
"Zm00001eb338980"	"white"
"Zm00001eb393560"	"blue"
"Zm00001eb331850"	"turquoise"
"Zm00001eb418290"	"sienna3"
"Zm00001eb428020"	"yellow"
"Zm00001eb304410"	"red"
"Zm00001eb382380"	"black"
"Zm00001eb414730"	"turquoise"
"Zm00001eb420290"	"grey"
"Zm00001eb030410"	"red"
"Zm00001eb097050"	"steelblue"
"Zm00001eb303680"	"red"
"Zm00001eb323610"	"black"
"Zm00001eb052000"	"turquoise"
"Zm00001eb096310"	"brown"
"Zm00001eb213930"	"turquoise"
"Zm00001eb428530"	"black"
"Zm00001eb105800"	"bisque4"
"Zm00001eb142150"	"turquoise"
"Zm00001eb315920"	"turquoise"
"Zm00001eb351050"	"turquoise"
"Zm00001eb047670"	"red"
"Zm00001eb161950"	"tan"
"Zm00001eb237930"	"turquoise"
"Zm00001eb249860"	"red"
"Zm00001eb319620"	"red"
"Zm00001eb109360"	"red"
"Zm00001eb141700"	"turquoise"
"Zm00001eb143980"	"darkgreen"
"Zm00001eb314590"	"sienna3"
"Zm00001eb425740"	"turquoise"
"Zm00001eb055920"	"pink"
"Zm00001eb322660"	"yellow"
"Zm00001eb345780"	"salmon"
"Zm00001eb374190"	"yellow"
"Zm00001eb414630"	"turquoise"
"Zm00001eb086570"	"orange"
"Zm00001eb153630"	"green"
"Zm00001eb197120"	"blue"
"Zm00001eb212610"	"blue"
"Zm00001eb163510"	"black"
"Zm00001eb291190"	"turquoise"
"Zm00001eb418350"	"brown"
"Zm00001eb226810"	"blue"
"Zm00001eb403880"	"turquoise"
"Zm00001eb117640"	"turquoise"
"Zm00001eb041890"	"purple"
"Zm00001eb244930"	"yellow"
"Zm00001eb190510"	"pink"
"Zm00001eb177100"	"lightcyan"
"Zm00001eb336920"	"darkorange"
"Zm00001eb046900"	"magenta"
"Zm00001eb080410"	"darkgrey"
"Zm00001eb088800"	"skyblue"
"Zm00001eb274990"	"yellow"
"Zm00001eb346620"	"brown"
"Zm00001eb171110"	"bisque4"
"Zm00001eb155530"	"yellow"
"Zm00001eb264550"	"red"
"Zm00001eb297880"	"yellow"
"Zm00001eb313410"	"blue"
"Zm00001eb021670"	"brown"
"Zm00001eb024450"	"pink"
"Zm00001eb002030"	"blue"
"Zm00001eb361690"	"blue"
"Zm00001eb383580"	"royalblue"
"Zm00001eb391020"	"blue"
"Zm00001eb401060"	"blue"
"Zm00001eb406990"	"darkgreen"
"Zm00001eb127120"	"turquoise"
"Zm00001eb137010"	"floralwhite"
"Zm00001eb137960"	"blue"
"Zm00001eb307440"	"turquoise"
"Zm00001eb033760"	"grey"
"Zm00001eb160170"	"black"
"Zm00001eb099570"	"green"
"Zm00001eb225910"	"skyblue3"
"Zm00001eb254310"	"red"
"Zm00001eb400650"	"blue"
"Zm00001eb428830"	"cyan"
"Zm00001eb118070"	"yellow"
"Zm00001eb155240"	"greenyellow"
"Zm00001eb375580"	"blue"
"Zm00001eb001280"	"green"
"Zm00001eb102600"	"yellow"
"Zm00001eb025010"	"midnightblue"
"Zm00001eb129480"	"orange"
"Zm00001eb246160"	"greenyellow"
"Zm00001eb309880"	"grey"
"Zm00001eb108300"	"green"
"Zm00001eb274410"	"blue"
"Zm00001eb431860"	"red"
"Zm00001eb113710"	"blue"
"Zm00001eb155990"	"yellow"
"Zm00001eb420990"	"blue"
"Zm00001eb194700"	"blue"
"Zm00001eb208020"	"grey"
"Zm00001eb160060"	"magenta"
"Zm00001eb350290"	"grey60"
"Zm00001eb095070"	"lightyellow"
"Zm00001eb226070"	"black"
"Zm00001eb038530"	"grey"
"Zm00001eb201450"	"red"
"Zm00001eb240100"	"blue"
"Zm00001eb323090"	"grey"
"Zm00001eb063450"	"grey"
"Zm00001eb096580"	"magenta"
"Zm00001eb276980"	"blue"
"Zm00001eb364100"	"yellow"
"Zm00001eb420330"	"tan"
"Zm00001eb146600"	"blue"
"Zm00001eb174330"	"blue"
"Zm00001eb141040"	"turquoise"
"Zm00001eb170980"	"turquoise"
"Zm00001eb293750"	"pink"
"Zm00001eb357110"	"red"
"Zm00001eb046990"	"turquoise"
"Zm00001eb050970"	"blue"
"Zm00001eb059140"	"midnightblue"
"Zm00001eb117090"	"turquoise"
"Zm00001eb305250"	"brown"
"Zm00001eb093800"	"pink"
"Zm00001eb118570"	"red"
"Zm00001eb199570"	"yellow"
"Zm00001eb206440"	"blue"
"Zm00001eb295380"	"yellowgreen"
"Zm00001eb133800"	"darkolivegreen"
"Zm00001eb398210"	"yellow"
"Zm00001eb179140"	"darkgreen"
"Zm00001eb300570"	"darkmagenta"
"Zm00001eb323200"	"blue"
"Zm00001eb419560"	"blue"
"Zm00001eb186540"	"black"
"Zm00001eb194770"	"black"
"Zm00001eb394530"	"blue"
"Zm00001eb110930"	"black"
"Zm00001eb123060"	"green"
"Zm00001eb060460"	"blue"
"Zm00001eb187170"	"green"
"Zm00001eb221780"	"pink"
"Zm00001eb144420"	"grey"
"Zm00001eb311150"	"black"
"Zm00001eb176420"	"cyan"
"Zm00001eb082060"	"black"
"Zm00001eb172000"	"blue"
"Zm00001eb285530"	"yellow"
"Zm00001eb293520"	"darkorange"
"Zm00001eb400470"	"black"
"Zm00001eb417110"	"steelblue"
"Zm00001eb427080"	"white"
"Zm00001eb000600"	"pink"
"Zm00001eb119980"	"thistle1"
"Zm00001eb215670"	"orangered4"
"Zm00001eb362230"	"darkred"
"Zm00001eb397750"	"grey"
"Zm00001eb422940"	"black"
"Zm00001eb175880"	"yellow"
"Zm00001eb245720"	"green"
"Zm00001eb368780"	"black"
"Zm00001eb417510"	"turquoise"
"Zm00001eb188050"	"green"
"Zm00001eb208510"	"plum1"
"Zm00001eb295470"	"turquoise"
"Zm00001eb322540"	"green"
"Zm00001eb324450"	"green"
"Zm00001eb379420"	"blue"
"Zm00001eb245280"	"red"
"Zm00001eb303730"	"grey"
"Zm00001eb033290"	"brown"
"Zm00001eb107370"	"pink"
"Zm00001eb175540"	"turquoise"
"Zm00001eb309480"	"grey"
"Zm00001eb066540"	"turquoise"
"Zm00001eb294040"	"black"
"Zm00001eb066320"	"purple"
"Zm00001eb081450"	"lightcyan1"
"Zm00001eb088960"	"brown"
"Zm00001eb185800"	"brown"
"Zm00001eb412590"	"red"
"Zm00001eb087130"	"yellow"
"Zm00001eb288230"	"green"
"Zm00001eb300960"	"pink"
"Zm00001eb071430"	"turquoise"
"Zm00001eb285200"	"darkorange"
"Zm00001eb293010"	"green"
"Zm00001eb067290"	"black"
"Zm00001eb165330"	"blue"
"Zm00001eb394930"	"grey60"
"Zm00001eb089340"	"brown"
"Zm00001eb261560"	"blue"
"Zm00001eb150650"	"pink"
"Zm00001eb223130"	"magenta"
"Zm00001eb248190"	"turquoise"
"Zm00001eb423830"	"yellow"
"Zm00001eb048850"	"brown"
"Zm00001eb048920"	"black"
"Zm00001eb080770"	"green"
"Zm00001eb194550"	"blue"
"Zm00001eb370730"	"lightcyan1"
"Zm00001eb378820"	"yellow"
"Zm00001eb213770"	"yellow"
"Zm00001eb222140"	"turquoise"
"Zm00001eb332010"	"darkorange2"
"Zm00001eb060510"	"green"
"Zm00001eb084860"	"purple"
"Zm00001eb194920"	"brown"
"Zm00001eb214070"	"purple"
"Zm00001eb252110"	"blue"
"Zm00001eb322790"	"turquoise"
"Zm00001eb001190"	"turquoise"
"Zm00001eb101560"	"turquoise"
"Zm00001eb115980"	"blue"
"Zm00001eb159150"	"grey"
"Zm00001eb169370"	"brown"
"Zm00001eb426970"	"midnightblue"
"Zm00001eb031590"	"yellow"
"Zm00001eb158420"	"greenyellow"
"Zm00001eb165470"	"red"
"Zm00001eb315040"	"yellow"
"Zm00001eb349270"	"greenyellow"
"Zm00001eb397930"	"yellow"
"Zm00001eb106440"	"grey60"
"Zm00001eb271150"	"darkorange"
"Zm00001eb015490"	"turquoise"
"Zm00001eb060830"	"blue"
"Zm00001eb346060"	"red"
"Zm00001eb069210"	"grey"
"Zm00001eb099090"	"red"
"Zm00001eb184420"	"purple"
"Zm00001eb245230"	"lightcyan"
"Zm00001eb315490"	"skyblue3"
"Zm00001eb388590"	"red"
"Zm00001eb426650"	"green"
"Zm00001eb029960"	"brown"
"Zm00001eb093630"	"darkred"
"Zm00001eb168950"	"brown"
"Zm00001eb270460"	"yellow"
"Zm00001eb321320"	"yellowgreen"
"Zm00001eb008290"	"blue"
"Zm00001eb019350"	"pink"
"Zm00001eb171040"	"turquoise"
"Zm00001eb398080"	"red"
"Zm00001eb429430"	"cyan"
"Zm00001eb253880"	"black"
"Zm00001eb418620"	"greenyellow"
"Zm00001eb433530"	"grey"
"Zm00001eb433850"	"brown"
"Zm00001eb072370"	"grey"
"Zm00001eb280410"	"darkgrey"
"Zm00001eb004340"	"cyan"
"Zm00001eb110760"	"magenta"
"Zm00001eb142210"	"bisque4"
"Zm00001eb268800"	"yellow"
"Zm00001eb199880"	"plum1"
"Zm00001eb248670"	"tan"
"Zm00001eb302270"	"blue"
"Zm00001eb181980"	"blue"
"Zm00001eb198260"	"grey"
"Zm00001eb202380"	"blue"
"Zm00001eb216840"	"purple"
"Zm00001eb233350"	"cyan"
"Zm00001eb287460"	"black"
"Zm00001eb136110"	"grey60"
"Zm00001eb161200"	"grey"
"Zm00001eb274500"	"blue"
"Zm00001eb337540"	"blue"
"Zm00001eb355890"	"lightgreen"
"Zm00001eb211020"	"darkolivegreen"
"Zm00001eb373930"	"red"
"Zm00001eb008130"	"pink"
"Zm00001eb100750"	"red"
"Zm00001eb080670"	"magenta"
"Zm00001eb263100"	"steelblue"
"Zm00001eb290780"	"blue"
"Zm00001eb358080"	"red"
"Zm00001eb082730"	"turquoise"
"Zm00001eb208700"	"brown"
"Zm00001eb365520"	"turquoise"
"Zm00001eb428000"	"turquoise"
"Zm00001eb095750"	"yellow"
"Zm00001eb143960"	"grey"
"Zm00001eb352360"	"black"
"Zm00001eb410850"	"plum1"
"Zm00001eb098730"	"turquoise"
"Zm00001eb168040"	"blue"
"Zm00001eb016390"	"blue"
"Zm00001eb062880"	"brown"
"Zm00001eb072860"	"pink"
"Zm00001eb162010"	"blue"
"Zm00001eb262580"	"red"
"Zm00001eb294600"	"turquoise"
"Zm00001eb432550"	"turquoise"
"Zm00001eb190860"	"red"
"Zm00001eb227770"	"turquoise"
"Zm00001eb152210"	"lightcyan"
"Zm00001eb321180"	"red"
"Zm00001eb372970"	"tan"
"Zm00001eb082070"	"turquoise"
"Zm00001eb301200"	"turquoise"
"Zm00001eb372940"	"black"
"Zm00001eb398740"	"turquoise"
"Zm00001eb100260"	"plum1"
"Zm00001eb121900"	"purple"
"Zm00001eb261570"	"turquoise"
"Zm00001eb308790"	"greenyellow"
"Zm00001eb315610"	"tan"
"Zm00001eb002920"	"grey60"
"Zm00001eb190140"	"turquoise"
"Zm00001eb366200"	"red"
"Zm00001eb382010"	"greenyellow"
"Zm00001eb208690"	"blue"
"Zm00001eb368280"	"turquoise"
"Zm00001eb240020"	"turquoise"
"Zm00001eb418650"	"ivory"
"Zm00001eb005120"	"grey"
"Zm00001eb140260"	"turquoise"
"Zm00001eb369790"	"grey60"
"Zm00001eb128930"	"magenta"
"Zm00001eb368100"	"red"
"Zm00001eb370030"	"purple"
"Zm00001eb029540"	"darkolivegreen"
"Zm00001eb145380"	"yellow"
"Zm00001eb243870"	"greenyellow"
"Zm00001eb319700"	"purple"
"Zm00001eb362010"	"blue"
"Zm00001eb132750"	"yellow"
"Zm00001eb159630"	"brown"
"Zm00001eb090390"	"magenta"
"Zm00001eb111160"	"turquoise"
"Zm00001eb255190"	"yellow"
"Zm00001eb292360"	"green"
"Zm00001eb304990"	"tan"
"Zm00001eb391420"	"lightcyan"
"Zm00001eb405560"	"black"
"Zm00001eb139780"	"lightgreen"
"Zm00001eb288210"	"purple"
"Zm00001eb337720"	"turquoise"
"Zm00001eb402070"	"pink"
"Zm00001eb036800"	"black"
"Zm00001eb228040"	"grey60"
"Zm00001eb248520"	"darkred"
"Zm00001eb112170"	"red"
"Zm00001eb288580"	"turquoise"
"Zm00001eb403020"	"yellowgreen"
"Zm00001eb164720"	"plum2"
"Zm00001eb221920"	"purple"
"Zm00001eb329080"	"black"
"Zm00001eb399070"	"lightyellow"
"Zm00001eb079390"	"black"
"Zm00001eb208880"	"red"
"Zm00001eb423450"	"blue"
"Zm00001eb072020"	"yellow"
"Zm00001eb074820"	"grey"
"Zm00001eb284230"	"yellow"
"Zm00001eb336420"	"paleturquoise"
"Zm00001eb376390"	"red"
"Zm00001eb424690"	"turquoise"
"Zm00001eb049980"	"magenta"
"Zm00001eb079150"	"green"
"Zm00001eb085400"	"blue"
"Zm00001eb095620"	"black"
"Zm00001eb097330"	"turquoise"
"Zm00001eb241580"	"turquoise"
"Zm00001eb274650"	"brown"
"Zm00001eb048860"	"blue"
"Zm00001eb234930"	"brown"
"Zm00001eb299750"	"turquoise"
"Zm00001eb001760"	"paleturquoise"
"Zm00001eb016660"	"brown"
"Zm00001eb122670"	"skyblue"
"Zm00001eb297540"	"red"
"Zm00001eb348390"	"brown"
"Zm00001eb153750"	"sienna3"
"Zm00001eb231340"	"brown"
"Zm00001eb095020"	"turquoise"
"Zm00001eb098940"	"yellow"
"Zm00001eb255360"	"lightyellow"
"Zm00001eb300480"	"blue"
"Zm00001eb422260"	"blue"
"Zm00001eb433160"	"black"
"Zm00001eb023250"	"darkgrey"
"Zm00001eb155870"	"grey60"
"Zm00001eb101960"	"turquoise"
"Zm00001eb113970"	"brown"
"Zm00001eb058450"	"yellow"
"Zm00001eb293180"	"white"
"Zm00001eb021800"	"brown"
"Zm00001eb239750"	"lightgreen"
"Zm00001eb259390"	"blue"
"Zm00001eb338270"	"red"
"Zm00001eb368460"	"green"
"Zm00001eb432490"	"blue"
"Zm00001eb058300"	"darkorange"
"Zm00001eb114170"	"turquoise"
"Zm00001eb153000"	"darkgrey"
"Zm00001eb172920"	"green"
"Zm00001eb416900"	"blue"
"Zm00001eb295870"	"lightcyan1"
"Zm00001eb415360"	"green"
"Zm00001eb378150"	"blue"
"Zm00001eb074710"	"lightcyan"
"Zm00001eb084690"	"turquoise"
"Zm00001eb238010"	"magenta"
"Zm00001eb375030"	"blue"
"Zm00001eb106290"	"darkgrey"
"Zm00001eb293700"	"blue"
"Zm00001eb078990"	"darkred"
"Zm00001eb260010"	"red"
"Zm00001eb427070"	"pink"
"Zm00001eb433180"	"turquoise"
"Zm00001eb123040"	"sienna3"
"Zm00001eb210410"	"brown"
"Zm00001eb373200"	"grey"
"Zm00001eb377500"	"red"
"Zm00001eb204890"	"cyan"
"Zm00001eb253190"	"black"
"Zm00001eb316580"	"turquoise"
"Zm00001eb413920"	"lightcyan"
"Zm00001eb018020"	"pink"
"Zm00001eb022750"	"darkorange"
"Zm00001eb111790"	"brown"
"Zm00001eb222930"	"darkgreen"
"Zm00001eb272430"	"red"
"Zm00001eb291630"	"brown"
"Zm00001eb321700"	"purple"
"Zm00001eb391500"	"turquoise"
"Zm00001eb401050"	"turquoise"
"Zm00001eb078320"	"blue"
"Zm00001eb174210"	"brown"
"Zm00001eb280010"	"magenta"
"Zm00001eb340990"	"yellow"
"Zm00001eb245520"	"brown"
"Zm00001eb246660"	"turquoise"
"Zm00001eb295510"	"red"
"Zm00001eb404180"	"turquoise"
"Zm00001eb212330"	"turquoise"
"Zm00001eb040920"	"grey60"
"Zm00001eb122600"	"darkolivegreen"
"Zm00001eb225200"	"lightcyan"
"Zm00001eb285390"	"turquoise"
"Zm00001eb310180"	"red"
"Zm00001eb192080"	"green"
"Zm00001eb220530"	"orange"
"Zm00001eb079210"	"blue"
"Zm00001eb097590"	"tan"
"Zm00001eb130390"	"red"
"Zm00001eb301170"	"grey"
"Zm00001eb400680"	"turquoise"
"Zm00001eb077710"	"blue"
"Zm00001eb274690"	"salmon"
"Zm00001eb397300"	"red"
"Zm00001eb092850"	"orange"
"Zm00001eb367900"	"green"
"Zm00001eb024800"	"pink"
"Zm00001eb055770"	"blue"
"Zm00001eb176120"	"brown"
"Zm00001eb202410"	"blue"
"Zm00001eb057820"	"purple"
"Zm00001eb102840"	"grey"
"Zm00001eb166190"	"lightgreen"
"Zm00001eb251520"	"purple"
"Zm00001eb274340"	"yellow"
"Zm00001eb008800"	"pink"
"Zm00001eb109750"	"orange"
"Zm00001eb327150"	"turquoise"
"Zm00001eb015120"	"violet"
"Zm00001eb113380"	"red"
"Zm00001eb155000"	"brown"
"Zm00001eb244990"	"turquoise"
"Zm00001eb389380"	"darkorange2"
"Zm00001eb103090"	"lightcyan"
"Zm00001eb337400"	"turquoise"
"Zm00001eb383490"	"brown"
"Zm00001eb145820"	"darkgreen"
"Zm00001eb434290"	"brown"
"Zm00001eb013370"	"greenyellow"
"Zm00001eb032820"	"grey60"
"Zm00001eb058550"	"turquoise"
"Zm00001eb073630"	"turquoise"
"Zm00001eb148210"	"orange"
"Zm00001eb151970"	"yellow"
"Zm00001eb259000"	"brown"
"Zm00001eb344010"	"turquoise"
"Zm00001eb060220"	"blue"
"Zm00001eb089380"	"red"
"Zm00001eb192670"	"black"
"Zm00001eb191480"	"purple"
"Zm00001eb209110"	"grey"
"Zm00001eb251710"	"green"
"Zm00001eb424770"	"brown"
"Zm00001eb339000"	"brown"
"Zm00001eb331910"	"white"
"Zm00001eb353810"	"black"
"Zm00001eb368040"	"turquoise"
"Zm00001eb421950"	"magenta"
"Zm00001eb166100"	"royalblue"
"Zm00001eb236130"	"turquoise"
"Zm00001eb288380"	"blue"
"Zm00001eb347480"	"black"
"Zm00001eb348500"	"royalblue"
"Zm00001eb039820"	"turquoise"
"Zm00001eb155750"	"blue"
"Zm00001eb296740"	"turquoise"
"Zm00001eb317640"	"grey"
"Zm00001eb365770"	"turquoise"
"Zm00001eb366220"	"turquoise"
"Zm00001eb070750"	"magenta"
"Zm00001eb050330"	"brown"
"Zm00001eb070520"	"turquoise"
"Zm00001eb317170"	"greenyellow"
"Zm00001eb074370"	"yellow"
"Zm00001eb320090"	"royalblue"
"Zm00001eb394850"	"blue"
"Zm00001eb161500"	"blue"
"Zm00001eb420550"	"brown"
"Zm00001eb040880"	"darkturquoise"
"Zm00001eb169160"	"turquoise"
"Zm00001eb348810"	"turquoise"
"Zm00001eb417870"	"midnightblue"
"Zm00001eb372770"	"thistle2"
"Zm00001eb407460"	"black"
"Zm00001eb041690"	"turquoise"
"Zm00001eb077120"	"grey"
"Zm00001eb148730"	"blue"
"Zm00001eb409090"	"purple"
"Zm00001eb433500"	"magenta"
"Zm00001eb100380"	"red"
"Zm00001eb305570"	"blue"
"Zm00001eb325790"	"darkgreen"
"Zm00001eb353910"	"ivory"
"Zm00001eb080830"	"green"
"Zm00001eb169200"	"grey"
"Zm00001eb188140"	"yellow"
"Zm00001eb255510"	"lightgreen"
"Zm00001eb361870"	"yellow"
"Zm00001eb185470"	"red"
"Zm00001eb234130"	"pink"
"Zm00001eb021220"	"turquoise"
"Zm00001eb042000"	"grey"
"Zm00001eb112540"	"blue"
"Zm00001eb283250"	"blue"
"Zm00001eb407030"	"yellow"
"Zm00001eb143080"	"turquoise"
"Zm00001eb187200"	"blue"
"Zm00001eb055540"	"darkgreen"
"Zm00001eb059840"	"turquoise"
"Zm00001eb418930"	"lightcyan"
"Zm00001eb187340"	"pink"
"Zm00001eb409780"	"yellow"
"Zm00001eb103480"	"yellowgreen"
"Zm00001eb118300"	"turquoise"
"Zm00001eb185770"	"green"
"Zm00001eb433820"	"turquoise"
"Zm00001eb092730"	"blue"
"Zm00001eb225170"	"blue"
"Zm00001eb313540"	"blue"
"Zm00001eb195290"	"cyan"
"Zm00001eb235630"	"magenta"
"Zm00001eb325740"	"yellow"
"Zm00001eb064910"	"greenyellow"
"Zm00001eb159760"	"yellow"
"Zm00001eb198500"	"turquoise"
"Zm00001eb226710"	"red"
"Zm00001eb228140"	"brown"
"Zm00001eb304040"	"turquoise"
"Zm00001eb356240"	"pink"
