	bwnet_20$colors		ensembl_id	uniprot_function
Zm00001eb232670	turquoise			
Zm00001eb232690	turquoise			
Zm00001eb232710	turquoise			
Zm00001eb232720	pink			
Zm00001eb232730	turquoise			
Zm00001eb232750	brown			
Zm00001eb232800	green			
Zm00001eb232830	lightyellow			
Zm00001eb232850	blue			
Zm00001eb232860	brown			
Zm00001eb232960	blue			
Zm00001eb232980	turquoise			
Zm00001eb232990	blue			
Zm00001eb233000	green			
Zm00001eb233030	turquoise			
Zm00001eb233040	brown			
Zm00001eb233050	pink			
Zm00001eb233060	blue			
Zm00001eb233090	lightyellow			
Zm00001eb233140	green			
Zm00001eb233280	cyan			
Zm00001eb233380	blue			
Zm00001eb233410	lightsteelblue1			
Zm00001eb233420	turquoise			
Zm00001eb233440	brown			
Zm00001eb233490	green			
Zm00001eb233510	tan			
Zm00001eb233530	green			
Zm00001eb233590	blue			
Zm00001eb233600	brown			
Zm00001eb233610	turquoise			
Zm00001eb233630	brown			
Zm00001eb233640	green			
Zm00001eb233650	green			
Zm00001eb233690	blue			
Zm00001eb233730	green			
Zm00001eb233750	turquoise			
Zm00001eb233760	cyan			
Zm00001eb233800	blue			
Zm00001eb233830	green			
Zm00001eb233880	brown			
Zm00001eb233890	turquoise			
Zm00001eb233900	green			
Zm00001eb233930	turquoise			
Zm00001eb233960	cyan			
Zm00001eb233980	brown			
Zm00001eb234010	blue			
Zm00001eb234020	brown			
Zm00001eb234060	green			
Zm00001eb234070	lightyellow			
Zm00001eb234080	tan			
Zm00001eb234120	lightsteelblue1			
Zm00001eb234150	brown			
Zm00001eb234170	blue			
Zm00001eb234180	brown			
Zm00001eb234210	turquoise			
Zm00001eb234240	green			
Zm00001eb234320	green			
Zm00001eb234330	green			
Zm00001eb234370	pink			
Zm00001eb234390	tan			
Zm00001eb234400	tan			
Zm00001eb234410	pink			
Zm00001eb234490	turquoise			
Zm00001eb234500	green			
Zm00001eb234510	blue			
Zm00001eb234530	green			
Zm00001eb234600	green			
Zm00001eb234610	tan			
Zm00001eb234630	brown			
Zm00001eb234650	turquoise			
Zm00001eb234690	lightyellow			
Zm00001eb234720	tan			
Zm00001eb234770	tan			
Zm00001eb234810	brown			
Zm00001eb234840	turquoise			
Zm00001eb234850	tan			
Zm00001eb234870	green			
Zm00001eb234900	blue			
Zm00001eb234920	brown			
Zm00001eb234950	brown			
Zm00001eb235000	green			
Zm00001eb235060	blue			
Zm00001eb235080	turquoise			
Zm00001eb235110	pink			
Zm00001eb235140	turquoise			
Zm00001eb235200	salmon			
Zm00001eb235240	brown			
Zm00001eb235260	pink			
Zm00001eb235320	blue			
Zm00001eb235470	brown			
Zm00001eb235490	cyan			
Zm00001eb235620	green			
Zm00001eb235710	turquoise			
Zm00001eb235740	turquoise			
Zm00001eb235840	brown			
Zm00001eb235850	brown			
Zm00001eb235860	green			
Zm00001eb235920	salmon			
Zm00001eb235950	green			
Zm00001eb236070	turquoise			
Zm00001eb236130	turquoise			
Zm00001eb236160	blue			
Zm00001eb236340	blue			
Zm00001eb236370	pink			
Zm00001eb236380	pink			
Zm00001eb236410	brown			
Zm00001eb236440	green			
Zm00001eb236490	tan			
Zm00001eb236650	green			
Zm00001eb236700	tan			
Zm00001eb236790	turquoise			
Zm00001eb236820	tan			
Zm00001eb236830	cyan			
Zm00001eb236880	pink			
Zm00001eb236910	tan			
Zm00001eb237010	brown			
Zm00001eb237040	green			
Zm00001eb237050	green			
Zm00001eb237090	tan			
Zm00001eb237100	pink			
Zm00001eb237110	lightsteelblue1			
Zm00001eb237120	brown			
Zm00001eb237180	blue			
Zm00001eb237200	green			
Zm00001eb237210	pink			
Zm00001eb237290	brown			
Zm00001eb237320	turquoise			
Zm00001eb237340	pink			
Zm00001eb237460	pink			
Zm00001eb237470	turquoise			
Zm00001eb237500	blue			
Zm00001eb237520	brown			
Zm00001eb237530	turquoise			
Zm00001eb237600	turquoise			
Zm00001eb237640	green			
Zm00001eb237680	salmon			
Zm00001eb237690	turquoise			
Zm00001eb237720	turquoise			
Zm00001eb237750	tan			
Zm00001eb237760	pink			
Zm00001eb237820	green			
Zm00001eb237830	turquoise			
Zm00001eb237910	green			
Zm00001eb237930	turquoise			
Zm00001eb238050	turquoise			
Zm00001eb238080	pink			
Zm00001eb238120	turquoise			
Zm00001eb238130	turquoise			
Zm00001eb238140	cyan			
Zm00001eb238160	blue			
Zm00001eb238210	turquoise			
Zm00001eb238300	blue			
Zm00001eb238320	green			
Zm00001eb238340	pink			
Zm00001eb238510	turquoise			
Zm00001eb238560	turquoise			
Zm00001eb238650	blue			
Zm00001eb238660	blue			
Zm00001eb238670	turquoise			
Zm00001eb238680	blue			
Zm00001eb238730	lightsteelblue1			
Zm00001eb238740	turquoise			
Zm00001eb238760	pink			
Zm00001eb238780	tan			
Zm00001eb238790	brown			
Zm00001eb238820	pink			
Zm00001eb238830	turquoise			
Zm00001eb238870	turquoise			
Zm00001eb238900	green			
Zm00001eb238930	green			
Zm00001eb238940	green			
Zm00001eb238970	turquoise			
Zm00001eb239000	pink			
Zm00001eb239070	pink			
Zm00001eb239170	lightyellow			
Zm00001eb239180	turquoise			
Zm00001eb239210	salmon			
Zm00001eb239360	blue			
Zm00001eb239430	lightsteelblue1			
Zm00001eb239450	green			
Zm00001eb239520	turquoise			
Zm00001eb239550	pink			
Zm00001eb239670	lightyellow			
Zm00001eb239680	blue			
Zm00001eb239700	brown			
Zm00001eb239740	blue			
Zm00001eb239750	blue			
Zm00001eb239790	salmon			
Zm00001eb239890	turquoise			
Zm00001eb239990	green			
Zm00001eb240080	turquoise			
Zm00001eb240090	green			
Zm00001eb240120	tan			
Zm00001eb240160	brown			
Zm00001eb240170	turquoise			
Zm00001eb240190	green			
Zm00001eb240340	brown			
Zm00001eb240370	blue			
Zm00001eb240450	turquoise			
Zm00001eb240620	blue			
Zm00001eb240630	tan			
Zm00001eb240670	blue			
Zm00001eb240720	tan			
Zm00001eb240730	green			
Zm00001eb240740	blue			
Zm00001eb240760	green			
Zm00001eb240820	turquoise			
Zm00001eb240930	blue			
Zm00001eb240940	pink			
Zm00001eb240960	salmon			
Zm00001eb240970	brown			
Zm00001eb241000	tan			
Zm00001eb241060	turquoise			
Zm00001eb241080	brown			
Zm00001eb241100	brown			
Zm00001eb241130	brown			
Zm00001eb241160	brown			
Zm00001eb241190	tan			
Zm00001eb241210	tan			
Zm00001eb241230	tan			
Zm00001eb241240	blue			
Zm00001eb241390	green			
Zm00001eb241410	brown			
Zm00001eb241420	pink			
Zm00001eb241500	green			
Zm00001eb241530	turquoise			
Zm00001eb241550	turquoise			
Zm00001eb241560	brown			
Zm00001eb241570	brown			
Zm00001eb241580	turquoise			
Zm00001eb241600	brown			
Zm00001eb241630	blue			
Zm00001eb241670	turquoise			
Zm00001eb241690	green			
Zm00001eb241730	pink			
Zm00001eb241760	pink			
Zm00001eb241790	green			
Zm00001eb241870	tan			
Zm00001eb241960	pink			
Zm00001eb241970	pink			
Zm00001eb241980	tan			
Zm00001eb241990	brown			
Zm00001eb242010	lightsteelblue1			
Zm00001eb242030	pink			
Zm00001eb242080	blue			
Zm00001eb242100	blue			
Zm00001eb242120	tan			
Zm00001eb242150	turquoise			
Zm00001eb242170	turquoise			
Zm00001eb242320	green			
Zm00001eb242340	blue			
Zm00001eb242390	salmon			
Zm00001eb242440	green			
Zm00001eb242610	turquoise			
Zm00001eb242630	green			
Zm00001eb242720	green			
Zm00001eb242790	blue			
Zm00001eb242800	turquoise			
Zm00001eb242920	green			
Zm00001eb242950	blue			
Zm00001eb242990	turquoise			
Zm00001eb243000	pink			
Zm00001eb243020	blue			
Zm00001eb243040	green			
Zm00001eb243100	turquoise			
Zm00001eb243120	cyan			
Zm00001eb243130	paleturquoise			
Zm00001eb243140	green			
Zm00001eb243260	tan			
Zm00001eb243270	blue			
Zm00001eb243290	salmon			
Zm00001eb243310	blue			
Zm00001eb243410	cyan			
Zm00001eb243420	green			
Zm00001eb243450	lightyellow			
Zm00001eb243460	turquoise			
Zm00001eb243500	green			
Zm00001eb243530	turquoise			
Zm00001eb243540	tan			
Zm00001eb243570	brown			
Zm00001eb243650	turquoise			
Zm00001eb243700	turquoise			
Zm00001eb243840	brown			
Zm00001eb243870	blue			
Zm00001eb243900	brown			
Zm00001eb244000	brown			
Zm00001eb244020	blue			
Zm00001eb244030	blue			
Zm00001eb244070	blue			
Zm00001eb244090	brown			
Zm00001eb244120	salmon			
Zm00001eb244130	paleturquoise			
Zm00001eb244200	pink			
Zm00001eb244220	pink			
Zm00001eb244410	turquoise			
Zm00001eb244450	turquoise			
Zm00001eb244460	turquoise			
Zm00001eb244510	green			
Zm00001eb244530	brown			
Zm00001eb244550	salmon			
Zm00001eb244560	pink			
Zm00001eb244600	salmon			
Zm00001eb244630	turquoise			
Zm00001eb244650	blue			
Zm00001eb244680	blue			
Zm00001eb244720	turquoise			
Zm00001eb244780	turquoise			
Zm00001eb244830	blue			
Zm00001eb244880	brown			
Zm00001eb244930	salmon			
Zm00001eb244950	lightyellow			
Zm00001eb244980	paleturquoise			
Zm00001eb244990	turquoise			
Zm00001eb245000	turquoise			
Zm00001eb245020	turquoise			
Zm00001eb245030	brown			
Zm00001eb245060	salmon			
Zm00001eb245110	turquoise			
Zm00001eb245160	brown			
Zm00001eb245200	turquoise			
Zm00001eb245230	paleturquoise			
Zm00001eb245250	brown			
Zm00001eb245280	salmon			
Zm00001eb245340	tan			
Zm00001eb245360	brown			
Zm00001eb245380	green			
Zm00001eb245390	blue			
Zm00001eb245460	brown			
Zm00001eb245490	turquoise			
Zm00001eb245610	cyan			
Zm00001eb245630	salmon			
Zm00001eb245640	green			
Zm00001eb245650	cyan			
Zm00001eb245710	blue			
Zm00001eb245730	blue			
Zm00001eb245760	green			
Zm00001eb245770	turquoise			
Zm00001eb245850	blue			
Zm00001eb245910	salmon			
Zm00001eb245920	blue			
Zm00001eb245930	brown			
Zm00001eb246000	green			
Zm00001eb246070	green			
Zm00001eb246120	turquoise			
Zm00001eb246210	green			
Zm00001eb246230	turquoise			
Zm00001eb246250	blue			
Zm00001eb246270	pink			
Zm00001eb246280	turquoise			
Zm00001eb246300	turquoise			
Zm00001eb246330	green			
Zm00001eb246350	lightyellow			
Zm00001eb246360	tan			
Zm00001eb246390	pink			
Zm00001eb246420	pink			
Zm00001eb246450	blue			
Zm00001eb246480	turquoise			
Zm00001eb246560	tan			
Zm00001eb246580	turquoise			
Zm00001eb246620	blue			
Zm00001eb246640	blue			
Zm00001eb246660	salmon			
Zm00001eb246670	tan			
Zm00001eb246730	pink			
Zm00001eb246740	blue			
Zm00001eb246750	pink			
Zm00001eb246760	brown			
Zm00001eb246770	green			
Zm00001eb246800	green			
Zm00001eb246810	brown			
Zm00001eb246880	turquoise			
Zm00001eb246950	turquoise			
Zm00001eb246960	turquoise			
Zm00001eb246980	turquoise			
Zm00001eb246990	pink			
Zm00001eb247000	pink			
Zm00001eb247050	turquoise			
Zm00001eb247080	tan			
Zm00001eb247120	brown			
Zm00001eb247140	brown			
Zm00001eb247150	paleturquoise			
Zm00001eb247180	blue			
Zm00001eb247350	green			
Zm00001eb247420	blue			
Zm00001eb247440	green			
Zm00001eb247510	tan			
Zm00001eb247530	blue			
Zm00001eb247580	turquoise			
Zm00001eb247590	green			
Zm00001eb247630	green			
Zm00001eb247660	blue			
Zm00001eb247710	green			
Zm00001eb247760	tan			
Zm00001eb247800	turquoise			
Zm00001eb247840	green			
Zm00001eb247860	blue			
Zm00001eb247900	turquoise			
Zm00001eb247910	turquoise			
Zm00001eb247960	brown			
Zm00001eb247990	brown			
Zm00001eb248030	brown			
Zm00001eb248070	green			
Zm00001eb248140	brown			
Zm00001eb248150	green			
Zm00001eb248170	brown			
Zm00001eb248190	turquoise			
Zm00001eb248200	blue			
Zm00001eb248210	turquoise			
Zm00001eb248220	green			
Zm00001eb248240	blue			
Zm00001eb248250	turquoise			
Zm00001eb248270	brown			
Zm00001eb248280	green			
Zm00001eb248290	blue			
Zm00001eb248330	blue			
Zm00001eb248440	lightyellow			
Zm00001eb248450	blue			
Zm00001eb248500	pink			
Zm00001eb248520	cyan			
Zm00001eb248530	brown			
Zm00001eb248550	turquoise			
Zm00001eb248600	blue			
Zm00001eb248620	green			
Zm00001eb248660	turquoise			
Zm00001eb248680	turquoise			
Zm00001eb248720	blue			
Zm00001eb248740	turquoise			
Zm00001eb248780	blue			
Zm00001eb248800	pink			
Zm00001eb248850	brown			
Zm00001eb248860	blue			
Zm00001eb248870	salmon			
Zm00001eb248900	tan			
Zm00001eb248920	salmon			
Zm00001eb248980	turquoise			
Zm00001eb248990	green			
Zm00001eb249080	blue			
Zm00001eb249190	turquoise			
Zm00001eb249240	cyan			
Zm00001eb249280	turquoise			
Zm00001eb249320	salmon			
Zm00001eb249330	blue			
Zm00001eb249340	turquoise			
Zm00001eb249380	brown			
Zm00001eb249430	pink			
Zm00001eb249450	green			
Zm00001eb249530	brown			
Zm00001eb249550	blue			
Zm00001eb249570	cyan			
Zm00001eb249600	tan			
Zm00001eb249690	tan			
Zm00001eb249730	brown			
Zm00001eb249830	cyan			
Zm00001eb249850	green			
Zm00001eb249890	turquoise			
Zm00001eb249940	blue			
Zm00001eb249970	brown			
Zm00001eb250010	salmon			
Zm00001eb250040	turquoise			
Zm00001eb250110	green			
Zm00001eb250120	turquoise			
Zm00001eb250130	turquoise			
Zm00001eb250180	green			
Zm00001eb250190	green			
Zm00001eb250210	salmon			
Zm00001eb250230	turquoise			
Zm00001eb250240	tan			
Zm00001eb250250	blue			
Zm00001eb250320	turquoise			
Zm00001eb250380	brown			
Zm00001eb250390	pink			
Zm00001eb250450	turquoise			
Zm00001eb250520	green			
Zm00001eb250570	turquoise			
Zm00001eb250580	turquoise			
Zm00001eb250590	salmon			
Zm00001eb250630	brown			
Zm00001eb250650	green			
Zm00001eb250670	green			
Zm00001eb250760	blue			
Zm00001eb250790	blue			
Zm00001eb250810	tan			
Zm00001eb250860	turquoise			
Zm00001eb250930	tan			
Zm00001eb250970	brown			
Zm00001eb251010	green			
Zm00001eb251030	turquoise			
Zm00001eb251050	turquoise			
Zm00001eb251080	turquoise			
Zm00001eb251110	green			
Zm00001eb251160	brown			
Zm00001eb251180	green			
Zm00001eb251200	salmon			
Zm00001eb251280	blue			
Zm00001eb251290	tan			
Zm00001eb251310	turquoise			
Zm00001eb251330	lightsteelblue1			
Zm00001eb251340	turquoise			
Zm00001eb251350	brown			
Zm00001eb251380	turquoise			
Zm00001eb251400	green			
Zm00001eb251490	tan			
Zm00001eb251510	pink			
Zm00001eb251530	lightyellow			
Zm00001eb251550	pink			
Zm00001eb251610	blue			
Zm00001eb251620	blue			
Zm00001eb251650	turquoise			
Zm00001eb251700	brown			
Zm00001eb251710	blue			
Zm00001eb251820	pink			
Zm00001eb251860	turquoise			
Zm00001eb251900	tan			
Zm00001eb251920	brown			
Zm00001eb251930	turquoise			
Zm00001eb251950	brown			
Zm00001eb251990	brown			
Zm00001eb252010	pink			
Zm00001eb252020	brown			
Zm00001eb252030	turquoise			
Zm00001eb252040	turquoise			
Zm00001eb252060	turquoise			
Zm00001eb252090	brown			
Zm00001eb252100	tan			
Zm00001eb252110	brown			
Zm00001eb252200	brown			
Zm00001eb252220	blue			
Zm00001eb252240	blue			
Zm00001eb252260	pink			
Zm00001eb252300	pink			
Zm00001eb252320	turquoise			
Zm00001eb252360	tan			
Zm00001eb252420	pink			
Zm00001eb252490	brown			
Zm00001eb252620	pink			
Zm00001eb252670	brown			
Zm00001eb252680	green			
Zm00001eb252760	green			
Zm00001eb252770	turquoise			
Zm00001eb252780	salmon			
Zm00001eb252790	green			
Zm00001eb252830	green			
Zm00001eb252840	turquoise			
Zm00001eb252860	tan			
Zm00001eb252870	lightyellow			
Zm00001eb252880	tan			
Zm00001eb252890	turquoise			
Zm00001eb252910	blue			
Zm00001eb252930	blue			
Zm00001eb252990	turquoise			
Zm00001eb253000	turquoise			
Zm00001eb253050	turquoise			
Zm00001eb253080	tan			
Zm00001eb253090	green			
Zm00001eb253100	brown			
Zm00001eb253110	brown			
Zm00001eb253120	green			
Zm00001eb253130	cyan			
Zm00001eb253150	green			
Zm00001eb253160	turquoise			
Zm00001eb253180	blue			
Zm00001eb253230	green			
Zm00001eb253240	turquoise			
Zm00001eb253290	brown			
Zm00001eb253330	green			
Zm00001eb253360	brown			
Zm00001eb253380	brown			
Zm00001eb253410	green			
Zm00001eb253420	tan			
Zm00001eb253460	lightsteelblue1			
Zm00001eb253530	green			
Zm00001eb253560	salmon			
Zm00001eb253620	cyan			
Zm00001eb253630	turquoise			
Zm00001eb253690	green			
Zm00001eb253750	brown			
Zm00001eb253760	blue			
Zm00001eb253770	brown			
Zm00001eb253820	turquoise			
Zm00001eb253840	pink			
Zm00001eb253850	blue			
Zm00001eb253860	pink			
Zm00001eb253900	green			
Zm00001eb253970	lightsteelblue1			
Zm00001eb254030	blue			
Zm00001eb254070	blue			
Zm00001eb254120	blue			
Zm00001eb254150	blue			
Zm00001eb254180	pink			
Zm00001eb254200	blue			
Zm00001eb254260	blue			
Zm00001eb254280	blue			
Zm00001eb254290	blue			
Zm00001eb254300	salmon			
Zm00001eb254310	salmon			
Zm00001eb254320	blue			
Zm00001eb254440	pink			
Zm00001eb254530	blue			
Zm00001eb254590	salmon			
Zm00001eb254600	turquoise			
Zm00001eb254610	turquoise			
Zm00001eb254660	turquoise			
Zm00001eb254680	turquoise			
Zm00001eb254750	turquoise			
Zm00001eb254800	pink			
Zm00001eb254850	blue			
Zm00001eb254860	green			
Zm00001eb254930	turquoise			
Zm00001eb254950	blue			
Zm00001eb254960	blue			
Zm00001eb255050	pink			
Zm00001eb255070	blue			
Zm00001eb255100	blue			
Zm00001eb255150	turquoise			
Zm00001eb255170	brown			
Zm00001eb255180	turquoise			
Zm00001eb255230	brown			
Zm00001eb255250	turquoise			
Zm00001eb255290	brown			
Zm00001eb255300	pink			
Zm00001eb255310	salmon			
Zm00001eb255320	brown			
Zm00001eb255340	turquoise			
Zm00001eb255390	blue			
Zm00001eb255460	green			
Zm00001eb255480	tan			
Zm00001eb255520	blue			
Zm00001eb255530	brown			
Zm00001eb255540	pink			
Zm00001eb255550	cyan			
Zm00001eb255560	green			
Zm00001eb255590	blue			
Zm00001eb255670	turquoise			
Zm00001eb255680	turquoise			
Zm00001eb255690	green			
Zm00001eb255700	tan			
Zm00001eb255710	blue			
Zm00001eb255720	green			
Zm00001eb255760	brown			
Zm00001eb255780	blue			
Zm00001eb255840	lightyellow			
Zm00001eb255860	brown			
Zm00001eb255870	pink			
Zm00001eb255990	blue			
Zm00001eb256060	brown			
Zm00001eb256090	salmon			
Zm00001eb256120	brown			
Zm00001eb256130	blue			
Zm00001eb256160	blue			
Zm00001eb256170	cyan			
Zm00001eb256190	brown			
Zm00001eb256230	pink			
Zm00001eb256240	pink			
Zm00001eb256260	brown			
Zm00001eb256270	tan			
Zm00001eb256300	brown			
Zm00001eb256340	turquoise			
Zm00001eb256360	brown			
Zm00001eb256370	green			
Zm00001eb256380	pink			
Zm00001eb256420	cyan			
Zm00001eb256470	cyan			
Zm00001eb256480	green			
Zm00001eb256500	turquoise			
Zm00001eb256530	tan			
Zm00001eb256540	green			
Zm00001eb256600	turquoise			
Zm00001eb256630	brown			
Zm00001eb256650	turquoise			
Zm00001eb256660	brown			
Zm00001eb256690	salmon			
Zm00001eb256740	blue			
Zm00001eb256750	turquoise			
Zm00001eb256760	turquoise			
Zm00001eb256770	brown			
Zm00001eb256840	cyan			
Zm00001eb256880	turquoise			
Zm00001eb256910	pink			
Zm00001eb257010	blue			
Zm00001eb257040	blue			
Zm00001eb257060	blue			
Zm00001eb257110	blue			
Zm00001eb257120	turquoise			
Zm00001eb257160	green			
Zm00001eb257170	pink			
Zm00001eb257200	salmon			
Zm00001eb257210	turquoise			
Zm00001eb257250	green			
Zm00001eb257290	cyan			
Zm00001eb257300	green			
Zm00001eb257330	blue			
Zm00001eb257380	tan			
Zm00001eb257390	turquoise			
Zm00001eb257410	brown			
Zm00001eb257420	salmon			
Zm00001eb257450	brown			
Zm00001eb257550	blue			
Zm00001eb257560	brown			
Zm00001eb257580	blue			
Zm00001eb257590	salmon			
Zm00001eb257610	pink			
Zm00001eb257620	blue			
Zm00001eb257650	brown			
Zm00001eb257670	turquoise			
Zm00001eb257680	turquoise			
Zm00001eb257720	blue			
Zm00001eb257730	brown			
Zm00001eb257740	blue			
Zm00001eb257750	green			
Zm00001eb257770	brown			
Zm00001eb257810	turquoise			
Zm00001eb257850	lightyellow			
Zm00001eb257860	pink			
Zm00001eb257890	turquoise			
Zm00001eb257900	blue			
Zm00001eb257930	cyan			
Zm00001eb257960	pink			
Zm00001eb257970	blue			
Zm00001eb258110	blue			
Zm00001eb258170	green			
Zm00001eb258220	lightyellow			
Zm00001eb258230	green			
Zm00001eb258240	blue			
Zm00001eb258260	turquoise			
Zm00001eb258280	green			
Zm00001eb258320	turquoise			
Zm00001eb258380	blue			
Zm00001eb258400	salmon			
Zm00001eb258440	blue			
Zm00001eb258480	blue			
Zm00001eb258510	green			
Zm00001eb258570	green			
Zm00001eb258660	pink			
Zm00001eb258700	brown			
Zm00001eb258750	tan			
Zm00001eb258770	green			
Zm00001eb258780	cyan			
Zm00001eb258860	green			
Zm00001eb258870	green			
Zm00001eb258900	green			
Zm00001eb258930	blue			
Zm00001eb258950	pink			
Zm00001eb258970	blue			
Zm00001eb258980	tan			
Zm00001eb259020	turquoise			
Zm00001eb259030	green			
Zm00001eb259040	turquoise			
Zm00001eb259060	tan			
Zm00001eb259070	green			
Zm00001eb259080	salmon			
Zm00001eb259100	brown			
Zm00001eb259110	green			
Zm00001eb259120	pink			
Zm00001eb259130	turquoise			
Zm00001eb259140	brown			
Zm00001eb259150	blue			
Zm00001eb259160	turquoise			
Zm00001eb259170	green			
Zm00001eb259220	green			
Zm00001eb259270	blue			
Zm00001eb259300	green			
Zm00001eb259320	turquoise			
Zm00001eb259330	brown			
Zm00001eb259370	green			
Zm00001eb259390	cyan			
Zm00001eb259400	green			
Zm00001eb259420	blue			
Zm00001eb259440	pink			
Zm00001eb259450	blue			
Zm00001eb259490	paleturquoise			
Zm00001eb259500	turquoise			
Zm00001eb259610	green			
Zm00001eb259620	pink			
Zm00001eb259640	turquoise			
Zm00001eb259670	green			
Zm00001eb259720	turquoise			
Zm00001eb259830	turquoise			
Zm00001eb259870	blue			
Zm00001eb259920	turquoise			
Zm00001eb259970	blue			
Zm00001eb260030	blue			
Zm00001eb260040	brown			
Zm00001eb260100	pink			
Zm00001eb260120	green			
Zm00001eb260130	blue			
Zm00001eb260170	turquoise			
Zm00001eb260180	brown			
Zm00001eb260190	brown			
Zm00001eb260210	green			
Zm00001eb260230	turquoise			
Zm00001eb260270	blue			
Zm00001eb260330	turquoise			
Zm00001eb260370	blue			
Zm00001eb260380	green			
Zm00001eb260390	brown			
Zm00001eb260410	brown			
Zm00001eb260460	blue			
Zm00001eb260470	pink			
Zm00001eb260510	brown			
Zm00001eb260530	turquoise			
Zm00001eb260560	pink			
Zm00001eb260570	blue			
Zm00001eb260580	pink			
Zm00001eb260600	brown			
Zm00001eb260620	blue			
Zm00001eb260630	blue			
Zm00001eb260650	blue			
Zm00001eb260700	turquoise			
Zm00001eb260710	blue			
Zm00001eb260720	blue			
Zm00001eb260760	blue			
Zm00001eb260770	brown			
Zm00001eb260790	blue			
Zm00001eb260830	pink			
Zm00001eb260850	green			
Zm00001eb260880	green			
Zm00001eb260910	turquoise			
Zm00001eb260930	pink			
Zm00001eb260960	green			
Zm00001eb260980	turquoise			
Zm00001eb261130	turquoise			
Zm00001eb261140	blue			
Zm00001eb261170	green			
Zm00001eb261190	green			
Zm00001eb261200	pink			
Zm00001eb261210	green			
Zm00001eb261340	turquoise			
Zm00001eb261440	green			
Zm00001eb261480	brown			
Zm00001eb261520	pink			
Zm00001eb261540	blue			
Zm00001eb261550	brown			
Zm00001eb261560	tan			
Zm00001eb261570	blue			
Zm00001eb261610	turquoise			
Zm00001eb261620	turquoise			
Zm00001eb261660	turquoise			
Zm00001eb261690	cyan			
Zm00001eb261700	blue			
Zm00001eb261750	brown			
Zm00001eb261760	salmon			
Zm00001eb261790	blue			
Zm00001eb261800	blue			
Zm00001eb261810	green			
Zm00001eb261820	green			
Zm00001eb261830	turquoise			
Zm00001eb261840	green			
Zm00001eb261870	turquoise			
Zm00001eb261890	green			
Zm00001eb261920	turquoise			
Zm00001eb262340	brown			
Zm00001eb262360	lightsteelblue1			
Zm00001eb262430	tan			
Zm00001eb262560	tan			
Zm00001eb262600	tan			
Zm00001eb262610	salmon			
Zm00001eb262650	blue			
Zm00001eb262890	brown			
Zm00001eb262900	turquoise			
Zm00001eb262910	brown			
Zm00001eb262930	turquoise			
Zm00001eb263010	turquoise			
Zm00001eb263020	lightyellow			
Zm00001eb263040	green			
Zm00001eb263120	paleturquoise			
Zm00001eb263140	salmon			
Zm00001eb263160	green			
Zm00001eb263200	tan			
Zm00001eb263220	salmon			
Zm00001eb263670	blue			
Zm00001eb263690	brown			
Zm00001eb263750	blue			
Zm00001eb263780	turquoise			
Zm00001eb264160	blue			
Zm00001eb264210	blue			
Zm00001eb264250	pink			
Zm00001eb264260	turquoise			
Zm00001eb264360	tan			
Zm00001eb264410	brown			
Zm00001eb264460	brown			
Zm00001eb264470	green			
Zm00001eb264510	brown			
Zm00001eb264550	pink			
Zm00001eb264660	cyan			
Zm00001eb264740	green			
Zm00001eb264750	turquoise			
Zm00001eb264760	blue			
Zm00001eb264770	pink			
Zm00001eb264810	turquoise			
Zm00001eb264870	brown			
Zm00001eb264940	pink			
Zm00001eb264950	turquoise			
Zm00001eb264960	turquoise			
Zm00001eb264970	salmon			
Zm00001eb265020	blue			
Zm00001eb265030	blue			
Zm00001eb265100	brown			
Zm00001eb265170	brown			
Zm00001eb265200	green			
Zm00001eb265240	pink			
Zm00001eb265250	tan			
Zm00001eb265270	pink			
Zm00001eb265280	pink			
Zm00001eb265290	green			
Zm00001eb265340	brown			
Zm00001eb265350	blue			
Zm00001eb265380	turquoise			
Zm00001eb265390	blue			
Zm00001eb265410	tan			
Zm00001eb265420	brown			
Zm00001eb265430	brown			
Zm00001eb265440	turquoise			
Zm00001eb265510	cyan			
Zm00001eb265520	turquoise			
Zm00001eb265530	blue			
Zm00001eb265630	blue			
Zm00001eb265650	brown			
Zm00001eb265660	salmon			
Zm00001eb265730	turquoise			
Zm00001eb265760	pink			
Zm00001eb265800	lightsteelblue1			
Zm00001eb265810	green			
Zm00001eb265820	brown			
Zm00001eb265900	tan			
Zm00001eb265990	brown			
Zm00001eb266000	brown			
Zm00001eb266010	brown			
Zm00001eb266050	salmon			
Zm00001eb266060	brown			
Zm00001eb266090	blue			
Zm00001eb266130	blue			
Zm00001eb266190	cyan			
Zm00001eb266200	brown			
Zm00001eb266210	turquoise			
Zm00001eb266220	turquoise			
Zm00001eb266230	green			
Zm00001eb266260	turquoise			
Zm00001eb266300	green			
Zm00001eb266330	tan			
Zm00001eb266340	tan			
Zm00001eb266360	turquoise			
Zm00001eb266370	lightyellow			
Zm00001eb266470	turquoise			
Zm00001eb266530	turquoise			
Zm00001eb266640	turquoise			
Zm00001eb266650	lightyellow			
Zm00001eb266660	turquoise			
Zm00001eb266670	turquoise			
Zm00001eb266690	turquoise			
Zm00001eb266750	brown			
Zm00001eb266820	blue			
Zm00001eb266830	turquoise			
Zm00001eb266890	green			
Zm00001eb266920	brown			
Zm00001eb266940	brown			
Zm00001eb266980	pink			
Zm00001eb267010	turquoise			
Zm00001eb267020	brown			
Zm00001eb267040	turquoise			
Zm00001eb267070	turquoise			
Zm00001eb267120	brown			
