ENSEMBL_GeneID	cut_c_6_iii	cut_t_6_iii
Zm00001eb379420	0	6
Zm00001eb379430	1	0
Zm00001eb379440	12	21
Zm00001eb379460	3	1
Zm00001eb379470	17	20
Zm00001eb379480	3	3
Zm00001eb379490	7	4
Zm00001eb379500	9	3
Zm00001eb379510	5	1
Zm00001eb379520	0	0
Zm00001eb379530	20	8
Zm00001eb379540	1	0
Zm00001eb379550	2	6
Zm00001eb379560	18	19
Zm00001eb379570	2	0
Zm00001eb379580	19	8
Zm00001eb379590	4	1
Zm00001eb379610	2	4
Zm00001eb379620	8	9
Zm00001eb379630	2	9
Zm00001eb379640	0	0
Zm00001eb379650	0	0
Zm00001eb379660	53	45
Zm00001eb379680	0	0
Zm00001eb379690	0	0
Zm00001eb379700	0	0
Zm00001eb379710	0	0
Zm00001eb379720	0	0
Zm00001eb379730	0	0
Zm00001eb379760	0	0
Zm00001eb379770	0	0
Zm00001eb379780	0	0
Zm00001eb379790	0	0
Zm00001eb379800	10	13
Zm00001eb379810	0	0
Zm00001eb379820	1	3
Zm00001eb379830	15	29
Zm00001eb379840	7	7
Zm00001eb379850	0	0
Zm00001eb379860	0	0
Zm00001eb379870	0	0
Zm00001eb379880	0	0
Zm00001eb379890	0	7
Zm00001eb379910	0	0
Zm00001eb379920	0	0
Zm00001eb379940	0	1
Zm00001eb379950	0	0
Zm00001eb379960	0	0
Zm00001eb379970	0	0
Zm00001eb379990	22	21
Zm00001eb380010	0	0
Zm00001eb380020	0	0
Zm00001eb380030	0	0
Zm00001eb380040	0	0
Zm00001eb380050	0	0
Zm00001eb380060	1	0
Zm00001eb380070	2	1
Zm00001eb380080	25	43
Zm00001eb380100	0	0
Zm00001eb380110	0	0
Zm00001eb380120	0	0
Zm00001eb380130	1	1
Zm00001eb380140	0	0
Zm00001eb380150	57	54
Zm00001eb380160	0	0
Zm00001eb380170	0	0
Zm00001eb380180	10	7
Zm00001eb380190	1	0
Zm00001eb380200	18	5
Zm00001eb380210	0	0
Zm00001eb380220	0	0
Zm00001eb380230	0	0
Zm00001eb380240	0	5
Zm00001eb380250	0	0
Zm00001eb380260	62	68
Zm00001eb380280	0	0
Zm00001eb380290	0	0
Zm00001eb380300	0	0
Zm00001eb380310	0	0
Zm00001eb380320	0	0
Zm00001eb380340	0	0
Zm00001eb380350	0	0
Zm00001eb380360	0	0
Zm00001eb380370	0	0
Zm00001eb380380	0	0
Zm00001eb380390	2	1
Zm00001eb380400	0	0
Zm00001eb380410	6	8
Zm00001eb380420	13	34
Zm00001eb380430	1	0
Zm00001eb380440	3	0
Zm00001eb380450	0	0
Zm00001eb380460	4	3
Zm00001eb380470	0	0
Zm00001eb380480	0	0
Zm00001eb380490	0	3
Zm00001eb380500	12	7
Zm00001eb380520	28	22
Zm00001eb380530	1	0
Zm00001eb380540	0	0
Zm00001eb380550	6	5
Zm00001eb380560	0	0
Zm00001eb380570	1	1
Zm00001eb380580	13	10
Zm00001eb380600	0	0
Zm00001eb380610	0	0
Zm00001eb380620	0	0
Zm00001eb380630	8	3
Zm00001eb380640	15	9
Zm00001eb380650	10	12
Zm00001eb380670	1	4
Zm00001eb380680	27	33
Zm00001eb380690	16	16
Zm00001eb380700	0	0
Zm00001eb380710	0	0
Zm00001eb380720	0	0
Zm00001eb380730	0	0
Zm00001eb380740	0	0
Zm00001eb380770	0	0
Zm00001eb380780	0	0
Zm00001eb380790	0	0
Zm00001eb380800	0	0
Zm00001eb380810	3	0
Zm00001eb380820	0	0
Zm00001eb380830	1	1
Zm00001eb380840	26	33
Zm00001eb380850	32	40
Zm00001eb380860	8	1
Zm00001eb380870	2	1
Zm00001eb380880	6	4
Zm00001eb380890	0	0
Zm00001eb380900	0	0
Zm00001eb380920	0	0
Zm00001eb380940	0	0
Zm00001eb380950	2	1
Zm00001eb380960	6	4
Zm00001eb380970	0	0
Zm00001eb380980	0	0
Zm00001eb380990	0	0
Zm00001eb381010	0	0
Zm00001eb381020	5	7
Zm00001eb381040	7	9
Zm00001eb381050	0	0
Zm00001eb381060	0	0
Zm00001eb381070	0	0
Zm00001eb381080	0	0
Zm00001eb381090	0	0
Zm00001eb381100	0	0
Zm00001eb381110	6	19
Zm00001eb381130	7	11
Zm00001eb381150	0	0
Zm00001eb381160	0	0
Zm00001eb381170	0	0
Zm00001eb381180	0	0
Zm00001eb381190	2	1
Zm00001eb381210	13	7
Zm00001eb381220	12	6
Zm00001eb381240	1	0
Zm00001eb381250	0	2
Zm00001eb381270	0	0
Zm00001eb381280	1	0
Zm00001eb381290	1	2
Zm00001eb381300	1	0
Zm00001eb381310	0	0
Zm00001eb381320	0	0
Zm00001eb381330	0	0
Zm00001eb381340	0	0
Zm00001eb381350	0	0
Zm00001eb381360	0	0
Zm00001eb381370	8	6
Zm00001eb381380	0	0
Zm00001eb381390	0	0
Zm00001eb381400	0	0
Zm00001eb381410	0	0
Zm00001eb381420	0	0
Zm00001eb381430	0	0
Zm00001eb381440	0	0
Zm00001eb381450	1	0
Zm00001eb381460	0	0
Zm00001eb381470	14	44
Zm00001eb381480	0	0
Zm00001eb381490	2	1
Zm00001eb381520	9	1
Zm00001eb381530	7	7
Zm00001eb381540	0	0
Zm00001eb381550	0	0
Zm00001eb381560	0	0
Zm00001eb381570	1	1
Zm00001eb381580	0	0
Zm00001eb381590	3	13
Zm00001eb381600	11	12
Zm00001eb381610	0	0
Zm00001eb381620	27	20
Zm00001eb381630	17	54
Zm00001eb381640	0	0
Zm00001eb381650	0	0
Zm00001eb381660	0	0
Zm00001eb381670	0	0
Zm00001eb381680	0	0
Zm00001eb381690	0	0
Zm00001eb381700	0	0
Zm00001eb381710	0	0
Zm00001eb381720	0	0
Zm00001eb381730	0	0
Zm00001eb381740	0	0
Zm00001eb381750	0	0
Zm00001eb381760	0	1
Zm00001eb381770	7	8
Zm00001eb381780	0	0
Zm00001eb381790	0	0
Zm00001eb381800	0	0
Zm00001eb381810	0	0
Zm00001eb381820	0	0
Zm00001eb381830	2	3
Zm00001eb381840	0	0
Zm00001eb381850	0	0
Zm00001eb381860	0	0
Zm00001eb381870	19	28
Zm00001eb381880	1	1
Zm00001eb381890	0	0
Zm00001eb381900	0	0
Zm00001eb381910	0	0
Zm00001eb381920	1	0
Zm00001eb381930	0	0
Zm00001eb381940	0	0
Zm00001eb381950	0	0
Zm00001eb381960	10	32
Zm00001eb381970	2	4
Zm00001eb381980	4	3
Zm00001eb381990	5	2
Zm00001eb382000	0	0
Zm00001eb382010	2	8
Zm00001eb382020	0	0
Zm00001eb382030	0	0
Zm00001eb382040	3	10
Zm00001eb382060	6	2
Zm00001eb382070	10	22
Zm00001eb382080	11	1
Zm00001eb382090	3	2
Zm00001eb382100	0	0
Zm00001eb382110	0	0
Zm00001eb382120	2	4
Zm00001eb382130	0	4
Zm00001eb382140	0	0
Zm00001eb382150	0	0
Zm00001eb382160	9	2
Zm00001eb382170	9	13
Zm00001eb382180	21	19
Zm00001eb382200	0	0
Zm00001eb382210	0	0
Zm00001eb382220	0	0
Zm00001eb382230	0	0
Zm00001eb382240	57	73
Zm00001eb382260	11	28
Zm00001eb382270	0	0
Zm00001eb382280	0	0
Zm00001eb382290	1	2
Zm00001eb382300	0	0
Zm00001eb382310	0	0
Zm00001eb382320	2	1
Zm00001eb382330	0	0
Zm00001eb382340	0	2
Zm00001eb382350	0	0
Zm00001eb382360	1	1
Zm00001eb382370	0	0
Zm00001eb382380	0	2
Zm00001eb382400	0	0
Zm00001eb382420	0	0
Zm00001eb382430	2	0
Zm00001eb382440	0	0
Zm00001eb382450	0	0
Zm00001eb382460	0	0
Zm00001eb382470	0	0
Zm00001eb382480	25	15
Zm00001eb382490	17	25
Zm00001eb382500	12	16
Zm00001eb382520	0	0
Zm00001eb382530	0	0
Zm00001eb382540	9	7
Zm00001eb382550	0	0
Zm00001eb382580	15	7
Zm00001eb382600	0	0
Zm00001eb382640	0	0
Zm00001eb382650	15	11
Zm00001eb382660	0	5
Zm00001eb382680	0	0
Zm00001eb382690	43	51
Zm00001eb382700	0	0
Zm00001eb382710	0	0
Zm00001eb382720	5	8
Zm00001eb382730	10	16
Zm00001eb382740	0	0
Zm00001eb382750	0	0
Zm00001eb382760	0	0
Zm00001eb382780	0	0
Zm00001eb382790	0	0
Zm00001eb382800	0	0
Zm00001eb382810	3	9
Zm00001eb382820	0	0
Zm00001eb382830	0	0
Zm00001eb382840	0	0
Zm00001eb382850	0	0
Zm00001eb382860	0	0
Zm00001eb382870	0	0
Zm00001eb382880	0	0
Zm00001eb382890	0	0
Zm00001eb382900	17	11
Zm00001eb382910	10	8
Zm00001eb382920	0	0
Zm00001eb382930	0	0
Zm00001eb382940	0	0
Zm00001eb382950	0	0
Zm00001eb382960	0	0
Zm00001eb382970	0	0
Zm00001eb382980	0	0
Zm00001eb382990	0	0
Zm00001eb383000	0	0
Zm00001eb383010	0	0
Zm00001eb383020	0	0
Zm00001eb383030	0	0
Zm00001eb383040	0	0
Zm00001eb383050	0	0
Zm00001eb383060	2	4
Zm00001eb383080	0	0
Zm00001eb383090	0	0
Zm00001eb383100	0	0
Zm00001eb383110	0	0
Zm00001eb383120	28	25
Zm00001eb383130	0	0
Zm00001eb383140	0	0
Zm00001eb383150	1	0
Zm00001eb383160	9	13
Zm00001eb383170	0	0
Zm00001eb383180	0	0
Zm00001eb383190	0	0
Zm00001eb383200	6	19
Zm00001eb383210	1	2
Zm00001eb383220	0	0
Zm00001eb383230	0	0
Zm00001eb383240	0	0
Zm00001eb383250	0	0
Zm00001eb383260	0	0
Zm00001eb383270	0	0
Zm00001eb383280	3	0
Zm00001eb383290	0	0
Zm00001eb383310	1	0
Zm00001eb383320	18	26
Zm00001eb383330	23	12
Zm00001eb383350	1	0
Zm00001eb383360	0	0
Zm00001eb383370	0	0
Zm00001eb383380	0	0
Zm00001eb383390	0	0
Zm00001eb383400	0	0
Zm00001eb383410	0	0
Zm00001eb383420	0	0
Zm00001eb383430	0	0
Zm00001eb383440	0	0
Zm00001eb383450	0	0
Zm00001eb383460	0	5
Zm00001eb383470	0	0
Zm00001eb383490	1	1
Zm00001eb383500	0	0
Zm00001eb383510	0	0
Zm00001eb383520	0	0
Zm00001eb383530	0	0
Zm00001eb383540	0	0
Zm00001eb383550	0	0
Zm00001eb383560	2	1
Zm00001eb383570	0	2
Zm00001eb383580	4	0
Zm00001eb383600	0	0
Zm00001eb383610	0	0
Zm00001eb383620	0	0
Zm00001eb383640	0	0
Zm00001eb383650	11	12
Zm00001eb383660	3	2
Zm00001eb383670	1	0
Zm00001eb383680	0	0
Zm00001eb383690	0	0
Zm00001eb383700	0	0
Zm00001eb383710	0	0
Zm00001eb383720	1	0
Zm00001eb383730	0	0
Zm00001eb383740	0	0
Zm00001eb383750	0	0
Zm00001eb383760	0	0
Zm00001eb383780	5	4
Zm00001eb383790	0	0
Zm00001eb383800	15	11
Zm00001eb383810	2	0
Zm00001eb383830	68	7
Zm00001eb383850	0	0
Zm00001eb383860	0	0
Zm00001eb383870	4	7
Zm00001eb383910	5	4
Zm00001eb383920	0	0
Zm00001eb383930	12	6
Zm00001eb383940	0	0
Zm00001eb383950	0	5
Zm00001eb383980	2	3
Zm00001eb383990	0	0
Zm00001eb384000	0	0
Zm00001eb384010	0	0
Zm00001eb384020	0	0
Zm00001eb384030	13	18
Zm00001eb384040	0	0
Zm00001eb384060	0	0
Zm00001eb384070	0	0
Zm00001eb384090	0	0
Zm00001eb384100	0	0
Zm00001eb384110	2	17
Zm00001eb384120	0	0
Zm00001eb384140	1	1
Zm00001eb384150	6	25
Zm00001eb384160	0	0
Zm00001eb384170	0	0
Zm00001eb384180	0	0
Zm00001eb384200	3	2
Zm00001eb384210	0	0
Zm00001eb384230	16	22
Zm00001eb384240	4	5
Zm00001eb384250	5	0
Zm00001eb384260	8	13
Zm00001eb384270	0	0
Zm00001eb384280	20	14
Zm00001eb384290	1	4
Zm00001eb384300	4	5
Zm00001eb384320	2	0
Zm00001eb384340	3	0
Zm00001eb384360	0	0
Zm00001eb384370	21	14
Zm00001eb384380	0	0
Zm00001eb384400	0	0
Zm00001eb384430	0	0
Zm00001eb384470	0	0
Zm00001eb384490	0	0
Zm00001eb384510	0	0
Zm00001eb384520	0	0
Zm00001eb384540	0	0
Zm00001eb384560	0	0
Zm00001eb384570	0	0
Zm00001eb384580	6	0
Zm00001eb384590	0	0
Zm00001eb384600	3	2
Zm00001eb384610	0	1
Zm00001eb384620	52	17
Zm00001eb384630	0	0
Zm00001eb384640	1	1
Zm00001eb384660	25	29
Zm00001eb384670	3	3
Zm00001eb384680	0	0
Zm00001eb384690	5	4
Zm00001eb384700	0	0
Zm00001eb384710	0	2
Zm00001eb384720	0	0
Zm00001eb384730	0	0
Zm00001eb384740	17	0
Zm00001eb384750	0	2
Zm00001eb384760	0	0
Zm00001eb384770	0	0
Zm00001eb384780	0	0
Zm00001eb384790	0	0
Zm00001eb384800	0	0
Zm00001eb384810	3	3
Zm00001eb384820	11	13
Zm00001eb384830	0	0
Zm00001eb384840	0	0
Zm00001eb384850	0	0
Zm00001eb384860	8	17
Zm00001eb384870	0	0
Zm00001eb384890	17	36
Zm00001eb384900	0	3
Zm00001eb384910	0	0
Zm00001eb384930	0	0
Zm00001eb384940	5	3
Zm00001eb384950	7	2
Zm00001eb384960	0	0
Zm00001eb384970	13	26
Zm00001eb384980	0	0
Zm00001eb384990	0	2
Zm00001eb385000	0	0
Zm00001eb385010	0	0
Zm00001eb385020	0	0
Zm00001eb385030	0	0
Zm00001eb385040	139	199
Zm00001eb385050	0	0
Zm00001eb385060	0	0
Zm00001eb385070	8	2
Zm00001eb385100	26	30
Zm00001eb385110	0	0
Zm00001eb385130	2	1
Zm00001eb385140	0	0
Zm00001eb385150	35	76
Zm00001eb385180	0	0
Zm00001eb385190	4	1
Zm00001eb385200	0	0
Zm00001eb385210	42	31
Zm00001eb385220	0	0
Zm00001eb385230	1	0
Zm00001eb385240	31	36
Zm00001eb385250	9	8
Zm00001eb385260	4	2
Zm00001eb385270	0	0
Zm00001eb385280	17	20
Zm00001eb385290	0	0
Zm00001eb385300	0	0
Zm00001eb385310	2	3
Zm00001eb385320	0	0
Zm00001eb385330	0	0
Zm00001eb385340	0	0
Zm00001eb385350	0	0
Zm00001eb385360	0	0
Zm00001eb385370	0	0
Zm00001eb385380	0	0
Zm00001eb385390	1	1
Zm00001eb385400	0	0
Zm00001eb385410	105	78
Zm00001eb385420	2	0
Zm00001eb385430	1	0
Zm00001eb385440	0	0
Zm00001eb385450	3	0
Zm00001eb385460	0	0
Zm00001eb385470	0	0
Zm00001eb385480	11	9
Zm00001eb385490	2	8
Zm00001eb385510	0	0
Zm00001eb385520	1	0
Zm00001eb385530	0	0
Zm00001eb385550	0	0
Zm00001eb385560	0	0
Zm00001eb385570	6	5
Zm00001eb385580	0	0
Zm00001eb385590	3	9
Zm00001eb385600	7	7
Zm00001eb385610	1	0
Zm00001eb385620	7	2
Zm00001eb385630	0	0
Zm00001eb385640	0	0
Zm00001eb385680	0	0
Zm00001eb385690	0	0
Zm00001eb385700	3	3
Zm00001eb385710	0	0
Zm00001eb385720	2	1
Zm00001eb385730	1	0
Zm00001eb385740	0	0
Zm00001eb385750	0	1
Zm00001eb385760	1	0
Zm00001eb385780	0	0
Zm00001eb385790	11	6
Zm00001eb385800	0	1
Zm00001eb385810	21	25
Zm00001eb385840	1	0
Zm00001eb385850	7	0
Zm00001eb385860	3	4
Zm00001eb385870	4	16
Zm00001eb385880	17	25
Zm00001eb385890	0	0
Zm00001eb385900	258	491
Zm00001eb385910	4	6
Zm00001eb385930	0	0
Zm00001eb385960	28	33
Zm00001eb385970	10	4
Zm00001eb385980	17	19
Zm00001eb385990	0	0
Zm00001eb386000	2	4
Zm00001eb386010	0	0
Zm00001eb386020	18	25
Zm00001eb386030	7	17
Zm00001eb386040	0	0
Zm00001eb386050	8	16
Zm00001eb386060	0	0
Zm00001eb386070	0	0
Zm00001eb386080	0	1
Zm00001eb386090	0	0
Zm00001eb386100	2	2
Zm00001eb386120	0	0
Zm00001eb386130	0	0
Zm00001eb386140	0	0
Zm00001eb386150	0	1
Zm00001eb386160	0	4
Zm00001eb386170	0	0
Zm00001eb386180	29	25
Zm00001eb386190	10	18
Zm00001eb386200	0	1
Zm00001eb386210	1	0
Zm00001eb386220	9	6
Zm00001eb386230	3	8
Zm00001eb386240	4	1
Zm00001eb386250	0	0
Zm00001eb386260	0	0
Zm00001eb386270	4	11
Zm00001eb386280	2	1
Zm00001eb386290	17	28
Zm00001eb386300	12	9
Zm00001eb386310	10	6
Zm00001eb386320	0	2
Zm00001eb386330	7	8
Zm00001eb386340	0	0
Zm00001eb386350	0	0
Zm00001eb386360	0	0
Zm00001eb386370	0	0
Zm00001eb386380	0	0
Zm00001eb386390	12	23
Zm00001eb386410	0	2
Zm00001eb386420	0	0
Zm00001eb386430	0	0
Zm00001eb386440	0	0
Zm00001eb386450	0	0
Zm00001eb386460	0	0
Zm00001eb386480	4	4
Zm00001eb386490	9	5
Zm00001eb386500	0	0
Zm00001eb386510	13	17
Zm00001eb386520	12	11
Zm00001eb386530	1	4
Zm00001eb386540	0	0
Zm00001eb386550	10	20
Zm00001eb386560	12	18
Zm00001eb386570	0	0
Zm00001eb386580	0	0
Zm00001eb386590	3	8
Zm00001eb386600	0	0
Zm00001eb386610	0	0
Zm00001eb386620	2	1
Zm00001eb386630	28	26
Zm00001eb386640	13	9
Zm00001eb386650	4	2
Zm00001eb386660	0	0
Zm00001eb386670	27	30
Zm00001eb386680	6	6
Zm00001eb386690	0	0
Zm00001eb386700	0	0
Zm00001eb386710	0	0
Zm00001eb386720	0	0
Zm00001eb386740	0	0
Zm00001eb386750	7	2
Zm00001eb386760	0	0
Zm00001eb386770	1	7
Zm00001eb386780	0	0
Zm00001eb386790	0	0
Zm00001eb386800	0	0
Zm00001eb386810	0	0
Zm00001eb386820	0	0
Zm00001eb386830	15	16
Zm00001eb386840	21	36
Zm00001eb386850	0	1
Zm00001eb386860	0	0
Zm00001eb386870	1	5
Zm00001eb386880	0	0
Zm00001eb386890	0	0
Zm00001eb386900	17	26
Zm00001eb386910	0	1
Zm00001eb386920	21	35
Zm00001eb386940	14	22
Zm00001eb386960	0	0
Zm00001eb386970	3	0
Zm00001eb386980	7	42
Zm00001eb386990	11	5
Zm00001eb387000	0	0
Zm00001eb387010	31	42
Zm00001eb387020	22	14
Zm00001eb387030	44	55
Zm00001eb387040	10	23
Zm00001eb387050	0	0
Zm00001eb387060	0	0
Zm00001eb387070	26	37
Zm00001eb387090	36	33
Zm00001eb387100	23	26
Zm00001eb387110	11	7
Zm00001eb387130	0	0
Zm00001eb387140	7	9
Zm00001eb387160	1	0
Zm00001eb387170	0	0
Zm00001eb387180	0	0
Zm00001eb387190	0	0
Zm00001eb387200	0	0
Zm00001eb387210	0	0
Zm00001eb387220	0	0
Zm00001eb387240	0	0
Zm00001eb387250	2	2
Zm00001eb387260	0	0
Zm00001eb387270	4	4
Zm00001eb387280	3	5
Zm00001eb387290	42	28
Zm00001eb387300	0	0
Zm00001eb387310	14	24
Zm00001eb387330	0	0
Zm00001eb387340	2	3
Zm00001eb387350	0	0
Zm00001eb387360	16	11
Zm00001eb387370	10	17
Zm00001eb387380	0	0
Zm00001eb387390	0	0
Zm00001eb387400	0	0
Zm00001eb387410	0	1
Zm00001eb387430	5	1
Zm00001eb387440	0	0
Zm00001eb387450	1	1
Zm00001eb387460	0	0
Zm00001eb387470	0	0
Zm00001eb387490	0	0
Zm00001eb387500	0	0
Zm00001eb387510	15	11
Zm00001eb387520	8	3
Zm00001eb387530	5	5
Zm00001eb387540	0	3
Zm00001eb387550	0	0
Zm00001eb387560	5	3
Zm00001eb387570	101	85
Zm00001eb387580	0	0
Zm00001eb387590	2	1
Zm00001eb387600	0	0
Zm00001eb387610	0	0
Zm00001eb387640	0	0
Zm00001eb387670	0	0
Zm00001eb387680	0	0
Zm00001eb387690	0	0
Zm00001eb387700	0	0
Zm00001eb387720	0	1
Zm00001eb387730	20	14
Zm00001eb387740	0	0
Zm00001eb387750	16	17
Zm00001eb387760	0	0
Zm00001eb387770	10	4
Zm00001eb387780	35	38
Zm00001eb387800	45	32
Zm00001eb387810	0	1
Zm00001eb387820	0	0
Zm00001eb387830	1	0
Zm00001eb387850	6	1
Zm00001eb387860	0	0
Zm00001eb387870	0	0
Zm00001eb387880	0	0
Zm00001eb387890	0	0
Zm00001eb387900	0	0
Zm00001eb387910	1	0
Zm00001eb387920	174	153
Zm00001eb387930	6	6
Zm00001eb387940	0	0
Zm00001eb387950	0	2
Zm00001eb387960	1	1
Zm00001eb387970	0	0
Zm00001eb387990	0	0
Zm00001eb388000	0	0
Zm00001eb388010	0	0
Zm00001eb388020	7	1
Zm00001eb388030	1	0
Zm00001eb388040	14	16
Zm00001eb388050	16	9
Zm00001eb388060	9	4
Zm00001eb388070	2	0
Zm00001eb388080	5	6
Zm00001eb388090	0	0
Zm00001eb388100	1	0
Zm00001eb388110	0	7
Zm00001eb388120	0	0
Zm00001eb388130	0	0
Zm00001eb388140	0	0
Zm00001eb388150	0	0
Zm00001eb388170	0	0
Zm00001eb388180	4	11
Zm00001eb388190	11	7
Zm00001eb388200	2	0
Zm00001eb388210	1	0
Zm00001eb388220	1	0
Zm00001eb388230	0	0
Zm00001eb388240	0	0
Zm00001eb388260	16	22
Zm00001eb388270	0	0
Zm00001eb388280	1	1
Zm00001eb388290	0	0
Zm00001eb388300	2	0
Zm00001eb388310	0	0
Zm00001eb388320	0	2
Zm00001eb388330	0	0
Zm00001eb388340	4	12
Zm00001eb388350	0	0
Zm00001eb388360	0	0
Zm00001eb388370	0	0
Zm00001eb388380	0	3
Zm00001eb388390	0	2
Zm00001eb388400	0	0
Zm00001eb388420	0	0
Zm00001eb388430	2	1
Zm00001eb388440	0	4
Zm00001eb388450	0	0
Zm00001eb388460	0	1
Zm00001eb388490	0	0
Zm00001eb388510	15	0
Zm00001eb388520	2	7
Zm00001eb388530	0	0
Zm00001eb388540	0	0
Zm00001eb388550	10	7
Zm00001eb388560	0	0
Zm00001eb388570	0	1
Zm00001eb388580	0	0
Zm00001eb388590	3	1
Zm00001eb388600	1	0
Zm00001eb388610	1	0
Zm00001eb388620	1	1
Zm00001eb388630	0	0
Zm00001eb388640	0	0
Zm00001eb388650	8	11
Zm00001eb388660	0	0
Zm00001eb388670	2	0
Zm00001eb388680	9	3
Zm00001eb388690	3	6
Zm00001eb388700	0	0
Zm00001eb388710	0	0
Zm00001eb388720	0	0
Zm00001eb388730	0	0
Zm00001eb388740	0	0
Zm00001eb388750	0	1
Zm00001eb388760	0	1
Zm00001eb388770	1	0
Zm00001eb388780	12	14
Zm00001eb388790	4	7
Zm00001eb388800	1	1
Zm00001eb388810	9	20
Zm00001eb388820	1	4
Zm00001eb388830	0	0
Zm00001eb388840	10	6
Zm00001eb388850	0	0
Zm00001eb388860	0	0
Zm00001eb388870	0	0
Zm00001eb388880	0	0
Zm00001eb388890	0	0
Zm00001eb388900	0	0
Zm00001eb388910	1	1
Zm00001eb388920	0	0
Zm00001eb388930	0	0
Zm00001eb388940	0	0
Zm00001eb388950	0	0
Zm00001eb388960	7	6
Zm00001eb388980	0	0
Zm00001eb388990	9	8
Zm00001eb389000	0	0
Zm00001eb389010	0	0
Zm00001eb389020	0	0
Zm00001eb389030	0	0
Zm00001eb389040	0	1
Zm00001eb389050	7	1
Zm00001eb389070	7	5
Zm00001eb389080	0	0
Zm00001eb389090	0	0
Zm00001eb389100	0	0
Zm00001eb389110	0	0
Zm00001eb389120	0	0
Zm00001eb389130	0	0
Zm00001eb389140	0	0
Zm00001eb389150	2	2
Zm00001eb389160	2	6
Zm00001eb389170	0	0
Zm00001eb389180	0	0
Zm00001eb389190	0	22
Zm00001eb389210	13	21
Zm00001eb389220	0	0
Zm00001eb389230	9	12
Zm00001eb389240	0	0
Zm00001eb389250	0	0
Zm00001eb389260	4	2
Zm00001eb389270	3	0
Zm00001eb389280	0	1
Zm00001eb389290	2	4
Zm00001eb389300	0	0
Zm00001eb389310	41	60
Zm00001eb389320	0	0
Zm00001eb389330	0	0
Zm00001eb389340	0	0
Zm00001eb389350	52	49
Zm00001eb389360	0	0
Zm00001eb389370	12	16
Zm00001eb389380	0	3
Zm00001eb389390	1	0
Zm00001eb389400	0	1
Zm00001eb389410	0	0
Zm00001eb389420	68	92
Zm00001eb389430	6	11
Zm00001eb389440	17	5
Zm00001eb389450	0	1
Zm00001eb389460	0	0
Zm00001eb389470	1	0
Zm00001eb389480	3	1
Zm00001eb389500	4	1
Zm00001eb389510	0	0
Zm00001eb389520	0	1
Zm00001eb389540	64	124
Zm00001eb389550	0	0
Zm00001eb389560	0	0
Zm00001eb389570	1	4
Zm00001eb389580	0	0
Zm00001eb389590	37	59
Zm00001eb389600	24	22
Zm00001eb389610	0	0
Zm00001eb389620	0	0
Zm00001eb389630	2	3
Zm00001eb389640	13	20
Zm00001eb389650	10	19
Zm00001eb389660	2	3
Zm00001eb389670	5	6
Zm00001eb389680	2	4
Zm00001eb389690	0	0
Zm00001eb389700	2	5
Zm00001eb389710	3	1
Zm00001eb389720	0	0
Zm00001eb389730	0	0
Zm00001eb389740	0	0
Zm00001eb389750	37	16
Zm00001eb389760	0	0
Zm00001eb389770	1	1
Zm00001eb389780	9	22
Zm00001eb389800	18	27
Zm00001eb389810	0	0
Zm00001eb389820	9	13
Zm00001eb389830	9	17
Zm00001eb389840	0	0
Zm00001eb389850	9	15
Zm00001eb389860	0	0
Zm00001eb389870	12	14
Zm00001eb389880	0	0
Zm00001eb389890	3	4
Zm00001eb389900	8	9
Zm00001eb389910	4	5
Zm00001eb389920	4	8
Zm00001eb389930	9	49
Zm00001eb389940	0	9
Zm00001eb389950	20	22
Zm00001eb389960	2	6
Zm00001eb389970	0	0
Zm00001eb389980	4	2
Zm00001eb389990	9	6
Zm00001eb390000	0	0
Zm00001eb390010	0	1
Zm00001eb390020	0	0
Zm00001eb390040	0	0
Zm00001eb390050	0	0
Zm00001eb390080	0	0
Zm00001eb390100	0	0
Zm00001eb390110	0	0
Zm00001eb390120	0	0
Zm00001eb390130	0	0
Zm00001eb390150	0	0
Zm00001eb390160	0	0
Zm00001eb390170	0	0
Zm00001eb390180	6	4
Zm00001eb390190	45	87
Zm00001eb390200	2	11
Zm00001eb390210	33	25
Zm00001eb390220	1	0
Zm00001eb390230	0	0
Zm00001eb390240	0	0
Zm00001eb390250	0	1
Zm00001eb390260	7	9
Zm00001eb390290	0	0
Zm00001eb390300	0	0
Zm00001eb390310	2	0
Zm00001eb390320	9	12
Zm00001eb390330	8	5
Zm00001eb390340	0	0
Zm00001eb390350	0	0
Zm00001eb390360	0	0
Zm00001eb390370	16	7
Zm00001eb390380	0	0
Zm00001eb390390	0	0
Zm00001eb390410	0	0
Zm00001eb390420	0	0
Zm00001eb390430	0	0
Zm00001eb390440	22	25
Zm00001eb390450	30	29
Zm00001eb390460	35	38
Zm00001eb390470	0	1
Zm00001eb390480	12	15
Zm00001eb390490	4	9
Zm00001eb390500	9	6
Zm00001eb390520	2	1
Zm00001eb390530	22	28
Zm00001eb390540	2	6
Zm00001eb390550	2	4
Zm00001eb390560	0	0
Zm00001eb390570	0	0
Zm00001eb390580	12	10
Zm00001eb390590	9	22
Zm00001eb390600	2	0
Zm00001eb390620	4	1
Zm00001eb390630	6	1
Zm00001eb390640	2	1
Zm00001eb390650	1	4
Zm00001eb390660	0	0
Zm00001eb390670	0	0
Zm00001eb390680	7	2
Zm00001eb390690	2	1
Zm00001eb390700	1	2
Zm00001eb390710	1	1
Zm00001eb390720	19	7
Zm00001eb390730	2	3
Zm00001eb390750	4	7
