ENSEMBL_GeneID	name_C_24_III	name_C_6_II	name_C_6_III	name_T_24_II	name_T_24_III	name_T_6_II	name_T_6_III
Zm00001eb314050	1412	1063	1063	1489	1098	1836	1836
Zm00001eb314060	115	82	82	103	76	70	70
Zm00001eb314070	0	0	0	0	1	0	0
Zm00001eb314080	207	204	204	298	228	230	230
Zm00001eb314090	334	214	214	252	420	471	471
Zm00001eb314110	40	11	11	24	32	35	35
Zm00001eb314120	694	865	865	383	452	914	914
Zm00001eb314130	99	532	532	91	186	332	332
Zm00001eb314140	38	32	32	9	18	41	41
Zm00001eb314150	5	0	0	1	7	4	4
Zm00001eb314160	62	85	85	227	85	206	206
Zm00001eb314170	19	18	18	14	19	16	16
Zm00001eb314180	272	448	448	136	202	420	420
Zm00001eb314190	0	11	11	6	0	9	9
Zm00001eb314200	4	2	2	3	2	4	4
Zm00001eb314210	0	0	0	0	0	0	0
Zm00001eb314220	3378	12589	12589	6401	2880	10473	10473
Zm00001eb314230	66	69	69	56	67	66	66
Zm00001eb314240	199	285	285	85	151	132	132
Zm00001eb314250	167	216	216	52	43	92	92
Zm00001eb314260	829	759	759	628	647	756	756
Zm00001eb314270	669	535	535	795	791	774	774
Zm00001eb314280	65	90	90	72	41	78	78
Zm00001eb314290	109	73	73	178	146	64	64
Zm00001eb314300	2356	2270	2270	2219	2341	2874	2874
Zm00001eb314310	431	178	178	137	268	220	220
Zm00001eb314320	89	155	155	39	39	110	110
Zm00001eb314330	156	36	36	2	74	35	35
Zm00001eb314340	12	17	17	11	7	10	10
Zm00001eb314350	299	77	77	104	356	215	215
Zm00001eb314360	20	37	37	15	19	20	20
Zm00001eb314370	10	10	10	3	1	0	0
Zm00001eb314380	336	236	236	132	120	195	195
Zm00001eb314390	259	290	290	237	233	319	319
Zm00001eb314400	0	0	0	0	0	0	0
Zm00001eb314410	1	2	2	0	0	2	2
Zm00001eb314420	0	0	0	0	0	0	0
Zm00001eb314430	285	382	382	370	354	293	293
Zm00001eb314440	29	12	12	14	23	22	22
Zm00001eb314450	12	8	8	1	2	8	8
Zm00001eb314460	0	0	0	0	0	0	0
Zm00001eb314470	129	86	86	120	76	118	118
Zm00001eb314480	0	0	0	0	0	0	0
Zm00001eb314490	7160	7226	7226	7140	7154	7641	7641
Zm00001eb314500	212	160	160	207	210	375	375
Zm00001eb314510	369	441	441	410	313	775	775
Zm00001eb314520	71	40	40	8	56	34	34
Zm00001eb314530	131	97	97	79	65	101	101
Zm00001eb314540	283	285	285	247	169	250	250
Zm00001eb314550	0	2	2	1	0	0	0
Zm00001eb314560	0	0	0	0	0	0	0
Zm00001eb314570	41	23	23	20	14	31	31
Zm00001eb314580	242	203	203	263	303	165	165
Zm00001eb314590	202	162	162	224	137	222	222
Zm00001eb314600	2347	2175	2175	1526	2990	2373	2373
Zm00001eb314610	116	100	100	1386	210	1489	1489
Zm00001eb314620	2005	1441	1441	1115	1099	1694	1694
Zm00001eb314630	92	90	90	111	149	84	84
Zm00001eb314640	0	7	7	11	0	13	13
Zm00001eb314650	13	0	0	0	2	0	0
Zm00001eb314660	895	531	531	512	309	761	761
Zm00001eb314670	58	23	23	17	30	22	22
Zm00001eb314680	246	170	170	270	192	237	237
Zm00001eb314690	333	602	602	546	621	862	862
Zm00001eb314700	231	226	226	274	217	243	243
Zm00001eb314710	821	369	369	253	493	337	337
Zm00001eb314720	514	638	638	1080	884	735	735
Zm00001eb314740	6	0	0	0	15	0	0
Zm00001eb314750	115	88	88	59	57	79	79
Zm00001eb314760	0	0	0	1	0	0	0
Zm00001eb314770	610	274	274	347	1101	455	455
Zm00001eb314780	175	221	221	106	257	191	191
Zm00001eb314790	98	201	201	91	51	68	68
Zm00001eb314810	346	253	253	184	555	334	334
Zm00001eb314820	424	406	406	366	416	311	311
Zm00001eb314830	248	466	466	254	420	390	390
Zm00001eb314840	1201	1225	1225	864	1120	1173	1173
Zm00001eb314850	0	0	0	0	0	0	0
Zm00001eb314860	257	402	402	252	280	292	292
Zm00001eb314870	3	3	3	1	3	1	1
Zm00001eb314880	12	51	51	101	32	46	46
Zm00001eb314890	215	83	83	72	123	107	107
Zm00001eb314900	55	17	17	19	5	25	25
Zm00001eb314910	0	0	0	0	0	0	0
Zm00001eb314920	0	0	0	0	0	0	0
Zm00001eb314930	35	9	9	3	14	12	12
Zm00001eb314950	33	90	90	61	34	104	104
Zm00001eb314960	6	2	2	5	13	5	5
Zm00001eb314970	214	93	93	125	150	74	74
Zm00001eb314990	0	0	0	1	0	0	0
Zm00001eb315000	147	200	200	78	82	79	79
Zm00001eb315010	176	36	36	61	56	32	32
Zm00001eb315020	2298	3414	3414	2218	1905	2842	2842
Zm00001eb315030	237	278	278	394	223	365	365
Zm00001eb315040	216	138	138	213	182	214	214
Zm00001eb315050	101	62	62	17	57	30	30
Zm00001eb315060	141	301	301	195	145	276	276
Zm00001eb315090	6	1	1	2	22	2	2
Zm00001eb315100	1	1	1	0	0	0	0
Zm00001eb315110	0	0	0	0	0	0	0
Zm00001eb315130	246	420	420	263	385	328	328
Zm00001eb315140	69	76	76	85	70	62	62
Zm00001eb315150	78	70	70	77	69	54	54
Zm00001eb315160	2	2	2	0	0	4	4
Zm00001eb315170	1	0	0	0	2	3	3
Zm00001eb315190	0	3	3	0	1	3	3
Zm00001eb315200	277	106	106	187	231	245	245
Zm00001eb315210	10	2	2	11	15	5	5
Zm00001eb315220	41	8	8	1	28	15	15
Zm00001eb315230	0	0	0	0	0	0	0
Zm00001eb315240	1677	719	719	1051	1649	921	921
Zm00001eb315250	0	0	0	0	0	0	0
Zm00001eb315260	0	1	1	0	0	5	5
Zm00001eb315270	59	13	13	28	64	26	26
Zm00001eb315280	20	8	8	9	27	6	6
Zm00001eb315290	31	62	62	16	16	26	26
Zm00001eb315300	0	0	0	3	0	0	0
Zm00001eb315310	0	0	0	0	0	0	0
Zm00001eb315320	139	145	145	135	96	135	135
Zm00001eb315330	4	13	13	12	1	5	5
Zm00001eb315340	986	1098	1098	984	1337	1177	1177
Zm00001eb315350	461	318	318	262	281	375	375
Zm00001eb315360	0	1	1	0	0	0	0
Zm00001eb315370	0	1	1	0	0	3	3
Zm00001eb315380	0	0	0	0	0	0	0
Zm00001eb315390	0	0	0	0	0	0	0
Zm00001eb315400	54	34	34	34	28	41	41
Zm00001eb315410	930	890	890	1770	1292	1293	1293
Zm00001eb315420	2341	3351	3351	2982	2134	4464	4464
Zm00001eb315430	266	315	315	264	151	257	257
Zm00001eb315450	59	102	102	40	20	57	57
Zm00001eb315460	557	367	367	582	558	338	338
Zm00001eb315470	945	839	839	858	1063	865	865
Zm00001eb315480	0	0	0	0	0	0	0
Zm00001eb315490	283	143	143	163	206	165	165
Zm00001eb315500	512	326	326	239	351	490	490
Zm00001eb315510	0	0	0	0	0	0	0
Zm00001eb315520	0	0	0	0	0	0	0
Zm00001eb315530	2649	2049	2049	3752	2765	4077	4077
Zm00001eb315540	0	0	0	0	0	0	0
Zm00001eb315550	0	0	0	1	0	0	0
Zm00001eb315560	0	1	1	0	0	0	0
Zm00001eb315570	0	1	1	0	0	0	0
Zm00001eb315580	0	0	0	0	0	0	0
Zm00001eb315590	0	0	0	4	0	10	10
Zm00001eb315600	36	24	24	25	107	33	33
Zm00001eb315610	254	106	106	193	243	163	163
Zm00001eb315620	142	134	134	75	137	77	77
Zm00001eb315640	1	4	4	7	17	8	8
Zm00001eb315650	1749	2257	2257	1528	1677	2645	2645
Zm00001eb315660	859	963	963	512	1253	1013	1013
Zm00001eb315670	0	0	0	0	0	0	0
Zm00001eb315680	1	3	3	5	3	4	4
Zm00001eb315690	1	14	14	22	0	13	13
Zm00001eb315700	0	4	4	0	0	1	1
Zm00001eb315710	1310	663	663	1058	1012	842	842
Zm00001eb315720	0	0	0	0	0	0	0
Zm00001eb315730	2	0	0	1	0	0	0
Zm00001eb315740	0	7	7	1	0	0	0
Zm00001eb315750	2532	1245	1245	1201	2194	1376	1376
Zm00001eb315760	831	604	604	590	718	660	660
Zm00001eb315770	348	272	272	300	380	343	343
Zm00001eb315780	957	772	772	1028	979	949	949
Zm00001eb315790	40	53	53	23	38	66	66
Zm00001eb315800	16	0	0	0	8	0	0
Zm00001eb315810	0	0	0	2	0	0	0
Zm00001eb315820	0	0	0	0	0	0	0
Zm00001eb315830	128	66	66	67	188	92	92
Zm00001eb315840	504	383	383	461	488	680	680
Zm00001eb315850	14	22	22	15	37	16	16
Zm00001eb315860	24	22	22	37	14	11	11
Zm00001eb315870	340	407	407	357	373	665	665
Zm00001eb315880	1322	1060	1060	964	709	710	710
Zm00001eb315890	2	0	0	0	0	0	0
Zm00001eb315900	2645	1390	1390	1283	1060	1123	1123
Zm00001eb315910	1463	1319	1319	949	1145	2108	2108
Zm00001eb315920	339	129	129	88	183	197	197
Zm00001eb315930	359	325	325	190	197	300	300
Zm00001eb315940	248	273	273	182	182	195	195
Zm00001eb315950	283	264	264	143	228	384	384
Zm00001eb315960	0	1	1	0	4	2	2
Zm00001eb315970	541	460	460	508	436	604	604
Zm00001eb315980	2	3	3	0	0	1	1
Zm00001eb315990	761	192	192	120	424	169	169
Zm00001eb316000	0	0	0	0	0	0	0
Zm00001eb316010	0	0	0	0	1	0	0
Zm00001eb316030	8	2	2	9	11	9	9
Zm00001eb316040	0	1	1	0	2	1	1
Zm00001eb316050	400	630	630	596	241	598	598
Zm00001eb316060	0	1	1	3	0	0	0
Zm00001eb316070	261	42	42	53	274	60	60
Zm00001eb316080	953	633	633	1011	874	1114	1114
Zm00001eb316090	4	0	0	0	2	5	5
Zm00001eb316100	1558	1681	1681	1791	1310	3287	3287
Zm00001eb316110	0	0	0	0	0	0	0
Zm00001eb316120	2919	1465	1465	1506	2493	3221	3221
Zm00001eb316130	131	286	286	88	169	202	202
Zm00001eb316140	0	0	0	0	0	0	0
Zm00001eb316150	21	19	19	13	9	20	20
Zm00001eb316170	43	10	10	3	31	13	13
Zm00001eb316180	107	213	213	115	90	147	147
Zm00001eb316190	6	2	2	4	4	5	5
Zm00001eb316200	0	0	0	0	0	0	0
Zm00001eb316210	31	65	65	64	23	69	69
Zm00001eb316220	10	19	19	16	9	10	10
Zm00001eb316240	804	523	523	595	881	483	483
Zm00001eb316250	96	102	102	211	175	186	186
Zm00001eb316260	665	812	812	550	489	578	578
Zm00001eb316270	0	0	0	1	0	1	1
Zm00001eb316280	14	2	2	0	0	0	0
Zm00001eb316290	1114	526	526	254	145	114	114
Zm00001eb316300	1134	1125	1125	1958	2178	1616	1616
Zm00001eb316310	1013	823	823	947	1333	1345	1345
Zm00001eb316320	71	105	105	44	25	53	53
Zm00001eb316330	400	0	0	0	295	0	0
Zm00001eb316340	52	35	35	9	62	20	20
Zm00001eb316350	53	69	69	77	48	85	85
Zm00001eb316370	59	8	8	4	67	10	10
Zm00001eb316390	72	28	28	12	19	19	19
Zm00001eb316400	0	0	0	0	0	0	0
Zm00001eb316410	8729	3647	3647	3678	1430	3283	3283
Zm00001eb316420	233	256	256	414	201	288	288
Zm00001eb316430	0	0	0	0	0	0	0
Zm00001eb316440	516	291	291	216	423	363	363
Zm00001eb316450	1806	1734	1734	1526	1637	1809	1809
Zm00001eb316460	0	3	3	3	3	1	1
Zm00001eb316470	38	22	22	15	58	30	30
Zm00001eb316480	1	4	4	1	2	4	4
Zm00001eb316500	2796	1919	1919	2105	2056	2653	2653
Zm00001eb316510	30	59	59	24	23	38	38
Zm00001eb316520	16951	13314	13314	7191	13504	16060	16060
Zm00001eb316530	181	263	263	80	101	123	123
Zm00001eb316540	448	307	307	187	356	201	201
Zm00001eb316570	21	21	21	19	19	19	19
Zm00001eb316580	114	136	136	308	157	196	196
Zm00001eb316590	131	56	56	83	63	136	136
Zm00001eb316610	728	404	404	262	378	433	433
Zm00001eb316620	1200	1231	1231	856	1355	982	982
Zm00001eb316630	2679	2291	2291	2459	2725	2996	2996
Zm00001eb316640	392	427	427	243	254	477	477
Zm00001eb316660	504	312	312	460	474	495	495
Zm00001eb316680	0	0	0	0	0	0	0
Zm00001eb316690	0	2	2	1	0	0	0
Zm00001eb316700	68	44	44	49	131	52	52
Zm00001eb316710	34	53	53	33	78	18	18
Zm00001eb316720	84	203	203	136	85	193	193
Zm00001eb316730	512	616	616	716	849	897	897
Zm00001eb316740	117	82	82	107	84	91	91
Zm00001eb316750	0	3	3	0	0	0	0
Zm00001eb316760	0	0	0	0	0	0	0
Zm00001eb316770	17	18	18	21	11	16	16
Zm00001eb316780	60	0	0	0	79	0	0
Zm00001eb316790	435	361	361	397	387	369	369
Zm00001eb316800	168	132	132	88	125	83	83
Zm00001eb316810	0	6	6	4	1	5	5
Zm00001eb316820	0	0	0	0	0	0	0
Zm00001eb316830	38	42	42	14	10	36	36
Zm00001eb316840	101	111	111	87	86	80	80
Zm00001eb316850	85	22	22	8	86	16	16
Zm00001eb316860	30	22	22	11	17	17	17
Zm00001eb316870	2171	900	900	389	161	315	315
Zm00001eb316880	115	138	138	105	176	127	127
Zm00001eb316890	0	0	0	0	0	0	0
Zm00001eb316900	0	0	0	0	0	0	0
Zm00001eb316910	461	585	585	379	116	404	404
Zm00001eb316920	1592	10931	10931	4215	1132	7615	7615
Zm00001eb316930	279	130	130	114	169	132	132
Zm00001eb316940	217	230	230	180	72	497	497
Zm00001eb316950	128	5	5	16	88	17	17
Zm00001eb316960	3359	2367	2367	3688	2884	5366	5366
Zm00001eb316980	6	5	5	0	3	1	1
Zm00001eb316990	853	1307	1307	1157	850	1169	1169
Zm00001eb317000	0	1	1	6	0	5	5
Zm00001eb317010	67	4	4	36	184	25	25
Zm00001eb317020	24	16	16	60	191	24	24
Zm00001eb317030	567	927	927	740	1036	1230	1230
Zm00001eb317040	270	254	254	228	180	232	232
Zm00001eb317050	233	152	152	198	100	116	116
Zm00001eb317060	445	628	628	541	573	635	635
Zm00001eb317070	36	83	83	150	53	145	145
Zm00001eb317080	762	859	859	653	535	1090	1090
Zm00001eb317090	4078	4350	4350	2742	4332	3247	3247
Zm00001eb317100	895	715	715	1132	865	1070	1070
Zm00001eb317110	767	35	35	38	42	20	20
Zm00001eb317120	0	0	0	0	0	0	0
Zm00001eb317130	0	0	0	0	0	0	0
Zm00001eb317140	1002	1212	1212	1377	752	1507	1507
Zm00001eb317150	11	10	10	4	0	9	9
Zm00001eb317160	790	393	393	1006	888	790	790
Zm00001eb317170	187	175	175	240	143	191	191
Zm00001eb317180	4451	1873	1873	2727	2606	2897	2897
Zm00001eb317190	1199	1687	1687	1268	1289	2228	2228
Zm00001eb317200	13	8	8	14	35	9	9
Zm00001eb317210	799	334	334	499	622	555	555
Zm00001eb317230	506	466	466	639	217	778	778
Zm00001eb317250	0	0	0	0	0	0	0
Zm00001eb317260	0	0	0	0	0	0	0
Zm00001eb317270	0	0	0	0	0	0	0
Zm00001eb317280	6	77	77	69	9	50	50
Zm00001eb317290	0	0	0	0	0	0	0
Zm00001eb317300	166	945	945	545	246	628	628
Zm00001eb317310	0	928	928	374	3	425	425
Zm00001eb317320	0	131	131	53	0	68	68
Zm00001eb317330	0	72	72	46	0	59	59
Zm00001eb317340	0	116	116	48	1	85	85
Zm00001eb317350	2009	537	537	1367	1328	1081	1081
Zm00001eb317360	0	0	0	0	0	0	0
Zm00001eb317370	0	0	0	0	0	0	0
Zm00001eb317380	376	225	225	172	215	172	172
Zm00001eb317400	0	0	0	0	0	0	0
Zm00001eb317410	97	50	50	59	60	71	71
Zm00001eb317420	412	336	336	605	363	577	577
Zm00001eb317430	1103	1889	1889	765	1449	1474	1474
Zm00001eb317440	760	653	653	537	753	1112	1112
Zm00001eb317450	4436	3168	3168	5090	4012	5839	5839
Zm00001eb317460	1004	1243	1243	893	1331	1065	1065
Zm00001eb317470	2052	1521	1521	2543	1909	2972	2972
Zm00001eb317480	2625	1883	1883	2788	2722	3458	3458
Zm00001eb317490	822	790	790	984	667	955	955
Zm00001eb317500	870	616	616	655	478	684	684
Zm00001eb317510	4	1	1	2	0	1	1
Zm00001eb317520	0	0	0	0	0	0	0
Zm00001eb317530	0	0	0	0	0	0	0
Zm00001eb317540	0	0	0	0	0	0	0
Zm00001eb317550	0	0	0	0	0	0	0
Zm00001eb317560	49	0	0	0	12	0	0
Zm00001eb317570	9	2	2	0	8	1	1
Zm00001eb317580	1701	1330	1330	1258	1125	1558	1558
Zm00001eb317590	464	516	516	673	331	785	785
Zm00001eb317600	8	0	0	0	5	0	0
Zm00001eb317610	0	3	3	2	1	3	3
Zm00001eb317630	370	283	283	448	280	503	503
Zm00001eb317640	222	157	157	92	272	125	125
Zm00001eb317650	49	399	399	282	23	349	349
Zm00001eb317670	2	212	212	196	2	124	124
Zm00001eb317680	4385	1965	1965	3626	3802	3353	3353
Zm00001eb317690	0	1	1	1	0	0	0
Zm00001eb317700	0	3	3	0	0	4	4
Zm00001eb317710	4843	4419	4419	5127	4177	6601	6601
Zm00001eb317720	4506	2509	2509	3933	4108	4272	4272
Zm00001eb317730	5	12	12	6	13	14	14
Zm00001eb317740	92	84	84	82	54	108	108
Zm00001eb317760	174	74	74	82	218	59	59
Zm00001eb317770	33	13	13	25	51	29	29
Zm00001eb317790	779	638	638	902	433	603	603
Zm00001eb317800	289	133	133	249	186	168	168
Zm00001eb317810	7055	4395	4395	4652	5137	5378	5378
Zm00001eb317820	1	16	16	0	0	4	4
Zm00001eb317830	85	91	91	54	38	31	31
Zm00001eb317850	0	0	0	0	4	0	0
Zm00001eb317860	1408	1173	1173	1254	1361	1588	1588
Zm00001eb317870	0	6	6	0	0	1	1
Zm00001eb317880	0	0	0	0	0	0	0
Zm00001eb317890	172	202	202	128	103	233	233
Zm00001eb317900	2	0	0	0	6	0	0
Zm00001eb317910	2760	2742	2742	3504	3378	4507	4507
Zm00001eb317920	1373	995	995	1110	1490	1431	1431
Zm00001eb317930	343	258	258	317	318	296	296
Zm00001eb317940	252	242	242	266	307	379	379
Zm00001eb317950	0	0	0	0	1	0	0
Zm00001eb317960	27	0	0	0	22	0	0
Zm00001eb317980	32	68	68	112	9	106	106
Zm00001eb317990	1435	669	669	1240	1083	1480	1480
Zm00001eb318020	690	352	352	1069	746	1692	1692
Zm00001eb318030	1206	1254	1254	1550	922	1873	1873
Zm00001eb318050	1	3	3	4	2	2	2
Zm00001eb318060	73	142	142	58	115	110	110
Zm00001eb318070	1015	1149	1149	756	709	1070	1070
Zm00001eb318080	89	123	123	11	39	71	71
Zm00001eb318090	1	12	12	0	4	8	8
Zm00001eb318100	30	11	11	1	104	8	8
Zm00001eb318110	0	0	0	0	0	0	0
Zm00001eb318120	0	0	0	0	0	0	0
Zm00001eb318130	0	0	0	2	0	0	0
Zm00001eb318140	1	1	1	0	0	2	2
Zm00001eb318150	1675	1217	1217	848	746	1717	1717
Zm00001eb318160	720	443	443	584	539	710	710
Zm00001eb318170	465	450	450	533	330	513	513
Zm00001eb318180	2223	1387	1387	1731	1732	2105	2105
Zm00001eb318190	0	0	0	0	0	0	0
Zm00001eb318200	385	387	387	295	267	339	339
Zm00001eb318210	1079	675	675	1182	838	1301	1301
Zm00001eb318220	962	702	702	1030	835	1114	1114
Zm00001eb318230	543	282	282	258	266	300	300
Zm00001eb318240	923	656	656	651	882	684	684
Zm00001eb318250	1	0	0	0	1	0	0
Zm00001eb318260	0	0	0	0	0	0	0
Zm00001eb318270	19	0	0	0	19	0	0
Zm00001eb318280	0	0	0	0	0	0	0
Zm00001eb318290	9	1	1	1	6	10	10
Zm00001eb318300	940	550	550	628	763	957	957
Zm00001eb318310	114	185	185	131	94	115	115
Zm00001eb318320	559	321	321	293	346	394	394
Zm00001eb318330	40	43	43	43	87	65	65
Zm00001eb318340	56	39	39	73	58	67	67
Zm00001eb318350	1	3	3	0	0	0	0
Zm00001eb318360	35	5	5	8	41	12	12
Zm00001eb318370	766	717	717	1009	852	1041	1041
Zm00001eb318380	0	0	0	2	0	0	0
Zm00001eb318390	663	814	814	785	634	793	793
Zm00001eb318400	3816	2436	2436	4085	3376	4265	4265
Zm00001eb318410	487	155	155	171	223	254	254
Zm00001eb318420	0	0	0	0	0	0	0
Zm00001eb318430	10	0	0	4	2	1	1
Zm00001eb318450	0	0	0	0	0	0	0
Zm00001eb318460	211	1	1	0	108	1	1
Zm00001eb318470	16	25	25	45	43	17	17
Zm00001eb318480	1171	670	670	1221	1174	1281	1281
Zm00001eb318490	0	4	4	1	0	6	6
Zm00001eb318500	13	17	17	6	0	3	3
Zm00001eb318510	0	0	0	0	0	0	0
Zm00001eb318520	146	111	111	121	118	159	159
Zm00001eb318540	643	483	483	614	605	775	775
Zm00001eb318550	0	0	0	0	0	0	0
Zm00001eb318560	1074	915	915	872	975	834	834
Zm00001eb318570	202	215	215	1441	326	602	602
Zm00001eb318580	0	5	5	5	3	16	16
Zm00001eb318590	270	168	168	175	307	181	181
Zm00001eb318600	116	2	2	3	291	0	0
Zm00001eb318610	144	89	89	58	37	22	22
Zm00001eb318620	2157	2477	2477	1892	1390	2970	2970
Zm00001eb318630	1276	1205	1205	1104	1278	1288	1288
Zm00001eb318660	0	0	0	0	0	0	0
Zm00001eb318680	0	0	0	0	0	1	1
Zm00001eb318690	6	0	0	0	1	0	0
Zm00001eb318700	0	0	0	0	0	0	0
Zm00001eb318710	1360	835	835	1158	1097	1418	1418
Zm00001eb318720	1517	1603	1603	2294	1950	2131	2131
Zm00001eb318730	157	184	184	138	111	107	107
Zm00001eb318740	11	40	40	34	9	52	52
Zm00001eb318750	1601	618	618	2153	2430	1094	1094
Zm00001eb318760	686	497	497	337	355	501	501
Zm00001eb318770	3042	1805	1805	1956	2187	2263	2263
Zm00001eb318780	2234	1446	1446	1415	2388	2661	2661
Zm00001eb318790	0	1	1	0	0	0	0
Zm00001eb318800	1391	791	791	1318	1588	1375	1375
Zm00001eb318810	165	190	190	149	94	135	135
Zm00001eb318820	3455	1973	1973	3656	3200	3528	3528
Zm00001eb318830	42	81	81	81	29	56	56
Zm00001eb318840	8	14	14	3	3	1	1
Zm00001eb318850	0	0	0	2	0	5	5
Zm00001eb318860	18	10	10	3	6	15	15
Zm00001eb318870	472	439	439	474	411	595	595
Zm00001eb318880	106	95	95	155	130	118	118
Zm00001eb318890	4	10	10	0	3	0	0
Zm00001eb318900	0	18	18	22	0	6	6
Zm00001eb318910	26	12	12	14	67	11	11
Zm00001eb318920	25	23	23	13	2	16	16
Zm00001eb318940	126	86	86	260	518	128	128
Zm00001eb318950	0	0	0	0	0	0	0
Zm00001eb318960	0	0	0	0	0	0	0
Zm00001eb318970	31	18	18	53	67	91	91
Zm00001eb318980	4	0	0	0	1	0	0
Zm00001eb318990	2707	4608	4608	1860	3601	3275	3275
Zm00001eb319000	1562	1619	1619	1159	968	1422	1422
Zm00001eb319010	967	680	680	344	563	593	593
Zm00001eb319020	29	10	10	3	9	5	5
Zm00001eb319030	2274	1412	1412	1382	2320	1881	1881
Zm00001eb319040	3	0	0	1	0	8	8
Zm00001eb319050	1554	1769	1769	1313	1218	1813	1813
Zm00001eb319060	46	65	65	53	47	66	66
Zm00001eb319080	0	0	0	0	0	0	0
Zm00001eb319090	676	983	983	665	418	660	660
Zm00001eb319100	0	0	0	0	0	0	0
Zm00001eb319110	501	394	394	345	307	303	303
Zm00001eb319120	2	42	42	30	3	25	25
Zm00001eb319130	166	30	30	29	131	35	35
Zm00001eb319140	453	165	165	235	308	149	149
Zm00001eb319150	110	60	60	45	98	61	61
Zm00001eb319160	124	0	0	0	55	0	0
Zm00001eb319170	13	13	13	7	11	6	6
Zm00001eb319180	0	0	0	0	0	0	0
Zm00001eb319210	216	432	432	522	162	188	188
Zm00001eb319220	65	67	67	77	26	82	82
Zm00001eb319230	291	127	127	93	107	75	75
Zm00001eb319240	483	733	733	411	350	357	357
Zm00001eb319250	3	28	28	4	0	2	2
Zm00001eb319260	0	0	0	0	0	0	0
Zm00001eb319270	0	0	0	0	0	0	0
Zm00001eb319280	32	47	47	17	12	42	42
Zm00001eb319300	153	178	178	112	100	113	113
Zm00001eb319310	6	0	0	0	8	0	0
Zm00001eb319320	0	1	1	2	0	2	2
Zm00001eb319330	201	266	266	254	126	257	257
Zm00001eb319340	0	11	11	9	0	7	7
Zm00001eb319350	3462	697	697	691	1124	410	410
Zm00001eb319360	0	0	0	0	0	0	0
Zm00001eb319370	1	0	0	4	2	0	0
Zm00001eb319380	616	543	543	382	321	517	517
Zm00001eb319390	2364	1373	1373	2130	2269	2099	2099
Zm00001eb319400	78	35	35	45	37	40	40
Zm00001eb319410	245	535	535	607	78	706	706
Zm00001eb319420	0	0	0	0	0	0	0
Zm00001eb319430	3	12	12	5	0	0	0
Zm00001eb319440	0	4	4	7	0	4	4
Zm00001eb319450	0	5	5	4	0	5	5
Zm00001eb319460	395	229	229	766	238	1140	1140
Zm00001eb319470	14	6	6	1	6	32	32
Zm00001eb319480	97	68	68	88	84	124	124
Zm00001eb319490	0	0	0	0	0	0	0
Zm00001eb319500	808	802	802	1152	784	1138	1138
Zm00001eb319510	0	3	3	0	2	1	1
Zm00001eb319520	168	212	212	223	224	278	278
Zm00001eb319530	59	32	32	33	57	50	50
Zm00001eb319540	13	37	37	6	16	35	35
Zm00001eb319550	1227	1172	1172	1835	1264	1814	1814
Zm00001eb319560	608	240	240	168	434	324	324
Zm00001eb319570	2	0	0	1	0	0	0
Zm00001eb319580	9	0	0	0	3	0	0
Zm00001eb319590	396	1359	1359	2024	2227	3841	3841
Zm00001eb319600	16	28	28	43	28	49	49
Zm00001eb319610	380	373	373	359	318	436	436
Zm00001eb319620	263	233	233	113	105	111	111
Zm00001eb319630	1327	1488	1488	1070	1214	1272	1272
Zm00001eb319640	7	20	20	14	5	6	6
Zm00001eb319650	0	0	0	0	0	0	0
Zm00001eb319660	2023	1640	1640	1778	1952	2481	2481
Zm00001eb319670	229	9167	9167	6024	119	7822	7822
Zm00001eb319680	3501	4682	4682	3362	3750	4222	4222
Zm00001eb319700	149	142	142	150	240	267	267
Zm00001eb319710	3785	3751	3751	2946	4438	3718	3718
Zm00001eb319720	155	198	198	136	143	147	147
Zm00001eb319730	1363	1050	1050	967	1030	1318	1318
Zm00001eb319740	0	1	1	2	0	0	0
Zm00001eb319750	0	1	1	0	0	0	0
Zm00001eb319760	2231	1511	1511	1310	1904	1743	1743
Zm00001eb319770	1051	973	973	983	963	1176	1176
Zm00001eb319780	335	340	340	379	198	519	519
Zm00001eb319790	780	798	798	637	552	742	742
Zm00001eb319800	172	68	68	26	195	91	91
Zm00001eb319810	20	23	23	13	6	8	8
Zm00001eb319820	3022	2144	2144	1196	2020	2052	2052
Zm00001eb319840	0	0	0	0	0	0	0
Zm00001eb319850	50	39	39	30	13	45	45
Zm00001eb319860	31	11	11	5	31	59	59
Zm00001eb319870	0	0	0	0	0	0	0
Zm00001eb319880	0	1	1	1	1	0	0
Zm00001eb319930	2184	1668	1668	1974	2020	2567	2567
Zm00001eb319940	0	0	0	0	0	0	0
Zm00001eb319950	0	0	0	0	0	0	0
Zm00001eb319960	396	268	268	417	329	469	469
Zm00001eb319970	1216	769	769	853	1018	1023	1023
Zm00001eb319980	56	18	18	4	10	14	14
Zm00001eb319990	846	509	509	748	824	733	733
Zm00001eb320000	0	1	1	2	0	0	0
Zm00001eb320010	469	64	64	195	270	86	86
Zm00001eb320020	67	25	25	37	15	52	52
Zm00001eb320030	591	598	598	753	876	953	953
Zm00001eb320050	51	73	73	17	29	32	32
Zm00001eb320070	70	73	73	34	44	75	75
Zm00001eb320080	7	13	13	35	18	24	24
Zm00001eb320090	204	189	189	142	130	201	201
Zm00001eb320100	1008	1124	1124	770	659	972	972
Zm00001eb320110	4	0	0	0	4	0	0
Zm00001eb320120	816	325	325	476	597	695	695
Zm00001eb320130	144	124	124	71	41	124	124
