ENSEMBL_GeneID	T_6_Susc	T_6_Tol
Zm00001eb317700	0	4
Zm00001eb319370	4	0
Zm00001eb326110	2	2
Zm00001eb329300	0	1
Zm00001eb333610	0	0
Zm00001eb336570	3	0
Zm00001eb339770	3	1
Zm00001eb340610	0	3
Zm00001eb341330	0	0
Zm00001eb342380	0	4
Zm00001eb342560	0	0
Zm00001eb346640	0	0
Zm00001eb352690	7	1
Zm00001eb356400	1	0
Zm00001eb358360	2	0
Zm00001eb359890	0	4
Zm00001eb361110	0	0
Zm00001eb361270	1	0
Zm00001eb365620	6	0
Zm00001eb365650	1	0
Zm00001eb368200	4	0
Zm00001eb370400	5	0
Zm00001eb371550	0	2
Zm00001eb372520	2	1
Zm00001eb372730	3	0
Zm00001eb373230	3	0
Zm00001eb374970	1	4
Zm00001eb380350	0	1
Zm00001eb384060	0	0
Zm00001eb388630	0	0
Zm00001eb389110	0	0
Zm00001eb391220	8	0
Zm00001eb397120	1	5
Zm00001eb400690	0	1
Zm00001eb402280	2	1
Zm00001eb405100	4	1
Zm00001eb409640	2	1
Zm00001eb416700	0	2
Zm00001eb423130	0	4
Zm00001eb428640	3	0
Zm00001eb000110	0	0
Zm00001eb000760	2	0
Zm00001eb002970	0	3
Zm00001eb003160	0	1
Zm00001eb004740	1	0
Zm00001eb007120	3	0
Zm00001eb007840	1	4
Zm00001eb010770	0	0
Zm00001eb020580	4	1
Zm00001eb020880	1	2
Zm00001eb021060	0	4
Zm00001eb026480	2	0
Zm00001eb027410	1	1
Zm00001eb034640	3	0
Zm00001eb042510	0	0
Zm00001eb050810	0	0
Zm00001eb052760	1	1
Zm00001eb053690	9	0
Zm00001eb056310	2	3
Zm00001eb060650	0	4
Zm00001eb060910	0	2
Zm00001eb061110	0	2
Zm00001eb063760	4	0
Zm00001eb068500	2	0
Zm00001eb068870	4	0
Zm00001eb071200	7	0
Zm00001eb074230	0	0
Zm00001eb078630	1	1
Zm00001eb084780	0	2
Zm00001eb094360	3	0
Zm00001eb095740	0	4
Zm00001eb096800	0	0
Zm00001eb098170	1	0
Zm00001eb099800	0	3
Zm00001eb100700	2	0
Zm00001eb100800	2	0
Zm00001eb103590	0	0
Zm00001eb103870	0	3
Zm00001eb105250	0	0
Zm00001eb107510	3	0
Zm00001eb108000	5	0
Zm00001eb108020	2	0
Zm00001eb111510	4	0
Zm00001eb113300	5	0
Zm00001eb118530	1	0
Zm00001eb118610	1	0
Zm00001eb126240	0	0
Zm00001eb127140	0	0
Zm00001eb128100	3	2
Zm00001eb128430	0	0
Zm00001eb129680	6	0
Zm00001eb131850	0	1
Zm00001eb132390	1	1
Zm00001eb136700	2	1
Zm00001eb142410	3	0
Zm00001eb147020	0	0
Zm00001eb147980	0	0
Zm00001eb149870	0	4
Zm00001eb160850	0	0
Zm00001eb162520	3	0
Zm00001eb164680	1	0
Zm00001eb165680	1	1
Zm00001eb168010	0	0
Zm00001eb171330	1	1
Zm00001eb175260	0	0
Zm00001eb180250	0	1
Zm00001eb181090	4	0
Zm00001eb181830	3	0
Zm00001eb182580	0	1
Zm00001eb184180	1	3
Zm00001eb186110	3	3
Zm00001eb186760	2	1
Zm00001eb187330	3	0
Zm00001eb192540	2	2
Zm00001eb196040	0	0
Zm00001eb196370	0	2
Zm00001eb196450	1	0
Zm00001eb197430	0	1
Zm00001eb197540	2	2
Zm00001eb197770	4	2
Zm00001eb199350	1	1
Zm00001eb203030	0	3
Zm00001eb203680	0	0
Zm00001eb208750	0	0
Zm00001eb212210	0	1
Zm00001eb213220	0	5
Zm00001eb222130	6	0
Zm00001eb223180	8	0
Zm00001eb225640	0	2
Zm00001eb228430	0	4
Zm00001eb230320	1	3
Zm00001eb231970	2	2
Zm00001eb233110	2	0
Zm00001eb235990	2	2
Zm00001eb242140	2	1
Zm00001eb253260	0	0
Zm00001eb253730	0	1
Zm00001eb254420	0	6
Zm00001eb262370	3	1
Zm00001eb262990	1	0
Zm00001eb263310	3	2
Zm00001eb265690	1	0
Zm00001eb268040	5	1
Zm00001eb268680	5	0
Zm00001eb274150	1	0
Zm00001eb276350	0	1
Zm00001eb276450	0	1
Zm00001eb276690	4	0
Zm00001eb280140	4	3
Zm00001eb284860	0	0
Zm00001eb286680	6	0
Zm00001eb287780	0	0
Zm00001eb289420	0	4
Zm00001eb289720	1	0
Zm00001eb290010	0	4
Zm00001eb290020	0	3
Zm00001eb291030	3	2
Zm00001eb291450	0	2
Zm00001eb297040	6	1
Zm00001eb298520	3	0
Zm00001eb302160	0	6
Zm00001eb303510	0	3
Zm00001eb306460	0	0
Zm00001eb307930	3	0
Zm00001eb308020	1	1
Zm00001eb308490	0	1
Zm00001eb309500	2	3
Zm00001eb310150	0	2
Zm00001eb313180	2	4
Zm00001eb315740	0	0
Zm00001eb323560	4	0
Zm00001eb323670	0	4
Zm00001eb341100	1	0
Zm00001eb348430	0	1
Zm00001eb359480	4	1
Zm00001eb361940	0	0
Zm00001eb368490	0	2
Zm00001eb374850	0	2
Zm00001eb376380	0	2
Zm00001eb383760	0	2
Zm00001eb387240	2	3
Zm00001eb388490	0	3
Zm00001eb389690	1	1
Zm00001eb390360	0	1
Zm00001eb395160	0	2
Zm00001eb395370	0	0
Zm00001eb395680	0	3
Zm00001eb397450	2	0
Zm00001eb404330	1	0
Zm00001eb406970	0	0
Zm00001eb408450	1	0
Zm00001eb414450	0	2
Zm00001eb415260	0	3
Zm00001eb415550	0	0
Zm00001eb416740	2	1
Zm00001eb418050	0	1
Zm00001eb421300	1	1
Zm00001eb426020	2	0
Zm00001eb426780	3	0
Zm00001eb428980	2	1
Zm00001eb429830	0	0
Zm00001eb433570	7	0
Zm00001eb004950	0	3
Zm00001eb017510	1	0
Zm00001eb018230	0	0
Zm00001eb020920	2	0
Zm00001eb021930	0	9
Zm00001eb022840	0	0
Zm00001eb026170	4	0
Zm00001eb032270	3	0
Zm00001eb032510	0	1
Zm00001eb032730	4	0
Zm00001eb036060	3	0
Zm00001eb036380	0	2
Zm00001eb040300	0	0
Zm00001eb040910	2	0
Zm00001eb040940	0	0
Zm00001eb040980	0	7
Zm00001eb043050	0	1
Zm00001eb043610	3	2
Zm00001eb048740	1	0
Zm00001eb051660	1	0
Zm00001eb056560	0	0
Zm00001eb056810	4	1
Zm00001eb058290	1	1
Zm00001eb061870	3	0
Zm00001eb066700	3	0
Zm00001eb068790	4	2
Zm00001eb068940	1	0
Zm00001eb069820	0	2
Zm00001eb070660	0	3
Zm00001eb076800	0	3
Zm00001eb078300	2	0
Zm00001eb083350	0	4
Zm00001eb085930	4	0
Zm00001eb087910	4	0
Zm00001eb089280	0	1
Zm00001eb090070	0	0
Zm00001eb092160	2	2
Zm00001eb096460	5	0
Zm00001eb099400	3	0
Zm00001eb107140	0	2
Zm00001eb110570	4	0
Zm00001eb115880	0	0
Zm00001eb116060	0	3
Zm00001eb116100	1	2
Zm00001eb121260	0	0
Zm00001eb121840	0	3
Zm00001eb128560	0	1
Zm00001eb128710	1	0
Zm00001eb131040	0	6
Zm00001eb131400	0	2
Zm00001eb134770	1	2
Zm00001eb135660	0	4
Zm00001eb136560	3	0
Zm00001eb136950	0	0
Zm00001eb137080	0	1
Zm00001eb138860	0	0
Zm00001eb139940	0	6
Zm00001eb142070	3	0
Zm00001eb142330	3	5
Zm00001eb142690	2	1
Zm00001eb146240	0	3
Zm00001eb147250	1	0
Zm00001eb155190	0	2
Zm00001eb159370	2	1
Zm00001eb160570	1	1
Zm00001eb161060	0	2
Zm00001eb165630	0	2
Zm00001eb165980	1	3
Zm00001eb173080	1	2
Zm00001eb175090	0	1
Zm00001eb175390	1	7
Zm00001eb176890	2	3
Zm00001eb177970	2	0
Zm00001eb178260	0	2
Zm00001eb180000	0	1
Zm00001eb183480	3	1
Zm00001eb185430	0	2
Zm00001eb188730	3	0
Zm00001eb198020	1	1
Zm00001eb198190	2	3
Zm00001eb199000	0	0
Zm00001eb200960	1	1
Zm00001eb202060	0	5
Zm00001eb202280	0	2
Zm00001eb206270	1	0
Zm00001eb206820	2	1
Zm00001eb208300	3	0
Zm00001eb208600	0	1
Zm00001eb208950	0	3
Zm00001eb209970	1	3
Zm00001eb210910	2	1
Zm00001eb213390	0	0
Zm00001eb218060	0	0
Zm00001eb219130	1	0
Zm00001eb221880	0	1
Zm00001eb224330	4	0
Zm00001eb226890	0	3
Zm00001eb230410	0	0
Zm00001eb231600	0	0
Zm00001eb231950	2	0
Zm00001eb239220	0	0
Zm00001eb239350	1	0
Zm00001eb240150	0	2
Zm00001eb243960	3	0
Zm00001eb245830	2	1
Zm00001eb248910	0	0
Zm00001eb249000	3	0
Zm00001eb255950	2	2
Zm00001eb261460	2	0
Zm00001eb263190	2	1
Zm00001eb263370	2	0
Zm00001eb263650	1	5
Zm00001eb265330	1	0
Zm00001eb270180	1	1
Zm00001eb270980	0	3
Zm00001eb271470	1	0
Zm00001eb272860	1	3
Zm00001eb274380	0	0
Zm00001eb280530	0	0
Zm00001eb282350	3	1
Zm00001eb284050	4	0
Zm00001eb284270	0	2
Zm00001eb286080	2	0
Zm00001eb286500	5	0
Zm00001eb290140	0	1
Zm00001eb294950	0	0
Zm00001eb297410	6	0
Zm00001eb299470	0	4
Zm00001eb300540	3	0
Zm00001eb302220	6	0
Zm00001eb307110	0	0
Zm00001eb315570	6	0
Zm00001eb315980	2	1
Zm00001eb323540	1	1
Zm00001eb324320	0	0
Zm00001eb324560	0	0
Zm00001eb332170	0	1
Zm00001eb332680	0	3
Zm00001eb337740	3	0
Zm00001eb338650	0	0
Zm00001eb340150	0	2
Zm00001eb340660	2	3
Zm00001eb344410	0	0
Zm00001eb346370	0	3
Zm00001eb348180	0	0
Zm00001eb350260	0	4
Zm00001eb350880	5	0
Zm00001eb354740	0	7
Zm00001eb357610	0	6
Zm00001eb358250	2	0
Zm00001eb359960	0	1
Zm00001eb363030	1	0
Zm00001eb367910	2	0
Zm00001eb369570	0	3
Zm00001eb374890	1	1
Zm00001eb379520	0	2
Zm00001eb382740	3	0
Zm00001eb387380	1	0
Zm00001eb387550	1	1
Zm00001eb389250	2	0
Zm00001eb390800	2	2
Zm00001eb391930	2	0
Zm00001eb396240	1	0
Zm00001eb397480	2	2
Zm00001eb401020	2	2
Zm00001eb401310	0	0
Zm00001eb405080	5	0
Zm00001eb405780	1	5
Zm00001eb407170	0	1
Zm00001eb414480	4	0
Zm00001eb415780	5	0
Zm00001eb416440	3	0
Zm00001eb418250	0	3
Zm00001eb424070	1	1
Zm00001eb425330	0	1
Zm00001eb426310	0	2
Zm00001eb429240	0	0
Zm00001eb429470	3	3
Zm00001eb431390	3	0
Zm00001eb432850	0	1
Zm00001eb434580	4	0
Zm00001eb000410	1	0
Zm00001eb004610	0	1
Zm00001eb007970	0	1
Zm00001eb008510	1	2
Zm00001eb014230	3	0
Zm00001eb020610	0	0
Zm00001eb024650	0	4
Zm00001eb029890	0	0
Zm00001eb030770	1	0
Zm00001eb031620	3	0
Zm00001eb031950	0	0
Zm00001eb032130	1	1
Zm00001eb037920	7	0
Zm00001eb038800	0	0
Zm00001eb040020	2	1
Zm00001eb040830	1	4
Zm00001eb041500	0	2
Zm00001eb043010	0	1
Zm00001eb048300	0	2
Zm00001eb048360	3	1
Zm00001eb053990	0	1
Zm00001eb054270	0	4
Zm00001eb057560	0	1
Zm00001eb059420	0	1
Zm00001eb065270	0	1
Zm00001eb065440	7	0
Zm00001eb066220	1	0
Zm00001eb071330	1	0
Zm00001eb071950	1	5
Zm00001eb072320	0	5
Zm00001eb072470	2	3
Zm00001eb073050	0	3
Zm00001eb074000	0	1
Zm00001eb074960	0	0
Zm00001eb077750	2	0
Zm00001eb079700	0	1
Zm00001eb081670	0	2
Zm00001eb083510	2	0
Zm00001eb085020	0	0
Zm00001eb091340	2	1
Zm00001eb093170	1	0
Zm00001eb094760	2	1
Zm00001eb094850	1	0
Zm00001eb095860	3	0
Zm00001eb098710	2	3
Zm00001eb099370	0	1
Zm00001eb101450	0	0
Zm00001eb103920	0	2
Zm00001eb103930	0	1
Zm00001eb104240	0	3
Zm00001eb104340	0	0
Zm00001eb106340	3	0
Zm00001eb114300	0	3
Zm00001eb114560	1	1
Zm00001eb114650	0	5
Zm00001eb116760	0	9
Zm00001eb117580	1	0
Zm00001eb124970	1	1
Zm00001eb125680	0	1
Zm00001eb126200	3	0
Zm00001eb128540	0	0
Zm00001eb130440	2	2
Zm00001eb133980	2	4
Zm00001eb137520	9	0
Zm00001eb139330	0	1
Zm00001eb142050	0	3
Zm00001eb142240	2	0
Zm00001eb143820	3	0
Zm00001eb146980	0	4
Zm00001eb147030	0	0
Zm00001eb150240	2	0
Zm00001eb161220	0	2
Zm00001eb163820	2	3
Zm00001eb163900	0	1
Zm00001eb177030	1	5
Zm00001eb177910	0	1
Zm00001eb178440	3	1
Zm00001eb181720	5	0
Zm00001eb187990	0	3
Zm00001eb198270	2	0
Zm00001eb199640	0	1
Zm00001eb211380	0	3
Zm00001eb213240	2	0
Zm00001eb216490	1	0
Zm00001eb224930	0	0
Zm00001eb227060	2	0
Zm00001eb227280	2	0
Zm00001eb232630	0	0
Zm00001eb233480	0	3
Zm00001eb234140	0	2
Zm00001eb234560	2	0
Zm00001eb236390	0	0
Zm00001eb241540	5	1
Zm00001eb245180	0	0
Zm00001eb245890	3	0
Zm00001eb248810	0	0
Zm00001eb251660	2	3
Zm00001eb259690	2	1
Zm00001eb259980	1	1
Zm00001eb262460	0	0
Zm00001eb262670	1	0
Zm00001eb263240	2	1
Zm00001eb264090	0	3
Zm00001eb267920	1	5
Zm00001eb268210	1	1
Zm00001eb270710	2	0
Zm00001eb271920	0	0
Zm00001eb273520	0	2
Zm00001eb273990	3	0
Zm00001eb277800	2	0
Zm00001eb278390	3	0
Zm00001eb284440	1	4
Zm00001eb288560	1	1
Zm00001eb289980	1	4
Zm00001eb297690	0	2
Zm00001eb304870	0	0
Zm00001eb305910	0	2
Zm00001eb309330	6	0
Zm00001eb310690	3	1
Zm00001eb313360	0	0
Zm00001eb315100	3	0
Zm00001eb315160	1	4
Zm00001eb315260	0	5
Zm00001eb315370	0	3
Zm00001eb318980	0	0
Zm00001eb320250	0	0
Zm00001eb326600	0	3
Zm00001eb332370	0	1
Zm00001eb333660	0	0
Zm00001eb335170	8	0
Zm00001eb343310	0	0
Zm00001eb347350	6	0
Zm00001eb349180	1	2
Zm00001eb353040	2	0
Zm00001eb357800	0	0
Zm00001eb359180	3	0
Zm00001eb361540	4	0
Zm00001eb361580	4	3
Zm00001eb361680	2	1
Zm00001eb363560	2	1
Zm00001eb365250	5	0
Zm00001eb365470	0	2
Zm00001eb366480	0	0
Zm00001eb367750	0	1
Zm00001eb369040	0	0
Zm00001eb374170	0	0
Zm00001eb375740	0	0
Zm00001eb379640	0	0
Zm00001eb381540	0	0
Zm00001eb383430	0	4
Zm00001eb386430	4	0
Zm00001eb390840	0	0
Zm00001eb391610	3	2
Zm00001eb394100	0	1
Zm00001eb396980	1	0
Zm00001eb398360	1	3
Zm00001eb408300	0	0
Zm00001eb411040	3	0
Zm00001eb413250	1	0
Zm00001eb417170	2	0
Zm00001eb421960	0	2
Zm00001eb426290	0	5
Zm00001eb426550	1	2
Zm00001eb428850	0	1
Zm00001eb430860	0	0
Zm00001eb002300	1	0
Zm00001eb003100	2	0
Zm00001eb004060	2	0
Zm00001eb005870	0	0
Zm00001eb006630	0	1
Zm00001eb009030	3	0
Zm00001eb012510	1	1
Zm00001eb013770	0	0
Zm00001eb019020	5	0
Zm00001eb020440	0	1
Zm00001eb025850	1	0
Zm00001eb025870	1	1
Zm00001eb026370	0	0
Zm00001eb027620	0	2
Zm00001eb032020	0	2
Zm00001eb032540	4	0
Zm00001eb032960	1	1
Zm00001eb033450	4	1
Zm00001eb037390	0	0
Zm00001eb038480	0	0
Zm00001eb045000	0	2
Zm00001eb046290	0	2
Zm00001eb053590	1	0
Zm00001eb054900	0	4
Zm00001eb057480	0	0
Zm00001eb062670	1	1
Zm00001eb070680	1	1
Zm00001eb071180	1	3
Zm00001eb072380	0	1
Zm00001eb074510	0	0
Zm00001eb075240	2	1
Zm00001eb087040	1	0
Zm00001eb089930	0	1
Zm00001eb090450	0	3
Zm00001eb091940	0	0
Zm00001eb097820	3	0
Zm00001eb099690	0	4
Zm00001eb103040	2	6
Zm00001eb105860	2	0
Zm00001eb106810	0	0
Zm00001eb106920	1	0
Zm00001eb113620	2	0
Zm00001eb115550	2	0
Zm00001eb117660	0	0
Zm00001eb119850	2	0
Zm00001eb120120	4	0
Zm00001eb122640	1	0
Zm00001eb125790	0	0
Zm00001eb127740	0	1
Zm00001eb129140	2	2
Zm00001eb129160	1	0
Zm00001eb132590	0	0
Zm00001eb132640	0	0
Zm00001eb132830	0	0
Zm00001eb134450	1	0
Zm00001eb135840	2	0
Zm00001eb137950	3	0
Zm00001eb141740	0	0
Zm00001eb142470	0	1
Zm00001eb143730	2	0
Zm00001eb144860	5	0
Zm00001eb145610	3	1
Zm00001eb145650	0	3
Zm00001eb146320	0	2
Zm00001eb149770	0	3
Zm00001eb152240	2	0
Zm00001eb153250	0	5
Zm00001eb155480	0	2
Zm00001eb156050	0	3
Zm00001eb159660	1	0
Zm00001eb162730	0	0
Zm00001eb163890	3	3
Zm00001eb164890	1	0
Zm00001eb164970	0	2
Zm00001eb167110	0	2
Zm00001eb167200	3	1
Zm00001eb169110	0	0
Zm00001eb169500	1	3
Zm00001eb170580	0	2
Zm00001eb171870	4	0
Zm00001eb172010	2	0
Zm00001eb172210	3	1
Zm00001eb175480	0	5
Zm00001eb182450	0	1
Zm00001eb184250	0	4
Zm00001eb187740	0	0
Zm00001eb188290	0	0
Zm00001eb190440	1	0
Zm00001eb202630	0	0
Zm00001eb206640	0	0
Zm00001eb206720	2	0
Zm00001eb214190	2	2
Zm00001eb219050	1	2
Zm00001eb219110	0	1
Zm00001eb221630	0	3
Zm00001eb222480	0	0
Zm00001eb228950	2	1
Zm00001eb231270	2	2
Zm00001eb234440	0	2
Zm00001eb236690	2	0
Zm00001eb239640	1	2
Zm00001eb239950	0	1
Zm00001eb241070	3	0
Zm00001eb242290	3	1
Zm00001eb243390	0	3
Zm00001eb244700	1	0
Zm00001eb245330	0	1
Zm00001eb246380	0	8
Zm00001eb250710	5	0
Zm00001eb254730	0	2
Zm00001eb257100	2	0
Zm00001eb260290	2	0
Zm00001eb263760	0	6
Zm00001eb264020	1	0
Zm00001eb264600	0	0
Zm00001eb265570	0	0
Zm00001eb266120	0	3
Zm00001eb267240	1	3
Zm00001eb268310	0	0
Zm00001eb271330	3	0
Zm00001eb273250	0	1
Zm00001eb273420	0	0
Zm00001eb277230	0	0
Zm00001eb281650	1	0
Zm00001eb281830	0	3
Zm00001eb282420	0	0
Zm00001eb283100	0	0
Zm00001eb284010	0	0
Zm00001eb284680	0	1
Zm00001eb287140	2	0
Zm00001eb290730	0	1
Zm00001eb295400	0	0
Zm00001eb300450	1	0
Zm00001eb302430	1	0
Zm00001eb305310	1	0
Zm00001eb308850	0	0
Zm00001eb310680	0	1
Zm00001eb310950	1	0
Zm00001eb311600	0	0
Zm00001eb319320	0	2
Zm00001eb319510	0	1
Zm00001eb320260	3	0
Zm00001eb320570	0	1
Zm00001eb323750	0	4
Zm00001eb324120	2	2
Zm00001eb327850	3	0
Zm00001eb329610	0	0
Zm00001eb329990	1	2
Zm00001eb331150	0	0
Zm00001eb336060	0	1
Zm00001eb336080	0	2
Zm00001eb338380	3	1
Zm00001eb341910	0	3
Zm00001eb342090	1	0
Zm00001eb342450	2	0
Zm00001eb343740	0	4
Zm00001eb344000	3	0
Zm00001eb347030	3	0
Zm00001eb348890	0	0
Zm00001eb349370	1	0
Zm00001eb349980	1	0
Zm00001eb355620	1	0
Zm00001eb359150	0	0
Zm00001eb363020	0	6
Zm00001eb363680	2	1
Zm00001eb371110	2	0
Zm00001eb372270	0	4
Zm00001eb372880	0	0
Zm00001eb373750	0	0
Zm00001eb375280	0	0
Zm00001eb377480	0	2
Zm00001eb382300	0	0
Zm00001eb383110	0	3
Zm00001eb383140	0	0
Zm00001eb383940	5	0
Zm00001eb384470	0	0
Zm00001eb385320	0	0
Zm00001eb388150	0	2
Zm00001eb392810	0	1
Zm00001eb392820	0	5
Zm00001eb395650	2	0
Zm00001eb396120	0	4
Zm00001eb396160	0	0
Zm00001eb402140	2	0
Zm00001eb406210	3	0
Zm00001eb406260	0	0
Zm00001eb407200	6	0
Zm00001eb407400	3	1
Zm00001eb411370	1	2
Zm00001eb412220	0	2
Zm00001eb412830	1	0
Zm00001eb414880	0	0
Zm00001eb415160	3	0
Zm00001eb416380	0	0
Zm00001eb417030	0	4
Zm00001eb417270	0	4
Zm00001eb418590	0	0
Zm00001eb419570	0	0
Zm00001eb420460	5	0
Zm00001eb424300	0	5
Zm00001eb424530	2	2
Zm00001eb426880	6	0
Zm00001eb426890	1	0
Zm00001eb432700	2	2
Zm00001eb433590	1	0
Zm00001eb003770	0	1
Zm00001eb005240	0	0
Zm00001eb006030	0	3
Zm00001eb006650	0	2
Zm00001eb006700	3	2
Zm00001eb011090	1	2
Zm00001eb011320	4	0
Zm00001eb015480	1	0
Zm00001eb017540	2	0
Zm00001eb019360	3	2
Zm00001eb020850	2	0
Zm00001eb022170	0	0
Zm00001eb023610	2	0
Zm00001eb026070	3	0
Zm00001eb026340	1	0
Zm00001eb027220	0	0
Zm00001eb031740	0	1
Zm00001eb033880	0	0
Zm00001eb035950	0	0
Zm00001eb037490	1	0
Zm00001eb040290	0	0
Zm00001eb044530	0	0
Zm00001eb046480	0	4
Zm00001eb049470	0	0
Zm00001eb049670	1	3
Zm00001eb056660	6	0
Zm00001eb059480	1	0
Zm00001eb061900	0	1
Zm00001eb063950	3	0
Zm00001eb069480	0	0
Zm00001eb069780	0	3
Zm00001eb070020	1	2
Zm00001eb074590	1	0
Zm00001eb076080	0	0
Zm00001eb076360	3	0
Zm00001eb076960	0	0
Zm00001eb076980	2	2
Zm00001eb080150	0	0
Zm00001eb081560	0	4
Zm00001eb082140	1	0
Zm00001eb082900	1	3
Zm00001eb085480	0	0
Zm00001eb085650	0	3
Zm00001eb085710	0	1
Zm00001eb091280	1	0
Zm00001eb092920	0	1
Zm00001eb095300	2	1
Zm00001eb095310	3	0
Zm00001eb095430	0	0
Zm00001eb098140	0	0
Zm00001eb101290	0	1
Zm00001eb104490	1	0
Zm00001eb105320	0	1
Zm00001eb107310	0	0
Zm00001eb108740	1	0
Zm00001eb109180	4	0
Zm00001eb113060	2	0
Zm00001eb113110	0	2
Zm00001eb114590	0	2
Zm00001eb116330	0	1
Zm00001eb116520	0	5
Zm00001eb117730	2	0
Zm00001eb119360	2	0
Zm00001eb122520	0	0
Zm00001eb123820	0	0
Zm00001eb127440	1	0
Zm00001eb128650	0	0
Zm00001eb128820	2	0
Zm00001eb130310	0	0
Zm00001eb130770	0	1
Zm00001eb131810	5	0
Zm00001eb132220	0	0
Zm00001eb134210	0	1
Zm00001eb134810	0	3
Zm00001eb135950	2	0
Zm00001eb142040	1	0
Zm00001eb144750	0	2
Zm00001eb146140	0	0
Zm00001eb149060	0	2
Zm00001eb149080	0	0
Zm00001eb150120	0	0
Zm00001eb151960	3	0
Zm00001eb152890	0	2
Zm00001eb156030	0	0
Zm00001eb156490	0	1
Zm00001eb156630	0	1
Zm00001eb159990	3	0
Zm00001eb160420	1	0
Zm00001eb160900	2	0
Zm00001eb162660	0	4
Zm00001eb165010	0	0
Zm00001eb165640	0	0
Zm00001eb168020	4	0
Zm00001eb168970	0	0
Zm00001eb170890	0	2
Zm00001eb172600	0	2
Zm00001eb172990	4	0
Zm00001eb173720	1	3
Zm00001eb177360	4	0
Zm00001eb178800	1	0
Zm00001eb178850	4	0
Zm00001eb180730	1	1
Zm00001eb182440	0	2
Zm00001eb182600	0	1
Zm00001eb183360	0	1
Zm00001eb184280	0	0
Zm00001eb185440	0	2
Zm00001eb187320	0	0
Zm00001eb192410	0	2
Zm00001eb192990	1	0
Zm00001eb195570	0	0
Zm00001eb195900	3	0
Zm00001eb196010	0	0
Zm00001eb196120	0	0
Zm00001eb198070	2	0
Zm00001eb199890	0	0
Zm00001eb201540	1	2
Zm00001eb202340	2	0
Zm00001eb203020	0	0
Zm00001eb203660	1	0
Zm00001eb203880	1	2
Zm00001eb205180	3	0
Zm00001eb206290	2	1
Zm00001eb206390	0	0
Zm00001eb207710	0	5
Zm00001eb209790	0	1
Zm00001eb215700	0	0
Zm00001eb215880	0	6
Zm00001eb217920	0	1
Zm00001eb219660	1	0
Zm00001eb221510	0	6
Zm00001eb221950	2	1
Zm00001eb222080	3	0
Zm00001eb223260	0	0
Zm00001eb223440	1	2
Zm00001eb230440	2	0
Zm00001eb231670	0	0
Zm00001eb235380	2	0
Zm00001eb236770	0	2
Zm00001eb238180	0	0
Zm00001eb239870	0	3
Zm00001eb240420	0	0
Zm00001eb241120	2	0
Zm00001eb241640	0	0
Zm00001eb242040	3	0
Zm00001eb242250	0	0
Zm00001eb243030	2	0
Zm00001eb243220	1	1
Zm00001eb245270	3	0
Zm00001eb246920	1	0
Zm00001eb254000	4	0
Zm00001eb256400	1	2
Zm00001eb256820	0	1
Zm00001eb259090	0	0
Zm00001eb261050	0	1
Zm00001eb261060	0	5
Zm00001eb261640	0	0
Zm00001eb262320	2	0
Zm00001eb263480	1	2
Zm00001eb265700	0	1
Zm00001eb265840	0	1
Zm00001eb267870	2	0
Zm00001eb272680	0	6
Zm00001eb274560	1	1
Zm00001eb275010	0	2
Zm00001eb275070	0	0
Zm00001eb277650	0	0
Zm00001eb277760	4	0
Zm00001eb282240	0	3
Zm00001eb283190	0	2
Zm00001eb283720	2	0
Zm00001eb283850	4	0
Zm00001eb285020	0	0
Zm00001eb288590	0	2
Zm00001eb288650	0	2
Zm00001eb291220	0	2
Zm00001eb292990	0	0
Zm00001eb293300	1	0
Zm00001eb298550	0	1
Zm00001eb298720	0	0
Zm00001eb298770	0	0
Zm00001eb299320	0	0
Zm00001eb299590	0	1
Zm00001eb299690	0	0
Zm00001eb303880	2	0
Zm00001eb306090	2	2
Zm00001eb306700	0	0
Zm00001eb307180	0	0
Zm00001eb309930	1	0
Zm00001eb311070	0	0
Zm00001eb312120	1	3
Zm00001eb316040	0	1
Zm00001eb322550	1	0
Zm00001eb324050	3	0
Zm00001eb324660	3	0
Zm00001eb324980	0	2
Zm00001eb326690	0	0
Zm00001eb331840	0	2
Zm00001eb333080	0	5
Zm00001eb338350	0	0
Zm00001eb338540	0	0
Zm00001eb339520	0	0
Zm00001eb339690	0	1
Zm00001eb343710	2	0
Zm00001eb344710	0	2
Zm00001eb345390	0	1
Zm00001eb348020	1	0
Zm00001eb351170	0	0
Zm00001eb352010	0	0
Zm00001eb352020	0	0
Zm00001eb356230	0	0
Zm00001eb363660	0	0
Zm00001eb364050	0	0
Zm00001eb368240	2	0
Zm00001eb370630	0	0
Zm00001eb376440	1	0
Zm00001eb378490	0	1
Zm00001eb379010	0	0
Zm00001eb379700	0	3
Zm00001eb380210	1	2
Zm00001eb380700	1	0
Zm00001eb381150	0	1
Zm00001eb384560	2	1
Zm00001eb387170	0	0
Zm00001eb387330	0	0
Zm00001eb392200	0	0
Zm00001eb392520	2	0
Zm00001eb393800	1	1
Zm00001eb396200	0	0
Zm00001eb396620	0	0
Zm00001eb396630	0	1
Zm00001eb399050	0	3
Zm00001eb400950	0	2
Zm00001eb406090	1	0
Zm00001eb406290	0	0
Zm00001eb408400	2	0
Zm00001eb408410	0	3
Zm00001eb408700	2	0
Zm00001eb410940	1	0
Zm00001eb411510	0	2
Zm00001eb412100	3	1
Zm00001eb413530	3	0
Zm00001eb415020	2	0
Zm00001eb416690	2	0
