ENSEMBL_GeneID	C_24_Susc_counts	C_24_Tol_counts	C_6_Susc_counts	C_6_Tol_counts	T_24_Susc_counts	T_24_Tol_counts	T_6_Susc_counts	T_6_Tol_counts
Zm00001eb373640	0	0	0	0	0	0	0	0
Zm00001eb373650	69	130	69	110	83	95	133	121
Zm00001eb373660	4	3	4	0	1	7	33	10
Zm00001eb373670	148	181.81	95	112	63	145	162	153
Zm00001eb373680	0	0	0	0	0	0	0	0
Zm00001eb373690	0	0	0	0	0	0	0	0
Zm00001eb373700	207	348	223	319	195	525	192	291
Zm00001eb373710	305	368	307	234	311	473	327	450
Zm00001eb373720	0	0	0	0	0	0	0	0
Zm00001eb373730	0	0	0	0	0	0	0	0
Zm00001eb373750	0	0	0	0	0	0	0	0
Zm00001eb373760	420	949	441	540	653	972	644	1050
Zm00001eb373770	0	5	0	1	0	3	0	1
Zm00001eb373790	6788	8401	3603	5377	6394	9169	7900	9541
Zm00001eb373800	117.75	163.9	74.79	169.87	68.95	130.84	148.2	173.79
Zm00001eb373810	0	0	0	0	0	0	0	0
Zm00001eb373820	11	0	12	1	19	1	8	3
Zm00001eb373830	9	0	0	0	0	0	1	0
Zm00001eb373840	2	8	0	8	5	1	4	8
Zm00001eb373860	0	0	0	0	0	0	0	0
Zm00001eb373880	1	1	0	2	0	6	1	13
Zm00001eb373900	197	228	396	334	219	366	274	179
Zm00001eb373910	23	59	31	37	30	16	30	38
Zm00001eb373920	115	34	61	26	107	21	97	68
Zm00001eb373930	136.42	259.19	112.16	145.08	78.41	114.03	120	153.61
Zm00001eb373940	0	0	0	2	0	0	0	0
Zm00001eb373950	72	9	67	9	23	16	35	13
Zm00001eb373960	6825	7379	2711	3352	3901	4602	4126	3936
Zm00001eb373970	496	565	476	574	322	328	805	680
Zm00001eb373980	1634.24	2588	1298	1947	1564.23	1670.52	1884.2	2299.87
Zm00001eb373990	6862	9934	5135	5508	4474	7913	6875	9594
Zm00001eb374000	509	716	519	495	371	522	610	662
Zm00001eb374010	210	120	121	70	101	41	98	40
Zm00001eb374020	0	0	0	0	0	0	0	0
Zm00001eb374030	20.22	0.42	0	0	1.07	0	5.18	1.12
Zm00001eb374040	1390	764	619	272	262	569	150	144
Zm00001eb374050	0	0	0	0	0	0	0	0
Zm00001eb374060	8	24	1	2	9	9	5	11
Zm00001eb374070	0	0	0	0	0	0	0	0
Zm00001eb374080	1557	2572.42	1886	1912.29	1722	2098.19	2201	2718.39
Zm00001eb374090	17512	15191	29447	15342	34476	20685	29824	16084
Zm00001eb374100	817	760	1127	1037	732	866	945	994
Zm00001eb374110	2615	2878	2634	2323	2956	2921	3774	3800
Zm00001eb374120	717	573	734	558	415	238	764	627
Zm00001eb374130	0	177	14	106	0	163	0	179
Zm00001eb374140	216	395	241	233	101	210	149	281
Zm00001eb374150	1030	1090	946	886	928	979	1058	1090
Zm00001eb374160	1007	1160	1114	841	962	975	1200	1040
Zm00001eb374170	42	25	99	126	42.47	40	64	63
Zm00001eb374180	0	0	0	0	13.53	0	0	0
Zm00001eb374190	89	71	104	36	757	280	186	69
Zm00001eb374200	864	856	511	366	817	731	904	804
Zm00001eb374210	12	5	8	1	5	9	2	15
Zm00001eb374220	132.69	77.19	252.02	66.18	133.84	108.73	49.44	7.8
Zm00001eb374230	1034.31	1634.81	2346.98	2011.82	749.16	2882.27	299.56	195.2
Zm00001eb374240	0	0	9	8	1	4	4	0
Zm00001eb374270	278	222	356	350	301	222	284	253
Zm00001eb374280	237	336	248	203	141	201	194	259
Zm00001eb374290	0	0	0	0	0	0	0	0
Zm00001eb374300	3921	4120	2055	1847	2976	3505	3784	3461
Zm00001eb374310	0	2	0	4	5	0	0	0
Zm00001eb374320	0	0	2	1	0	0	0	0
Zm00001eb374330	2498	2824	2594	2336	2161	2510	2908	2457
Zm00001eb374340	0	0	0	0	0	0	0	0
Zm00001eb374350	691	844	538	470	454	521	754	692
Zm00001eb374360	339	274	386	257	283	158	298	180
Zm00001eb374380	692	953	546	587	593	660	805	865
Zm00001eb374390	87	129	130	81	58	41.57	119	86
Zm00001eb374400	0	0	0	0	0	3.43	0	0
Zm00001eb374410	11	83.14	0	42	9	40	22	205.73
Zm00001eb374420	0	6.86	7	0	0	0	0	5.27
Zm00001eb374430	0	9	3	7	1	4	0	11
Zm00001eb374440	542	689	363	472	411	542	578	596
Zm00001eb374450	425	531	457	356	542	508	592	555
Zm00001eb374460	1309	1030	1369	914	1315	1237	1400	1180
Zm00001eb374470	4836	4671	5586	4070	4257	3806	4842	4260
Zm00001eb374480	67	43	46	51	52	24	37	51
Zm00001eb374490	1	0	0	0	2	0	0	0
Zm00001eb374500	9	93	20	51	1	29	6	47
Zm00001eb374510	22	41.34	26	29.7	14	16.28	37.31	21.27
Zm00001eb374520	43	71.66	29	49.3	24	88.72	72.69	70.73
Zm00001eb374530	6	8	1	6	0	0	3.26	9.02
Zm00001eb374540	0	0	0	0	0	0	0	0
Zm00001eb374550	30	12	48	32	27	12	23	22
Zm00001eb374560	39	37	39	46	28	35	48	53
Zm00001eb374580	216.96	282	213.03	139	111	102.47	201.01	193
Zm00001eb374590	0	0	0	0	0	0	0	0
Zm00001eb374600	541.42	562.24	254.98	250.95	369.58	479.92	438.34	393.21
Zm00001eb374610	31.58	32.76	34.02	15.05	81.42	15.08	68.66	23.79
Zm00001eb374630	544	1048	170	191	156	311	197	388
Zm00001eb374640	258	205	216	157	289	197	356	340
Zm00001eb374650	7	3	0	0	5	0	0	0
Zm00001eb374660	0	0	0	0	0	0	0	0
Zm00001eb374670	4768	5723	4307	3940	3681	4646	5482	4151
Zm00001eb374680	4	29	5	17	7	22	0	10
Zm00001eb374690	154	37	124	28	137	43	195	50
Zm00001eb374700	118	147	155	113	303	128	264	255
Zm00001eb374710	557	785	714	437	760	451	734	572
Zm00001eb374750	228	330	215	207	154	199	221	305
Zm00001eb374760	123	213	110	156	104	140	190	217
Zm00001eb374780	148.5	167.48	272.86	196	98.3	88.06	127.5	102.15
Zm00001eb374790	18.5	15.52	10.14	0	5.7	11.94	23.5	9.85
Zm00001eb374800	1	5	3	0	11	7	2	3
Zm00001eb374810	83	204	74	114	74	123	90	215
Zm00001eb374820	45	115	69	80	40	47	53	62
Zm00001eb374830	116	79	88	49	30	25	55	52
Zm00001eb374840	3	2	14	3	4	0	15	1
Zm00001eb374850	0	0	0	1	0	0	0	1
Zm00001eb374860	6	6	2	2	2	5	2	6
Zm00001eb374870	99	198	111	140	201	265	149	183
Zm00001eb374880	204	288	271	435	622	630	447	738
Zm00001eb374890	1	1	0	0	0	0	1	0
Zm00001eb374910	371	647	465	442	263	375	403	502
Zm00001eb374920	544	661	552	517	346	286	554	499
Zm00001eb374930	0	0	0	0	0	0	0	0
Zm00001eb374940	0	7.86	0	0	0	0	0	14.72
Zm00001eb374950	154	148.14	173	172	269	109	225	354.28
Zm00001eb374960	0	0	0	0	0	0	0	0
Zm00001eb374970	0	0	0	0	0	0	0	0
Zm00001eb374980	0	1066.22	0	672.8	0	685.73	0	723
Zm00001eb374990	541	297	417	168	193	21	423	169
Zm00001eb375000	17	134	3	177	0	13	14	320
Zm00001eb375010	531.05	365.4	500.42	463.39	675.64	359.01	753.99	428.29
Zm00001eb375020	72.95	26.6	74.58	10.61	134.36	12.99	72.01	25.71
Zm00001eb375030	25	346	14	191	8	134	29	171
Zm00001eb375040	8847.91	13481.42	12043.02	21983.9	13589.89	21158.71	15213.02	20238.6
Zm00001eb375050	0	4	0	5	0	3	0	0
Zm00001eb375060	0	0	0	0	0	0	0	1
Zm00001eb375070	0	0	0	0	0	0	0	0
Zm00001eb375080	0	0	0	0	0	0	0	0
Zm00001eb375090	0	0	0	0	0	0	0	0
Zm00001eb375100	47	16	12	36	11	9	13	27
Zm00001eb375110	322	239	283	178	176	154	131	114
Zm00001eb375120	16	445	26	52	46	1559	15	733
Zm00001eb375130	2288	1928	1746	1250	2302	1964	2607	2218
Zm00001eb375140	1050	1371	831	957	735	890	1145	1030
Zm00001eb375150	0	0	0	0	0	0	0	0
Zm00001eb375160	56	29	17	17	30	13	32	28
Zm00001eb375170	0	0	0	0	0	0	0	0
Zm00001eb375180	3981	4182	4140	2906	4173	4337	4877	4138
Zm00001eb375190	877	915	890	885	574	725	909	984
Zm00001eb375200	640	593	1144	714	900	294	663	479
Zm00001eb375210	518	424	561	355	437	337	503	381
Zm00001eb375220	7	13	0	7	0	8	5	6
Zm00001eb375230	8	54	15	20	9	27	14	19
Zm00001eb375240	606.6	183.73	458.58	144.91	352.18	194.11	406.62	137.11
Zm00001eb375250	1211	945	1304	781	975	994	1001	1059
Zm00001eb375260	0	0	0	0	0	0	0	0
Zm00001eb375270	586.4	633.27	522.42	493.09	395.82	584.89	402.38	633.89
Zm00001eb375280	0	0	0	0	0	0	0	0
Zm00001eb375290	0	0	0	0	0	0	0	0
Zm00001eb375300	0	2	0	0	0	0	0	3
Zm00001eb375310	0	1	0	2	0	0	0	1
Zm00001eb375320	295	417	232	253	164	215	328	248
Zm00001eb375330	0	0	0	0	0	0	0	0
Zm00001eb375340	6	4	10	7	7	5	25	5
Zm00001eb375360	0	9	0	17	0	3	1	3
Zm00001eb375370	0	9	0	6	0	6	0	15
Zm00001eb375380	1135.86	1360.85	1725.86	1551.53	1121.87	1348	1142.23	1434.84
Zm00001eb375390	181	179	191.12	144.13	84.54	94	174	92
Zm00001eb375400	202.24	183.14	166.09	122.1	108.26	84.23	181.76	114.53
Zm00001eb375410	472.76	557.27	417.41	421	359	427.82	476.35	467.47
Zm00001eb375420	204.78	232.98	313.33	330	129.84	176.59	188.7	165.4
Zm00001eb375430	2660	2682	3157	1944	2227	1808	2578	2014
Zm00001eb375440	4	23	6	20	21	23	2	28
Zm00001eb375450	791	503	1152	445	529	449	507	454
Zm00001eb375460	11	7	55	7	29	20	24	9
Zm00001eb375480	301	422	374	255.88	260	229.87	230	267
Zm00001eb375490	3706	5319	2166	3432	2562	4501	4225	4799
Zm00001eb375500	1289	1484	974	870	1076	1207	1534	1669
Zm00001eb375510	404	454	420	418	478	423	474	383
Zm00001eb375520	1352	1525	1367	1194	1138	1164	1619	1573
Zm00001eb375530	7946.91	9690.54	6750.38	8529.65	7359.01	8776.77	10802.98	7756.45
Zm00001eb375540	0	0	0	0	0	0	0	0
Zm00001eb375550	0	0	0	0	0	0	0	0
Zm00001eb375560	289	327	350	367	386	184	339	355
Zm00001eb375570	12	4	10	4	5	2	15	9
Zm00001eb375580	69	14	71	25	65	25	85	57
Zm00001eb375590	11.98	24	7.38	9.02	9.55	16	12.62	23
Zm00001eb375600	228.02	241	153.62	121.98	107.45	120	121.38	139
Zm00001eb375620	49	35	80	38	75	30	56	42
Zm00001eb375630	0	0	0	0	0	0	0	0
Zm00001eb375640	601	124	851	197	452	67	939	258
Zm00001eb375650	1	0	2	0	3	0	2	0
Zm00001eb375660	88	171	108	93	90	192	115	209
Zm00001eb375670	715	783	493	503	800	708	858	813
Zm00001eb375680	469	735	611	506	415	609	576	536
Zm00001eb375690	1806	1429	1789	1373	1167	949	1667	1288
Zm00001eb375700	365	687	505	451	452	544	658	514
Zm00001eb375710	919	1161	859	861.99	827	1112	1255	1047
Zm00001eb375720	0	0	0	0	0	1	0	1
Zm00001eb375730	578	2119	1170	2298	393	1454	507	2239
Zm00001eb375740	5	1	0	3	0	0	0	0
Zm00001eb375750	0	0	0	0	0	0	0	0
Zm00001eb375760	0	0	0	0	0	0	0	0
Zm00001eb375770	0	0	0	0	0	1	0	0
Zm00001eb375780	0	0	0	0	0	0	0	0
Zm00001eb375790	0	0	0	0	0	1	0	0
Zm00001eb375800	0	0	0	0	0	0	0	0
Zm00001eb375810	0	0	0	0	0	1	0	0
Zm00001eb375820	455	506	445	467	172	186	282	329
Zm00001eb375830	21	9	9	2	11	0	27	0
Zm00001eb375840	393	288	460	256	338	247	348	320.84
Zm00001eb375850	2	18	0	1	1	0	9	1.16
Zm00001eb375870	0	0	0	1	0	0	0	0
Zm00001eb375880	0	0	0	0	0	0	0	0
Zm00001eb375890	0	0	0	0	0	0	0	0
Zm00001eb375900	0	0	0	2	0	0	0	0
Zm00001eb375920	0	0	0	0	2	0	0	0
Zm00001eb375930	0	0	0	0	0	0	0	0
Zm00001eb375940	0	0	0	0	0	0	0	0
Zm00001eb375950	0	0	0	0	0	0	0	0
Zm00001eb375960	0	0	0	0	0	0	0	0
Zm00001eb375980	0	0	0.5	0.5	0	0	0	1
Zm00001eb376000	0	0	0.5	0.5	0	0	0	1
Zm00001eb376010	0	0	0	4	0	0	0	0
Zm00001eb376020	5768	6869	6810	6375	5839	5927	6129	6263
Zm00001eb376030	0	9	5	11	3	1	2	7
Zm00001eb376040	316	13	146.92	6.7	103	3	180.55	0
Zm00001eb376050	0	0	0.08	3.3	0	0	7.45	0
Zm00001eb376060	0	2	0	0	0	0	0	0
Zm00001eb376070	0	0	0	1	0	0	0	0
Zm00001eb376080	14.15	0	15.19	0	10	0	11.74	0
Zm00001eb376090	0	0	0	0	0	0	0	0
Zm00001eb376100	625	737	479	590	715	914	748	710
Zm00001eb376110	0	0	2	0	2	0	1	1
Zm00001eb376120	738	841	859	656	921	819	987	894
Zm00001eb376130	82	101	91	78	42	104	66	54
Zm00001eb376140	0	93.57	0	37.62	0	0	0	0
Zm00001eb376150	5622	9130.43	2941.02	7688.38	2700	6005	4680	6628
Zm00001eb376160	2095.08	3419.34	3059.27	4032.61	1998.46	2443.58	2604.22	3094.55
Zm00001eb376180	2	0	2	0	0	0	0	0
Zm00001eb376190	0	0.5	0	0	0	0	0	0
Zm00001eb376200	14.23	16.33	13.09	17.5	20.31	31.93	30.01	49.83
Zm00001eb376210	0	0	0	2	0	0	0	0
Zm00001eb376220	9.98	0	2.28	0	2.31	1.19	4.97	0
Zm00001eb376230	0	41.2	0	25.61	0	37.97	1.43	44.38
Zm00001eb376240	0	0	0	0	0	0	0	0
Zm00001eb376250	0	0	0	0	0	0	0	0
Zm00001eb376260	0	0.5	0	0	0	0	0	0
Zm00001eb376270	0	0	2	0	0	0	1.48	0
Zm00001eb376280	0	0	0	0.33	0	0	0	0
Zm00001eb376300	12.89	20.21	13.84	17.56	0	32.74	23.16	14.46
Zm00001eb376310	4.94	0.45	0	0	0	1.9	3.69	1.73
Zm00001eb376320	0	0	0	0	0	0	0	0
Zm00001eb376330	418.7	580.25	340.07	515.32	314.69	591.33	471.86	619.33
Zm00001eb376340	0	0	0	0	0	0	0	0
Zm00001eb376350	0	0	57.28	0	0	0	0	0
Zm00001eb376360	0	0	0	2	0.33	0	0	0
Zm00001eb376370	0	0	2.35	2	0	0	0	0
Zm00001eb376380	12.92	24.66	16.73	14.39	19.54	15.42	13.78	19.45
Zm00001eb376390	121	178	142	121	193	218	240	178
Zm00001eb376400	13	9	21	7	20	7	8	18
Zm00001eb376410	0	0	0	0	0	0	0	0
Zm00001eb376420	2.23	0	1.75	0.25	5.56	0	10.64	0
Zm00001eb376440	0	0	0	0	0	0	0	0
Zm00001eb376450	0	0	0	0	0	0	0	0
Zm00001eb376460	0	0	0	0	0	0	0	0
Zm00001eb376470	0	0	0	0	6.92	0	1.26	0
Zm00001eb376480	656	1065	640	735	728	825	647	848
Zm00001eb376490	274	551	222	506	164	395	217	568
Zm00001eb376500	6	31	3	8	6	9	2	20
Zm00001eb376510	1632	1076	2155	687	1851	1311	1772	965
Zm00001eb376520	118	54	150	79	33	34	137	47
Zm00001eb376530	950	1067	1713	1695	634	407	637	590
Zm00001eb376540	0	0	0	0	1	0	0	0
Zm00001eb376560	0	0	0	0	1	0	0	0
Zm00001eb376570	7670	9473	14239	16072	9516	5949	8493	12459
Zm00001eb376580	0	2	2	1	0	4	4	6
Zm00001eb376590	989	1130	889	647	482	697	1224	1070
Zm00001eb376600	2302.4	3605	5045.85	2722	6349.08	2975	3331.8	3936
Zm00001eb376620	0	0	0	0	0	0	0	0
Zm00001eb376630	504	542	603	397	593	657	446	378
Zm00001eb376640	3256	3903.91	3122	2760.77	4311	4527.07	4370	4553.85
Zm00001eb376650	853	492	1493	498	584	459	421	291
Zm00001eb376660	275	129	346	172	269	173	257	174
Zm00001eb376670	4467	3604	3533	2545	4402	3232	4650	2977
Zm00001eb376680	299	366	298	295	203	257	363	292
Zm00001eb376690	0	0	0	1.26	0	0	0	0
Zm00001eb376700	66.1	59.74	110.26	39.63	75.6	48.89	76.82	39.05
Zm00001eb376710	5	56	5	39	13	240	6	220
Zm00001eb376720	150.19	127.26	116.78	116.51	109.19	104.61	114.74	135.48
Zm00001eb376730	1139.01	1168	1210	900	1170	1114.92	1312.01	1232
Zm00001eb376740	6731	7504	6341	4551	7539	6111	7261	7152
Zm00001eb376750	160	144	213	84	242	189	258	167
Zm00001eb376780	563	883	435	775	355	590	682	1147
Zm00001eb376790	99	373	75	316	60	281	71	259
Zm00001eb376800	0	0	0	0	0	0	0	0
Zm00001eb376820	0	0	0	0	0	0	0	0
Zm00001eb376840	536	756	553	553	341	342	464	447
Zm00001eb376850	1524	2050	1015	1164	975	1399	1509	1824
Zm00001eb376860	65	86	122	80	53	28	84	50
Zm00001eb376870	10	46	18	52	20	71	25	104
Zm00001eb376880	536	463	404	201	636	523	759	429
Zm00001eb376890	63	71	435	367	158	419	123	129
Zm00001eb376900	95.12	79.07	155.35	59.45	76.92	70.08	112.38	76.51
Zm00001eb376910	0	0	3.43	0	0	0	0	0
Zm00001eb376920	0	0	0	0.33	0	0	0	0
Zm00001eb376930	0	0	0	0	0	4.61	0	0
Zm00001eb376940	72.25	56.55	0	39	21.69	6.93	60.4	50.27
Zm00001eb376950	0	0	0	1	0.33	0	0	0
Zm00001eb376960	0	0	0	0.33	0.33	0	0	0
Zm00001eb376970	1198.88	1327.93	1059.65	632.55	1162.08	1504.31	1613.62	1214.49
Zm00001eb376980	2747	3466	1816	2094	2032	3075	3055	3820
Zm00001eb376990	71	75	53	49	42	52	67	74
Zm00001eb377000	1003	1598	661	769	512	704	1705	1423
Zm00001eb377010	15	23	3	7	7	30	11	6
Zm00001eb377020	0	0	0	0	0	0	0	0
Zm00001eb377030	0	1	0	1	0	0	0	0
Zm00001eb377040	866	1058	657	625	759	890	991	978
Zm00001eb377050	424	489	855	602	522	514	582	534
Zm00001eb377060	8	9	12	10	18	5	11	5
Zm00001eb377070	27	97	36	45	17	37	16	55
Zm00001eb377090	0	0	0	0	0	0	0	0
Zm00001eb377100	0	0	3	0	0	4	0	0
Zm00001eb377110	17	53	16	37	11	93	16	51
Zm00001eb377120	293	206	98	49	118	209	124	103
Zm00001eb377130	193	234	226	170	257	268	206	205
Zm00001eb377140	5	12	18	9	9	31	9	9
Zm00001eb377150	453	575	326	294	353	596	282	241
Zm00001eb377160	11	2	3	1	3	7	7	4
Zm00001eb377170	0	0	0	0	0	0	0	0
Zm00001eb377180	0	0	0	0	0	0	0	0
Zm00001eb377190	0	0	0	0	0	0	0	0
Zm00001eb377200	3	9	1	11	6	7	1	37
Zm00001eb377210	350	436	287	231	240	242	510	373
Zm00001eb377220	10	2	12	0	8	0	12	3
Zm00001eb377230	0	0	1	0	0	0	1	0
Zm00001eb377240	1	0	5	0	1	0	1	0
Zm00001eb377250	87.52	90	106.71	92	75	70	130	59
Zm00001eb377260	586	1472	1036	749	584	352	530	456
Zm00001eb377270	1760.71	2422.73	1455.81	1384	1449.81	1703.45	2209.87	2310
Zm00001eb377280	298	343	313	212	283	359	367	354
Zm00001eb377290	201	377	292	298	192	234	269	303
Zm00001eb377300	201	635	199	678	155	435	213	538
Zm00001eb377310	3	2	4	2	0	0	0	0
Zm00001eb377320	0	0	0	0	0	0	0	0
Zm00001eb377330	437	3	354.4	3	147	4	233	2
Zm00001eb377350	560	880	330	484	453	698	487	731
Zm00001eb377360	0	16	2	8	5	8	1	9
Zm00001eb377370	14	0	0	0	0	0	0	0
Zm00001eb377380	1852	2368	1344	1282	1700	2053	2045	1992
Zm00001eb377390	159.97	31.02	119	50.79	139	2.19	140.88	4.1
Zm00001eb377400	35	37	66	99	34	13	28	26
Zm00001eb377410	7.03	405.98	0	278.21	2	47.81	9.12	122.9
Zm00001eb377420	234	264	224	95	195	113	181	175
Zm00001eb377430	2185	2908	2870	2021	2111	2511	2044	2393
Zm00001eb377440	148	194	125	258	91	132	59	106
Zm00001eb377450	24	117	42	198	16	159	38	179
Zm00001eb377470	222	592	321	382	179	300	302	485
Zm00001eb377480	441.72	615.41	483.8	453.82	423.48	424.72	453.16	438.2
Zm00001eb377490	78.28	29.59	128.2	31.18	64.52	35.28	41.84	52.8
Zm00001eb377500	75	179	67	127	152	174	93	201
Zm00001eb377520	2	3	3	3	0	0	1	6
Zm00001eb377530	1920.42	2044.77	1699.23	1565.38	2040.54	2090.92	2498.13	2531.34
Zm00001eb377540	154.58	219.23	273.77	177.62	105.46	41.08	143.87	142.66
Zm00001eb377550	98	70	82	81	81	80	85	76
Zm00001eb377560	0	0	0	0	0	0	0	0
Zm00001eb377570	0	0	0	0	0	0	0	0
Zm00001eb377580	0	0	0	0	0	0	0	0
Zm00001eb377590	0	0	0	0	0	0	0	0
Zm00001eb377600	3	0	12	0	8	0	10	0
Zm00001eb377610	0	0	0	1	0	0	0	0
Zm00001eb377630	0	0	0	0	0	0	0	0
Zm00001eb377640	0	0	0	0	0	0	0	0
Zm00001eb377650	0	0	0	0	0	0	0	0
Zm00001eb377660	0	0	0	0	0	0	0	0
Zm00001eb377670	0	0	0	2	0	0	0	0
Zm00001eb377680	5	8	3	0	1	0	0	1
Zm00001eb377690	0	0	0	0	0	0	0	0
Zm00001eb377700	0	0	0	4	0	0	0	0
Zm00001eb377710	0	0	0	0	0	0	0	0
Zm00001eb377720	0	0	0	0	0	0	0	0
Zm00001eb377730	0	0	0	0	0	0	0	0
Zm00001eb377740	0	0	0	0	0	0	0	0
Zm00001eb377750	947	1017	803	634	1387	1438	1301	1328
Zm00001eb377760	1102	1949	1135	1516	1084	1697	1322	2188
Zm00001eb377770	220	102	128	120	151	113	399	314
Zm00001eb377790	741	641	512	404	406	579	533	492
Zm00001eb377800	0	0	0	0	0	0	0	0
Zm00001eb377810	4	30	11	35	2	5	5	27
Zm00001eb377820	6.54	0	14	0	5	0	3	0
Zm00001eb377830	894.49	1162.94	779.99	740.85	984.38	811.3	1256.6	1217.31
Zm00001eb377850	0	11	0	6	0	9	0	4
Zm00001eb377860	2573	2156	1764	1112	1210	1494	1642	1505
Zm00001eb377870	16639.56	20742.23	13507.89	15733.02	20569.83	22205.81	22040.72	25844.22
Zm00001eb377880	1	14	0	13	0	55	0	4
Zm00001eb377890	21.32	28.73	39.98	53.57	11.67	21.06	21.23	32.79
Zm00001eb377900	223	392	277	346	145	311	206	373
Zm00001eb377910	1818	1618	961	707	1180	1087	954	703
Zm00001eb377920	891	652	542	294	578	778	605	593
Zm00001eb377930	0	0	0	0	0	0	0	0
Zm00001eb377950	0	0	0	0	0	0	0	0
Zm00001eb377960	0	0	0	0	0	0	0	0
Zm00001eb377970	351	711	210	322	211	367	408	333
Zm00001eb377980	0	0	0	0	0	0	0	0
Zm00001eb377990	170	82	126	121	118	109	107	109
Zm00001eb378000	10829	11322	6394	5990	9834	10929	12775	11705
Zm00001eb378010	0	0	0	0	0	0	0	0
Zm00001eb378020	3166	3083	2774	2660	3721	2321	3600	2566
Zm00001eb378030	7161	12279	7291	7476	6228	6140	7286	7610
Zm00001eb378040	0	0	0	0	0	0	0	0
Zm00001eb378050	20	37	16	20	22	22	15	21
Zm00001eb378060	0	0	0	0	0	0	0	0
Zm00001eb378070	76.62	81.02	47.24	52.33	36.24	75.97	25	30.14
Zm00001eb378080	16	0	2	1	3	9	17	0
Zm00001eb378110	0	3	0	1	0	0	0	0
Zm00001eb378120	0	2	1	0	0	1	0	3
Zm00001eb378130	0	0	0	0	0	0	2	0
Zm00001eb378140	76	1	47	4	18	0	21	0
Zm00001eb378150	114	181	125	149	42	87	86	180
Zm00001eb378160	0	0	0	0	0	0	0	0
Zm00001eb378170	518	533	692	603	418	268	588	533
Zm00001eb378180	0	0	0	0	0	0	0	0
Zm00001eb378190	77	17	64	12	18	13	42	9
Zm00001eb378200	514	819	725	659	257	219	364	276
Zm00001eb378210	4814	2913	6872	5916	4940	3648	5646	4574
Zm00001eb378220	0	9	4	5	1	1	1	8
Zm00001eb378230	94	150	155	161	98	138	107	139
Zm00001eb378250	3341	3575	2672	2237	1412	1831	1851	1948
Zm00001eb378260	78.54	191.74	17.77	86.66	45.15	75.1	17.71	68.58
Zm00001eb378270	234.46	374.26	259.23	235.34	274.85	323.9	217.29	230.42
Zm00001eb378280	6776	5549	7995	4762	431	791	1519	1628
Zm00001eb378290	0	0	0	0	0	0	0	0
Zm00001eb378300	423	394	399	347	507	534	473	438
Zm00001eb378320	69	89	60	56	129	129	107	111
Zm00001eb378330	204	199	115	133	92	96	209	187
Zm00001eb378340	1153.65	1992.72	762.16	1148	518.5	1216.39	1101.02	681.32
Zm00001eb378350	35.35	68.28	25.84	25	33.5	45.61	37.98	47.68
Zm00001eb378360	4365	5082	3565	3140	3462	3385	4643	4660
Zm00001eb378370	950	1039	1028	837	893	844	956	860
Zm00001eb378380	26	43	83	71	18	11	18	37
Zm00001eb378390	259	404	196	195	178	154	219	264
Zm00001eb378400	971	533	903	296	813	327	702	329
Zm00001eb378410	0	0	0	0	0	0	0	0
Zm00001eb378420	193	204	254	313	161	297	290	318
Zm00001eb378430	697	913	674	779	1227	1044	1369	1149
Zm00001eb378440	472.7	628.25	395.54	514.62	352.38	419.83	527.89	493.49
Zm00001eb378450	430.3	512.75	471.46	328.38	285.62	291.17	349.11	355.51
Zm00001eb378460	270	420	394	394	569	687	374	453
Zm00001eb378470	293	577	203	238	371	294	326	607
Zm00001eb378490	4	15.54	2.06	7.28	3	5.12	6.11	2.02
Zm00001eb378500	1409	1710	1392	1420	1712	1516	1654	2071
Zm00001eb378510	54	41	80	39	25	11	25	13
Zm00001eb378520	169	272	218	394	262	375	121	371
Zm00001eb378540	895	974	572	617	784	807	1042	949
Zm00001eb378550	382.25	471.1	449.21	346.13	436.05	337.16	583.8	375.21
Zm00001eb378560	0	0	0	0	0	0	0	0
Zm00001eb378570	839.22	869	737.21	819.73	675.31	519.33	1051.2	1033.33
Zm00001eb378580	0	0	0	0	0	0	0	0
Zm00001eb378590	547	988	276	345	430	660	582	535
Zm00001eb378600	1062	949	915	636	1180	1113	1416	1092
Zm00001eb378610	0	0	0	0	0	0	0	0
Zm00001eb378620	0	0	0	0	0	0	0	0
Zm00001eb378630	7	128	3	87	2	36	7	69
Zm00001eb378640	926	1631	1359	1889	603	655	442	990
Zm00001eb378660	1	6	0	1	0	0	0	6
Zm00001eb378670	17	76	13	85	26.84	50.51	25	78.76
Zm00001eb378680	0	0	0	0	0	0	0	0
Zm00001eb378690	377	357	548	599	374	318	380	287
Zm00001eb378700	271	467	379	298	538	370	327	424
Zm00001eb378710	37.01	92	51	65	39	59	62	64
Zm00001eb378720	170	266.23	567	1117.53	163	296.35	158.38	451.49
Zm00001eb378730	0	100.77	0	138.47	0	85.65	5.62	71.51
Zm00001eb378740	330	896	421	725	302	864	447	875
Zm00001eb378750	0	0	0	0	0	0	0	0
Zm00001eb378760	0	0	3	0	0	0	1	0
Zm00001eb378770	17	1	12	0	22	0	34	0
Zm00001eb378780	545.12	652.87	584.48	481.11	380.18	408.09	684.79	490.15
Zm00001eb378790	41.37	90.68	50.25	31.03	39.74	56.64	53.52	26.24
Zm00001eb378800	796.15	540.62	705.79	499.89	501.5	611.07	613.24	730.51
Zm00001eb378810	331	546	303	335	371	593	386	559
Zm00001eb378820	135	244	186	181	110	136	179	134
Zm00001eb378830	1313	1047	810	541	843	843	1305	691
